Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  500
Partition function (log Z): -1.657768478543089

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.943816532467323
Position 503: 0.7314507225212284
Position 1028: 0.4333089940997522
Position 360: 0.36854656423825205
Position 92: 0.3229799280864688
Position 537: 0.036224942273823245
Position 39: 0.036019784176848466
Position 1226: 0.028570819724087194
Position 970: 0.02422494737399671
Position 1217: 0.01395298618791397
Position 420: 0.008636509904788429
Position 618: 0.008140917341583126
Position 532: 0.00449709658295301
Position 1501: 0.004148937906255373
Position 589: 0.0017268487678443656
Position 334: 0.0013752894577862618
Position 1647: 0.0012388284873694568
Position 369: 0.0011468369191282152
Position 1416: 0.0008056908437274039
Position 927: 0.0006516275818405024
Position 1595: 0.0006480832368533462
Position 51: 0.0005662410456880125
Position 547: 0.0005063804742092719
Position 530: 0.0004967114682478662
Position 1525: 0.000444968149453149
Position 1167: 0.00038236981856843496
Position 1443: 0.0002762062596049369
Position 692: 0.00019570360518678836
Position 974: 0.00019193785740348606
Position 645: 0.00016045900256501607
Position 1453: 0.00015215914726654704
Position 111: 0.00014622686417192258
Position 372: 0.00014149838195478325
Position 720: 0.00010673291946203367
Position 662: 9.810688374177346e-05
Position 1481: 7.611229068491955e-05
Position 854: 6.571156454712383e-05
Position 288: 6.522150928040396e-05
Position 1514: 6.392940269099852e-05
Position 522: 5.9672826860744934e-05
Position 131: 4.93976929798096e-05
Position 507: 4.888957266885114e-05
Position 824: 4.601045965211623e-05
Position 109: 4.3765117011680807e-05
Position 43: 2.8613054229001672e-05
Position 20: 2.373265774275668e-05
Position 1576: 2.2374383949367515e-05
Position 1642: 1.8626155843570963e-05
Position 1383: 1.825074667911962e-05
Position 291: 1.2320183522240435e-05
Position 123: 1.0706790380221906e-05
Position 272: 8.23561789772909e-06
Position 262: 6.823333898199739e-06
Position 128: 2.5251361144178753e-06
Position 301: 1.6626101126218624e-06
Position 68: 1.0087042169337206e-06
Position 239: 9.970842148667354e-07
Position 406: 9.457609681602792e-07
Position 151: 9.262939800156221e-07
Position 149: 9.167255865048868e-08
Position 1096: 5.7217424166454175e-08
Position 665: 3.769586704992705e-08
Position 648: 4.064222926145784e-09
Position 1570: 1.670970072975056e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.981940050703238
Position 1086: 0.9206681454445113
Position 149: 0.3201553095294853
Position 417: 0.25962839735933835
Position 823: 0.13545019821686022
Position 889: 0.11761660907598495
Position 719: 0.05849565861790067
Position 423: 0.04964613527040041
Position 798: 0.026601313751440293
Position 107: 0.023965225844819027
Position 772: 0.013943355603196768
Position 970: 0.010643252697591386
Position 1270: 0.007870008560628895
Position 178: 0.007259525996303529
Position 1260: 0.0054209868865537775
Position 784: 0.0051123740167626375
Position 805: 0.003649490418191619
Position 1642: 0.003488349221238391
Position 861: 0.002818793307870863
Position 651: 0.0023957854499357272
Position 1011: 0.0023193185372541187
Position 252: 0.002165956457455966
Position 927: 0.002096755451455483
Position 1729: 0.0018879227896117508
Position 454: 0.0016465163189790127
Position 1583: 0.001334317702951385
Position 933: 0.0011165005157695417
Position 477: 0.0010706225021665646
Position 1610: 0.0009318952644607758
Position 979: 0.0006314822190052718
Position 1323: 0.0005186292106959715
Position 427: 0.0004808473438359366
Position 1019: 0.00046844047087809566
Position 406: 0.000397735474306095
Position 555: 0.0003500989265687237
Position 226: 0.0003326727272170276
Position 1507: 0.0002666703754371592
Position 345: 0.00026568852714254243
Position 288: 0.0002208875279401931
Position 1588: 0.0001724329439547145
Position 937: 0.0001633047175444699
Position 589: 0.00014995939724427238
Position 1320: 0.00013436642789309573
Position 1703: 0.00011600309908231979
Position 903: 7.793432790477305e-05
Position 91: 7.18046256876069e-05
Position 1492: 6.994865912184768e-05
Position 689: 6.381478745333874e-05
Position 182: 5.135486942405046e-05
Position 457: 4.814763874401674e-05
Position 648: 4.6776525272230396e-05
Position 1670: 3.721687672514622e-05
Position 1415: 3.445629014661313e-05
Position 1111: 3.4091360481795655e-05
Position 691: 2.6539516566387455e-05
Position 1131: 2.2431157027104894e-05
Position 109: 1.9490036330736045e-05
Position 842: 1.5437117690578476e-05
Position 350: 1.2181534929376828e-05
Position 1134: 5.939056943166612e-06
Position 1143: 4.249859184295249e-06
Position 482: 3.351094510046199e-06
Position 313: 1.122744117195413e-06
Position 74: 4.4423044567643863e-07
Position 272: 2.803443968197838e-07
Position 79: 1.0447996752553588e-07
Position 277: 6.115944046094974e-08
Position 262: 4.0472477375849426e-08
Position 489: 2.9791519513559883e-08
Position 76: 1.7375799020267406e-09
Position 526: 9.372438228991212e-11
Position 364: 3.960290737843566e-11
