Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  500
Partition function (log Z): 2.9088267185040837

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9956527196624732
Position 2488: 0.9940768936063759
Position 833: 0.9724641538690721
Position 3452: 0.1446995122788956
Position 3114: 0.08095110884417808
Position 2153: 0.04437726877516563
Position 2243: 0.04056024683763867
Position 237: 0.015338915575271256
Position 861: 0.007783430152194407
Position 871: 0.006525135867723745
Position 2492: 0.004777139963535828
Position 1059: 0.004042260588625431
Position 3392: 0.003268953928329402
Position 1931: 0.002816908827197667
Position 2768: 0.0024315703473909546
Position 1693: 0.0024068589428901397
Position 241: 0.0021579740676367326
Position 347: 0.0017694394698794342
Position 266: 0.0015255208808285165
Position 1446: 0.0014913978112021408
Position 3425: 0.0013505032463487368
Position 1755: 0.0013314830530851134
Position 3095: 0.0012303412993892285
Position 1871: 0.0012109545768583824
Position 268: 0.0012103324197047093
Position 2948: 0.0010914743596106024
Position 3329: 0.0010164887534424955
Position 2282: 0.0009972459819153768
Position 784: 0.0009183138945773182
Position 1867: 0.000888848397238282
Position 2758: 0.000865109271393387
Position 3108: 0.000737294818780414
Position 1219: 0.000720892443631727
Position 272: 0.0005733348882749744
Position 2913: 0.0005473239730386694
Position 1050: 0.0005047521525107825
Position 3159: 0.00043003737469631226
Position 222: 0.0003882191533374364
Position 3131: 0.0003283148519049178
Position 354: 0.00032586403886499335
Position 2896: 0.0003182951293957942
Position 1258: 0.00028868070675766404
Position 1812: 0.0002662941361286364
Position 1544: 0.0002507803921507071
Position 345: 0.00022602687000072114
Position 3197: 0.00020265540609077837
Position 1013: 0.00018815725520320104
Position 3786: 0.0001759816402384836
Position 3168: 0.0001641692563990804
Position 600: 0.00015614800406126938
Position 644: 0.00014718027910245855
Position 3246: 0.00014658484058799648
Position 2652: 0.00013689478841942703
Position 3277: 0.00012733789752682312
Position 3201: 9.848142671860709e-05
Position 153: 9.37985056174505e-05
Position 2852: 8.569486103154916e-05
Position 809: 6.661324754711579e-05
Position 1287: 6.03871784435844e-05
Position 155: 5.0312324564900606e-05
Position 878: 4.586288826212072e-05
Position 518: 3.887370092778082e-05
Position 2715: 3.636888311383436e-05
Position 165: 3.370904528101633e-05
Position 935: 3.3663435335665174e-05
Position 1131: 3.213707364827935e-05
Position 44: 3.14367001268313e-05
Position 515: 3.106797561623026e-05
Position 3178: 3.085114898120468e-05
Position 2684: 2.9396084263948135e-05
Position 1303: 2.8571601528408398e-05
Position 441: 2.855397953584771e-05
Position 2883: 2.4741454197843963e-05
Position 2712: 1.6963663442312962e-05
Position 276: 1.490397440165532e-05
Position 3434: 1.1035418399823138e-05
Position 270: 9.765965699965888e-06
Position 1141: 8.887012057515219e-06
Position 1165: 6.097699865940857e-06
Position 2455: 4.877229323034518e-06
Position 422: 3.673824753399311e-06
Position 124: 3.4026489196249082e-06
Position 1441: 2.996986239914053e-06
Position 3042: 2.987139463178151e-06
Position 3297: 2.8200440765903264e-06
Position 162: 2.516113512444846e-06
Position 32: 2.216841471344564e-06
Position 47: 1.7657262072687578e-06
Position 2571: 1.6868388204255122e-06
Position 1289: 1.5609119255386023e-06
Position 3241: 1.5056025802258453e-06
Position 78: 1.1325870217845285e-06
Position 1506: 1.0947577743752157e-06
Position 3310: 1.05772615435557e-06
Position 616: 9.534199779031522e-07
Position 2837: 8.399497680415987e-07
Position 613: 6.750828493982111e-07
Position 889: 6.363722942641494e-07
Position 2657: 3.5749114787105913e-07
Position 815: 3.1438497004881167e-07
Position 3350: 2.880411688464704e-07
Position 928: 1.4443285745961209e-07
Position 2819: 1.0673480868416549e-07
Position 2667: 8.015439809403902e-08
Position 2654: 4.2455564056315276e-08
Position 2623: 6.30338376247149e-11
Position 2776: 3.824385570691044e-11
Position 2823: 1.6332907975868022e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2818: 0.9977717775419702
