Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  500
Partition function (log Z): 5.523023098282639

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.9988922494962326
Position 1514: 0.9895841961276348
Position 1128: 0.9296487789790905
Position 1132: 0.04489489378319954
Position 866: 0.03647340455093891
Position 1071: 0.017175201677863114
Position 509: 0.013253930868390055
Position 1849: 0.002723141316886648
Position 403: 0.002294567053833735
Position 521: 0.0022406391760607072
Position 955: 0.0014602483909950412
Position 590: 0.0010775888516776286
Position 340: 0.0007637445628684107
Position 1017: 0.0006693013229788391
Position 1302: 0.0006476854772605561
Position 1046: 0.00043049288552580095
Position 353: 0.00039344676458065534
Position 14: 0.00038164178094565157
Position 838: 0.0003642471295114232
Position 260: 0.00032404813776833945
Position 512: 0.0003112844256483629
Position 1311: 0.0002644635375161407
Position 452: 0.00022864604695522358
Position 1293: 0.0001498264885841689
Position 62: 0.000132901699483112
Position 646: 0.00011688171140206708
Position 439: 9.573172515068262e-05
Position 367: 8.920852727284388e-05
Position 1497: 8.031602512949726e-05
Position 1691: 6.550662788254115e-05
Position 1063: 6.200443269070588e-05
Position 1305: 5.523028441802804e-05
Position 1403: 5.4586917395268295e-05
Position 470: 4.471126553079861e-05
Position 907: 4.2975251154115e-05
Position 313: 3.5196334005823114e-05
Position 580: 3.1222969914761855e-05
Position 1873: 3.016864711219939e-05
Position 543: 2.9818283125330673e-05
Position 703: 2.9041211448834508e-05
Position 1398: 2.3511649936158314e-05
Position 1518: 2.0357639259901468e-05
Position 558: 1.4414128675320317e-05
Position 1227: 1.4138234544414353e-05
Position 658: 1.1268125109800098e-05
Position 1344: 8.887353094301742e-06
Position 223: 8.678569409571381e-06
Position 316: 7.484769376330601e-06
Position 271: 7.214620692270349e-06
Position 526: 6.237956927911433e-06
Position 407: 5.291634420666965e-06
Position 1318: 4.647944728307976e-06
Position 606: 4.118158157184826e-06
Position 473: 3.965919383878699e-06
Position 1586: 3.0135363902272785e-06
Position 1502: 2.987282988771248e-06
Position 1847: 2.629939058092058e-06
Position 1443: 2.200032144952191e-06
Position 1484: 2.0892665717083445e-06
Position 1175: 2.0114955582764537e-06
Position 383: 1.8492227217450664e-06
Position 1653: 1.185635282059875e-06
Position 1437: 1.1472311494884587e-06
Position 916: 1.0262756392975987e-06
Position 215: 1.0225861034665738e-06
Position 1742: 9.136795297974424e-07
Position 611: 8.819590037952907e-07
Position 1589: 8.348598965997042e-07
Position 1693: 5.608234957545559e-07
Position 1601: 5.156862594789722e-07
Position 930: 4.722283433253276e-07
Position 430: 4.2565173406113454e-07
Position 900: 4.014373750780094e-07
Position 1390: 2.978122769164566e-07
Position 921: 1.9259327546703806e-07
Position 1158: 1.9224666916729256e-07
Position 1744: 1.8392738017308478e-07
Position 203: 9.695585253613329e-08
Position 1629: 9.484274448866302e-08
Position 985: 8.440878741282277e-08
Position 776: 2.8895226244758587e-10
Position 1463: 4.7262370701139456e-11
Position 786: 2.875739399146429e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9985626209885835
Position 1189: 0.9965418971742382
Position 1572: 0.9885162831757077
Position 936: 0.03388610312374905
Position 565: 0.018617820066750015
Position 1921: 0.0021970957202009887
Position 641: 0.0014531592323471381
Position 1942: 0.0008433555725308896
Position 460: 0.0005629543636063471
Position 1226: 0.0005432987869685486
Position 1356: 0.0004841091082416281
Position 1653: 0.0004130727909165862
Position 1352: 0.00035745608329835094
Position 80: 0.0003370180209015016
Position 1720: 0.00033022477133619874
Position 912: 0.0003049707358006156
Position 1390: 0.00015591132636063714
Position 465: 0.00013180488211976361
Position 1687: 0.0001295347795632809
Position 112: 0.00012055422058609634
Position 1120: 0.00011312010315948706
Position 783: 0.00010950583706573104
Position 1460: 8.923303335037188e-05
Position 1005: 8.368740268408966e-05
Position 940: 7.350100394713607e-05
Position 1090: 7.033638970873681e-05
Position 352: 5.386291881857159e-05
Position 1610: 5.3421303066897996e-05
Position 1629: 5.1910640371355236e-05
Position 427: 5.0731029513432625e-05
Position 1017: 4.859340885604637e-05
Position 1378: 4.390535735418556e-05
Position 646: 3.70044316007708e-05
Position 115: 3.547010093693371e-05
Position 619: 3.2237772361777606e-05
Position 1403: 3.13704606128014e-05
Position 723: 3.0834416321985224e-05
Position 580: 2.6562008139269177e-05
Position 307: 2.58919411192621e-05
Position 1418: 2.213637824390019e-05
Position 412: 2.126690779733912e-05
Position 328: 2.1071878037255633e-05
Position 1014: 1.939111055315852e-05
Position 493: 1.5816674762671508e-05
Position 1690: 1.4845133181492318e-05
Position 496: 1.3957850783628297e-05
Position 1684: 1.174740539200761e-05
Position 1672: 9.987182551679539e-06
Position 520: 7.750063712436979e-06
Position 439: 7.526747586488026e-06
Position 1128: 7.170000248448483e-06
Position 1232: 6.3484555907189196e-06
Position 1885: 5.656922001540214e-06
Position 1728: 5.24532100925659e-06
Position 658: 5.018574351089927e-06
Position 85: 4.456911496845483e-06
Position 946: 4.134363688531421e-06
Position 810: 3.706207274764326e-06
Position 1301: 3.7018967307032066e-06
Position 1750: 3.4037942572567244e-06
Position 394: 3.0904686199969926e-06
Position 506: 3.030295565402214e-06
Position 1104: 2.9283191102568645e-06
Position 403: 2.738867435772011e-06
Position 843: 2.7153810370037574e-06
Position 643: 2.713816166000124e-06
Position 1774: 2.3991230401904987e-06
Position 1421: 2.3428352744824785e-06
Position 966: 2.241358237553348e-06
Position 247: 2.1856930741087173e-06
Position 801: 2.034695531877884e-06
Position 436: 1.7111600285014722e-06
Position 340: 1.6509600882778317e-06
Position 1056: 1.559203456443875e-06
Position 1866: 1.5241860185241953e-06
Position 589: 1.4446217987009403e-06
Position 798: 1.200404037420444e-06
Position 846: 9.820825873529378e-07
Position 1257: 8.750843205269697e-07
Position 361: 7.289212551874551e-07
Position 1236: 6.813176635709403e-07
Position 417: 6.730301700340173e-07
Position 1239: 6.52866819200373e-07
Position 508: 6.359904590818175e-07
Position 1071: 6.250045450625835e-07
Position 82: 4.826665782842101e-07
Position 739: 4.273184714455351e-07
Position 251: 2.61038128641919e-07
Position 954: 2.5021348803996917e-07
Position 1469: 2.3153444038328127e-07
Position 849: 1.9338000419465173e-07
Position 1791: 1.7499172187623483e-07
Position 229: 1.2847309851593555e-07
Position 1068: 9.403587943931742e-08
Position 133: 9.292071901487889e-08
Position 1783: 7.044723053284636e-08
Position 1198: 6.114036381770958e-08
Position 1669: 3.798524305975123e-08
Position 1158: 3.43928393647364e-08
Position 673: 2.8893992038759772e-08
Position 166: 1.7657949503530946e-11
Position 142: 2.3220145907155507e-12
Position 260: 7.823435072513219e-13
Position 89: 6.922466233630705e-13
Position 196: 2.127878137367471e-13
Position 154: 3.5601461106426043e-16
