Gene = tam
index = 1907
Annotated 5SS: [2038 2916]
Annotated 3SS: [2092 2974]
SMsplice 5SS: [2038 2916]
SMsplice 3SS: [2092 2974]
top_k =  500
Partition function (log Z): -3.6644793704790586

Sorted 5' Splice Sites (High to Low Probability):
Position 2916: 0.9783279364472051
Position 2038: 0.9570394896311528
Position 183: 0.37478891794697544
Position 2660: 0.21575465966669588
Position 711: 0.07421977063257419
Position 846: 0.06927837158491197
Position 1134: 0.04226667148341392
Position 2042: 0.03025509159563975
Position 2521: 0.025856714123418403
Position 917: 0.0191606763734709
Position 34: 0.017748837515018472
Position 3255: 0.01721089190494958
Position 252: 0.009552515645802407
Position 2615: 0.007012595194981447
Position 3033: 0.005791868093244101
Position 707: 0.004750990415270446
Position 339: 0.0045011538690304664
Position 1318: 0.004343433088353787
Position 104: 0.003993638474539439
Position 642: 0.003872200123896336
Position 2176: 0.0027285490852545368
Position 701: 0.0020890260466910606
Position 3216: 0.0020264353120685425
Position 1056: 0.0018655200678890731
Position 117: 0.0018603469266565732
Position 644: 0.0012042998650004491
Position 2324: 0.0011925092034644118
Position 1220: 0.0011719373954454267
Position 944: 0.0009332984681853965
Position 2639: 0.0008222172742434148
Position 382: 0.0008072276634445735
Position 20: 0.0007815629424283277
Position 324: 0.0006967968066855717
Position 3285: 0.0006348876929545255
Position 3724: 0.000620423672942181
Position 2731: 0.0006074687531790086
Position 1075: 0.0005315957075681224
Position 948: 0.0003737999354791577
Position 2762: 0.00035118044380809616
Position 1959: 0.00035074610425403366
Position 2789: 0.00031636613504533304
Position 3604: 0.00030486431600760676
Position 3600: 0.0002926450711369978
Position 147: 0.0002538848182345522
Position 3226: 0.00025078886021678284
Position 2920: 0.00021480942242924447
Position 3213: 0.00020006339716871686
Position 3397: 0.00013039964082855494
Position 2030: 8.86606358794132e-05
Position 2332: 7.598243888248811e-05
Position 2624: 7.53403853518345e-05
Position 1954: 7.488061926862293e-05
Position 1138: 7.266486174432704e-05
Position 353: 6.621184029208093e-05
Position 2419: 4.301681386958612e-05
Position 2335: 3.719051883352039e-05
Position 2211: 3.6775139374217794e-05
Position 1927: 3.2465389654829224e-05
Position 3628: 3.181600007113155e-05
Position 369: 1.8778257077367517e-05
Position 474: 1.313364351582276e-05
Position 3608: 9.338048753694672e-06
Position 2382: 3.178413924830953e-06
Position 532: 2.782705026575351e-06
Position 684: 2.662990637740704e-06
Position 246: 2.027836770802433e-06
Position 2237: 1.383073417435686e-06
Position 2116: 1.3395212987821877e-06
Position 890: 1.180989596923428e-06
Position 393: 9.24319686766033e-07
Position 407: 7.073408076817305e-07
Position 491: 5.850064409845646e-07
Position 22: 5.726307669723199e-07
Position 210: 4.0442241099484827e-07
Position 648: 4.0175433783465564e-07
Position 600: 3.8368020102411195e-07
Position 744: 3.3392440096795546e-07
Position 507: 2.325301392532444e-07
Position 2066: 1.679947546591721e-07
Position 2537: 1.403160456887853e-07
Position 165: 1.36044907730451e-07
Position 2889: 1.2141109180523601e-07
Position 24: 1.1648470798193708e-07
Position 45: 1.1156992309665884e-07
Position 843: 1.057352630398037e-07
Position 1361: 1.0524787509255974e-07
Position 1179: 1.0322412140160523e-07
Position 2871: 9.964431422449988e-08
Position 1559: 7.807687902669933e-08
Position 2060: 7.690715558672998e-08
Position 142: 7.427100004723199e-08
Position 850: 6.558009675489886e-08
Position 2704: 4.170672836481031e-08
Position 2597: 3.1213162249868785e-08
Position 3187: 3.006505226274735e-08
Position 2664: 1.2341470653435862e-08
Position 27: 1.035778546181925e-08
Position 2548: 9.41459146774516e-09
Position 2769: 7.429627681252084e-09
Position 2224: 4.442706296863749e-09
Position 1453: 3.5715817293658757e-09
Position 86: 1.2570437915980133e-10
Position 60: 1.2818631226433614e-11
Position 402: 1.1470234611018776e-11
Position 287: 3.873558599386799e-12
Position 1631: 3.0617854033436625e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2092: 0.9948685415940215
Position 2974: 0.9752952231676117
Position 1831: 0.5164906866015001
Position 2810: 0.1572450960526195
Position 2731: 0.0338406864410695
Position 1378: 0.027504387133054326
Position 2571: 0.02594187483486293
Position 1227: 0.025673960709653963
Position 3419: 0.019437219429216793
Position 2859: 0.014427648804645773
Position 2980: 0.010054504138507059
Position 2793: 0.009158607557460997
Position 871: 0.007014463595039228
Position 1887: 0.006392549545923346
Position 1958: 0.005961677360489307
Position 427: 0.0054193003646885625
Position 1659: 0.005300003483998802
Position 1583: 0.005094134044277255
Position 1290: 0.0050018680748189085
Position 3093: 0.003579745876664144
Position 251: 0.0033315671340479317
Position 2983: 0.002203555441313791
Position 1328: 0.0020565633262091864
Position 1839: 0.0015658527493997338
Position 3332: 0.0014734337860856602
Position 3462: 0.0014336426868085607
Position 995: 0.0014265689097973059
Position 2218: 0.0013809173590529017
Position 3289: 0.001295596665761525
Position 1174: 0.0010827848713249226
Position 2145: 0.0010543836766199039
Position 1865: 0.0008960619515795008
Position 407: 0.0008938619721452575
Position 2254: 0.0008648068485337101
Position 100: 0.0007807213868943202
Position 2700: 0.0007608998200752319
Position 3056: 0.0006951589103253321
Position 3030: 0.0006838778806632052
Position 1909: 0.0006519269962749771
Position 2574: 0.000639000105993427
Position 3772: 0.0005981876646821174
Position 467: 0.0005698873242227527
Position 1683: 0.0005609755876848731
Position 765: 0.0005510610723810362
Position 1478: 0.000528864382481198
Position 756: 0.0005121467734669865
Position 1842: 0.0005111961440962472
Position 567: 0.00043673069433700155
Position 2719: 0.0004339261135527159
