Gene = Neos
index = 1315
Annotated 5SS: [669]
Annotated 3SS: [731]
SMsplice 5SS: [669]
SMsplice 3SS: [731]
top_k =  500
Partition function (log Z): -5.3777092781088776

Sorted 5' Splice Sites (High to Low Probability):
Position 669: 0.9982460001069818
Position 904: 0.05898089430508251
Position 915: 0.028580350681359484
Position 164: 0.014580231513708025
Position 862: 0.01189799398808685
Position 352: 0.01037764538310633
Position 922: 0.008267649251604482
Position 855: 0.007355348289612664
Position 11: 0.0024384310949273945
Position 496: 0.002135828323164927
Position 216: 0.0018673247483839228
Position 95: 0.0009258467026664495
Position 1177: 0.0009206520972544797
Position 823: 0.0003484615271620015
Position 617: 0.00025535226262191817
Position 57: 0.00018809511744803117
Position 673: 0.0001727939452951064
Position 168: 0.00017194844361817477
Position 1126: 0.0001563341099077116
Position 787: 0.0001384007809219198
Position 568: 0.00010270598968077742
Position 209: 5.426318043999054e-05
Position 81: 4.454424152660837e-05
Position 331: 4.255797030833379e-05
Position 386: 3.7450476540032175e-05
Position 191: 2.959200735250602e-05
Position 868: 1.9934446547367005e-05
Position 468: 1.9423104603861936e-05
Position 186: 1.674629453610144e-05
Position 1119: 1.6038122519960992e-05
Position 420: 1.222322230710149e-05
Position 30: 9.555479941840442e-06
Position 649: 9.510068015002868e-06
Position 781: 8.7847777567906e-06
Position 1379: 8.49065166223411e-06
Position 1416: 4.95576406881129e-06
Position 415: 4.375513209998001e-06
Position 166: 3.9160661672194555e-06
Position 1270: 3.2485661712597853e-06
Position 773: 2.22517023240992e-06
Position 574: 2.1104527000476997e-06
Position 305: 1.8022647484466611e-06
Position 227: 9.660838739939377e-07
Position 394: 8.803600386428548e-07
Position 220: 2.659746476394276e-07
Position 379: 2.4800670135808715e-07
Position 594: 2.1720458887890924e-07
Position 589: 1.9326905928655467e-07
Position 222: 9.395749902591636e-08
Position 581: 8.93454593597945e-08
Position 808: 3.1476318746444625e-09
Position 249: 2.6906029068179214e-11
Position 1012: 6.856338308584028e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9659359167764874
Position 986: 0.14149895177858768
Position 230: 0.008899192578659752
Position 420: 0.0069851081636582105
Position 259: 0.006613887384599406
Position 742: 0.003666649553282221
Position 227: 0.0025359863108083253
Position 559: 0.0024377000638381528
Position 999: 0.0017469499982754797
Position 545: 0.0011738461856675448
Position 1222: 0.0007568084556826119
Position 509: 0.0007363917529464394
Position 77: 0.0007362940756221065
Position 1119: 0.0007063876653838394
Position 562: 0.0006105474980904499
Position 879: 0.00036274695656744206
Position 161: 0.000349142842871831
Position 1224: 0.0003375784598927835
Position 804: 0.0003282419508057745
Position 480: 0.00022405251554015647
Position 402: 0.0002046466188892111
Position 285: 0.0001738471103094193
Position 1315: 0.0001633124114773125
Position 399: 0.00014727902060809468
Position 209: 0.00014279640702895082
Position 567: 0.00011612863387364098
Position 81: 8.826838954577494e-05
Position 773: 8.074249029431922e-05
Position 1062: 7.428134660760342e-05
Position 954: 6.548251478624648e-05
Position 468: 6.325076340373586e-05
Position 522: 5.968210549154931e-05
Position 702: 5.585873466896132e-05
Position 1147: 5.502189266719057e-05
Position 1459: 5.4678253418038006e-05
Position 1311: 5.0092017382373306e-05
Position 1071: 3.790195159003961e-05
Position 817: 3.2408841137040186e-05
Position 1125: 2.7095810903888197e-05
Position 1041: 1.798122833137552e-05
Position 263: 1.0237460218443392e-05
Position 1242: 8.924896909122138e-06
Position 1093: 8.279108436650543e-06
Position 1047: 7.518165177916324e-06
Position 1263: 7.0699301586299166e-06
Position 1239: 6.965136782648667e-06
Position 1210: 6.812316997517196e-06
Position 598: 6.809031130539272e-06
Position 345: 6.283603657867139e-06
Position 765: 6.008565232380009e-06
Position 1286: 5.677419217405746e-06
Position 649: 4.039924359462692e-06
Position 200: 3.5081089732561912e-06
Position 94: 3.0272335397650366e-06
Position 366: 2.6346263395393945e-06
Position 1250: 2.5874099084358937e-06
Position 234: 2.376116886450149e-06
Position 574: 1.6574951864707942e-06
Position 379: 1.5834302586400647e-06
Position 579: 1.5613468815417639e-06
Position 432: 1.2972619862125413e-06
Position 108: 1.2126762268855194e-06
Position 1467: 1.001490799903182e-06
Position 1440: 8.093013155125865e-07
Position 607: 7.430431192214407e-07
Position 91: 5.439909961521903e-07
Position 303: 4.58360048779687e-07
Position 435: 2.2875547473157215e-07
Position 348: 9.51457609160939e-11
Position 305: 7.616443144568324e-11
