Gene = Srp19
index = 1519
Annotated 5SS: [178]
Annotated 3SS: [249]
SMsplice 5SS: [178]
SMsplice 3SS: [249]
top_k =  500
Partition function (log Z): -6.243752124027163

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.8450394444830895
Position 225: 0.12822604199713658
Position 211: 0.022958225788004768
Position 327: 0.01250380624670932
Position 329: 0.012102270717401047
Position 26: 0.008492769081157592
Position 465: 0.0012715895897909013
Position 237: 0.0001908691351055675
Position 303: 0.0001633347305585665
Position 484: 0.00011008103436718196
Position 470: 6.703238520573831e-05
Position 4: 4.93658371762471e-05
Position 449: 3.3503375123938295e-05
Position 367: 2.413700419903182e-05
Position 64: 2.2592282193532606e-05
Position 35: 1.1370469771378898e-05
Position 447: 8.402409008789623e-06
Position 406: 6.963878367425562e-06
Position 441: 6.48122152650464e-06
Position 240: 5.369889958866282e-06
Position 455: 3.2200734015187533e-06
Position 436: 1.679113801875946e-06
Position 371: 1.635247166455782e-06
Position 362: 1.5081211620923333e-06
Position 125: 6.070366920016035e-07
Position 444: 4.059024282873302e-07
Position 385: 7.203869085135276e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.5596246972114175
Position 385: 0.28058832802922834
Position 282: 0.18085657111962838
Position 76: 0.006863272340254516
Position 534: 0.0016796967453806787
Position 98: 0.0012049689991941162
Position 397: 0.0001495657174734124
Position 298: 5.486149101016203e-05
Position 342: 4.611270227453915e-05
Position 111: 3.541405951817767e-05
Position 423: 2.575235284045961e-05
Position 322: 2.5164712639930867e-05
Position 592: 2.4340555431625454e-05
Position 426: 2.431879040973916e-05
Position 538: 1.983522599997896e-05
Position 332: 1.451397066479584e-05
Position 460: 1.2645956835412242e-05
Position 403: 1.0828268012818987e-05
Position 125: 8.553756681857166e-06
Position 406: 6.993099396372863e-06
Position 289: 6.567213433532071e-06
Position 319: 6.273018407047152e-06
Position 589: 5.176916672137126e-06
Position 562: 3.111091015201246e-06
Position 547: 1.7403549172407352e-06
Position 122: 1.4024374859481304e-06
Position 301: 8.469331277762703e-07
Position 604: 3.697808063095973e-07
Position 511: 3.6507682288307515e-07
Position 553: 2.4931937918071997e-07
Position 53: 6.847691023453808e-08
Position 598: 5.852512341372056e-08
Position 153: 5.070613299436126e-08
Position 676: 3.88063339294767e-08
Position 181: 1.0048646624122249e-08
Position 175: 7.013370798875226e-09
Position 147: 6.323983941196478e-09
Position 211: 1.917325847867399e-09
Position 188: 2.5007773452443978e-11
