Gene = Tango6
index = 1547
Annotated 5SS: [ 132 2392]
Annotated 3SS: [ 189 2451]
SMsplice 5SS: [ 132 2392]
SMsplice 3SS: [ 189 2451]
top_k =  500
Partition function (log Z): -2.9882403213521753

Sorted 5' Splice Sites (High to Low Probability):
Position 2392: 0.9896745748402306
Position 132: 0.9209620093610038
Position 687: 0.4723428628332584
Position 1012: 0.25057459061801507
Position 1936: 0.16894921923534006
Position 1752: 0.039941753257516525
Position 447: 0.03839752179589788
Position 115: 0.0337288924839169
Position 547: 0.029210685494055953
Position 274: 0.021490157543436923
Position 1500: 0.012599896581276976
Position 1084: 0.010000705518132228
Position 120: 0.008484976212797217
Position 999: 0.007522760537812951
Position 331: 0.00531234199380573
Position 1043: 0.003285883549404286
Position 308: 0.00303367395971968
Position 2047: 0.0022797848984982792
Position 2120: 0.001851980980532496
Position 140: 0.0015470136217223076
Position 909: 0.0011982055792294794
Position 2498: 0.0010151905831114057
Position 108: 0.0007328463819242297
Position 2355: 0.0006813557059048779
Position 1659: 0.0005534355205397478
Position 88: 0.0005375672301100754
Position 971: 0.0005059147795393523
Position 1141: 0.0004087155665776879
Position 1445: 0.00039193240937925066
Position 466: 0.0003505029577411765
Position 697: 0.00029488730828572233
Position 8: 0.0002731673620313433
Position 2359: 0.0002596226668446303
Position 352: 0.0002548958637057838
Position 2603: 0.000186456421468895
Position 52: 0.00017976757100081028
Position 943: 0.00014629947107278467
Position 533: 0.00010425390268570568
Position 160: 9.76225510144902e-05
Position 2583: 9.172362012711459e-05
Position 2534: 9.112254549768244e-05
Position 1506: 7.737313764794818e-05
Position 293: 4.6504808971987035e-05
Position 464: 4.075528193971268e-05
Position 2352: 3.29943958995301e-05
Position 1909: 3.075768002329545e-05
Position 877: 2.812651703572375e-05
Position 384: 2.1030160364696688e-05
Position 2616: 1.9098804462363016e-05
Position 2889: 1.7238119492165986e-05
Position 691: 1.1649161865785569e-05
Position 2809: 9.154255965872037e-06
Position 835: 7.062029542397224e-06
Position 1969: 6.775454015500565e-06
Position 699: 5.690811557560218e-06
Position 163: 4.13622978297276e-06
Position 660: 3.92235632249177e-06
Position 55: 2.1276727065566204e-06
Position 1053: 1.251184598805855e-06
Position 882: 9.469484276789852e-07
Position 32: 7.835554419964525e-07
Position 936: 1.9404626342876015e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2451: 0.981222144924579
Position 189: 0.926441228423326
Position 1892: 0.347469778669762
Position 1242: 0.21293078934978685
Position 1997: 0.17914881911631184
Position 922: 0.1216757761155909
Position 1152: 0.03600771895837434
Position 1929: 0.03078662439087962
Position 1499: 0.021610010939059364
Position 1818: 0.018473633810562922
Position 1840: 0.01513929018089505
Position 846: 0.0136682286309623
Position 2474: 0.011787361051547693
Position 210: 0.01162800798411061
Position 1217: 0.010011766746524044
Position 1028: 0.009292437098075233
Position 642: 0.008862648205348591
Position 1755: 0.008852557772573563
Position 795: 0.007998958877105795
Position 1187: 0.006556445798010179
Position 2132: 0.00573234078463868
Position 512: 0.00521734579552063
Position 1653: 0.004968652333411592
Position 2077: 0.003222281139876812
Position 1530: 0.0025804817391319327
Position 1255: 0.00253356274245445
Position 867: 0.00252037936730781
Position 1334: 0.0024141102473603866
Position 765: 0.002201517908690047
Position 2175: 0.001837571749624544
Position 421: 0.0018104867181777643
Position 163: 0.0018022766324794904
Position 1680: 0.0014349246888549418
Position 1149: 0.0012512356076966758
Position 2558: 0.0009438353763865276
Position 1069: 0.0009250325300931802
Position 1626: 0.000886049696412793
Position 1683: 0.0008001966526030215
Position 1677: 0.0007989040645288232
Position 2623: 0.0007524770758580719
Position 602: 0.0006706720817677783
Position 373: 0.0005063525401104149
Position 595: 0.0004912529723792476
Position 1066: 0.00042828469545342566
Position 1721: 0.00041195388153449444
Position 998: 0.00034811368153053014
Position 1369: 0.00032259728685134963
Position 473: 0.0002766800091132606
Position 1100: 0.0002758988644217464
Position 1657: 0.000271858565199696
Position 762: 0.00025325837211513983
Position 1573: 0.00022701588333752472
Position 877: 0.00022504056205779294
Position 1084: 0.000212826548159638
Position 2664: 0.00020484003070579248
Position 975: 9.391772230017882e-05
Position 55: 7.936469407499987e-05
Position 222: 7.790425055968848e-05
Position 331: 7.593997111389978e-05
Position 2667: 6.689273167851031e-05
Position 557: 3.0365224887643177e-05
Position 971: 1.8820172853248214e-05
Position 2754: 1.756603822048786e-05
Position 704: 1.4305644620562298e-05
Position 943: 1.197774977159462e-05
Position 2831: 1.1937802840036148e-05
Position 269: 1.0883179012598741e-05
Position 2966: 1.0133750785922467e-05
Position 2956: 9.428288158118891e-06
Position 2538: 9.329174172358632e-06
Position 450: 9.250517789317012e-06
Position 2720: 9.043084209079833e-06
Position 851: 6.8636016802853976e-06
Position 104: 5.949606023426893e-06
Position 2876: 5.920227136781068e-06
Position 533: 5.4615186847736474e-06
Position 2882: 3.2340288290909787e-06
Position 403: 1.924258039534623e-06
Position 315: 1.382826589108744e-06
Position 431: 6.976070398375931e-07
Position 278: 5.557567111516831e-07
Position 667: 4.1263172563346954e-07
Position 483: 1.8188126179488463e-07
Position 308: 6.94355767092382e-08
Position 120: 3.291586414049649e-08
Position 114: 2.320819847888059e-08
Position 88: 1.5158100307120215e-08
Position 570: 1.1092559950302392e-08
Position 656: 7.820974167059087e-09
Position 125: 1.9822909623116107e-09
Position 108: 1.464622436354106e-09
Position 106: 6.036196982469021e-10
Position 131: 4.3431838315237366e-10
Position 290: 3.674870626057243e-13
