Gene = Msr-110
index = 1288
Annotated 5SS: [2409 3717 8232 9617]
Annotated 3SS: [3518 7986 8351 9744]
SMsplice 5SS: [ 198  511 3717 8232 9617]
SMsplice 3SS: [ 406 3518 7986 8351 9744]
top_k =  500
Partition function (log Z): 6.059855045169357

Sorted 5' Splice Sites (High to Low Probability):
Position 8232: 0.9970024273251569
Position 511: 0.9795743187878969
Position 3717: 0.9256914217542023
Position 198: 0.8886454301876869
Position 9617: 0.7681917158526334
Position 2409: 0.09902909683281785
Position 778: 0.04572215487167214
Position 3708: 0.04207830523631659
Position 880: 0.03665520484685857
Position 1654: 0.03404704218596739
Position 3465: 0.03074471553424016
Position 96: 0.029506843403403135
Position 8072: 0.022458223896863635
Position 4090: 0.016619116112618904
Position 3353: 0.01248579859997635
Position 254: 0.011838253818428096
Position 8806: 0.010798229510788822
Position 1822: 0.008479854959361823
Position 544: 0.0077413417809628435
Position 4221: 0.007479446530099156
Position 9891: 0.007202319240334598
Position 49: 0.0071358900258595695
Position 840: 0.006456515841041257
Position 9071: 0.005235185291122577
Position 267: 0.00523107725096922
Position 100: 0.005004296672731508
Position 247: 0.004899882352542033
Position 782: 0.004282870276872334
Position 4083: 0.004157442814517331
Position 3916: 0.004057800711572979
Position 9860: 0.0035359102234322273
Position 9917: 0.003047412735499175
Position 1131: 0.0028783594281048407
Position 1066: 0.002718511732505002
Position 3206: 0.0026606509969347458
Position 9400: 0.0026374256678532897
Position 9943: 0.002567403226004767
Position 269: 0.0024488354691605606
Position 6313: 0.0024161422428929866
Position 9653: 0.002380336520945541
Position 4357: 0.0021632781471021003
Position 2654: 0.0021435762448811495
Position 868: 0.0021008831883430413
Position 8866: 0.0020430079174349794
Position 202: 0.001988677970248338
Position 6794: 0.001685063198647944
Position 586: 0.001657848952183952
Position 5242: 0.0016236060865548112
Position 4122: 0.0016071622656721103
Position 8857: 0.001606553744497342
Position 10145: 0.0015706997672449675
Position 2090: 0.0014157516954837847
Position 2893: 0.0013916153097335193
Position 1548: 0.0013307965018153837
Position 3339: 0.0013199457530751015
Position 8897: 0.0012887454030870089
