Gene = cad
index = 1641
Annotated 5SS: [1179 5890]
Annotated 3SS: [ 5835 11067]
SMsplice 5SS: [1179]
SMsplice 3SS: [11067]
top_k =  500
Partition function (log Z): -3.998243573266387

Sorted 5' Splice Sites (High to Low Probability):
Position 1179: 0.9953599047795169
Position 5890: 0.48968185311462203
Position 104: 0.13006436480254105
Position 100: 0.09969095001487986
Position 198: 0.07288960757937274
Position 6779: 0.030689913062857156
Position 1602: 0.02963047907785113
Position 151: 0.026923146564863196
Position 10571: 0.02485393930771858
Position 6538: 0.017547509990335376
Position 189: 0.011993318036256933
Position 1969: 0.01052935986245769
Position 9442: 0.009136582550900187
Position 2541: 0.008959578815577228
Position 6534: 0.008759543444147519
Position 1850: 0.007991499970972588
Position 6858: 0.00697863536624122
Position 6: 0.005803764918576347
Position 5753: 0.005679414105998846
Position 8200: 0.005316134109810515
Position 2029: 0.004443568271408817
Position 6132: 0.003538674335621763
Position 7666: 0.0033664120881693417
Position 2495: 0.003113069076721372
Position 11658: 0.0022188068854138753
Position 2017: 0.0017266683606618127
Position 6448: 0.0016821138857181948
Position 2632: 0.0016125861539748377
Position 1791: 0.0014483256356975808
Position 380: 0.0012953728141050112
Position 11214: 0.0012751577909390108
Position 1953: 0.0012359105551420716
Position 5908: 0.0012241108775943805
Position 8196: 0.0011492901217041854
Position 11649: 0.0010910317803938118
Position 2051: 0.0009436548099987662
Position 568: 0.0007992586051343827
Position 5946: 0.0007614889767990353
Position 2681: 0.000740142666110804
Position 906: 0.0005627713630368776
Position 9127: 0.0005491715347274418
Position 6906: 0.0005331983973624564
Position 7122: 0.0005318451706606979
Position 867: 0.0005144489671160538
Position 5457: 0.0004235897721501936
Position 12339: 0.00039666920168850736
Position 284: 0.0003476508419161765
Position 11681: 0.000286277713711322
Position 7516: 0.0002818984336465192
Position 67: 0.00024883456979151656
Position 148: 0.00016369979243772783
Position 1845: 0.00014946879773449978
Position 774: 0.00012447429587797456
Position 4418: 0.00011849382531025551
Position 161: 8.84536937856295e-05
Position 1091: 8.513344907906179e-05
Position 12: 3.965707722255847e-05
Position 155: 2.929614106888576e-05
Position 256: 2.2811199730348125e-05
Position 1651: 2.1201546164030152e-05
Position 1008: 1.2936318737670839e-05
Position 834: 1.1501981471698512e-05
Position 1630: 1.1216264544863594e-05
Position 36: 9.851347277943642e-06
Position 10: 9.328282987015007e-06
Position 1236: 7.925613005145383e-06
Position 1938: 7.642774138852154e-06
Position 123: 5.8445496240303705e-06
Position 1815: 3.6305202331026e-06
Position 1886: 3.6150187597491736e-06
Position 30: 3.2159114240307083e-06
Position 1461: 3.040877328255189e-06
Position 508: 2.8773324261618596e-06
Position 108: 2.637137312393948e-06
Position 1328: 2.5472928566696575e-06
Position 1785: 2.2527464609503765e-06
Position 1265: 1.5693069489118373e-06
Position 1795: 1.2309570055103053e-06
Position 1977: 1.0546470449180006e-06
Position 1301: 8.674493401963774e-07
Position 1355: 4.1905952165643397e-07
Position 1476: 3.5741623243617106e-07
Position 1295: 3.0447931607273005e-07
Position 1572: 1.1916159996926762e-07
Position 676: 4.988804294600091e-09
Position 668: 4.740412597574554e-09
Position 589: 5.357526519879142e-10
Position 812: 9.750136360276475e-11
Position 929: 8.310105815834963e-11
Position 765: 6.135054420416196e-11
Position 837: 5.949214088078886e-11
Position 423: 1.1524744565718457e-11
