Gene = GlcAT-S
index = 1189
Annotated 5SS: [1372 4949 5273 5840]
Annotated 3SS: [4675 5009 5487 5896]
SMsplice 5SS: [1141 4949 5273 5840]
SMsplice 3SS: [4675 5009 5487 5896]
top_k =  500
Partition function (log Z): 2.775897334863988

Sorted 5' Splice Sites (High to Low Probability):
Position 4949: 0.9970842002013871
Position 5840: 0.9739873901381518
Position 5273: 0.7514719518183297
Position 1141: 0.5082317303768215
Position 38: 0.2993217099472039
Position 5225: 0.19972453662467163
Position 156: 0.14703689977953402
Position 45: 0.07899280592610994
Position 1868: 0.07266083737209159
Position 4628: 0.04170891101625009
Position 183: 0.028081832072980817
Position 448: 0.014656795017043787
Position 1372: 0.013015015755734407
Position 326: 0.012587694067710774
Position 5178: 0.0121292213942494
Position 4568: 0.011560490745318014
Position 473: 0.011500439408307361
Position 4257: 0.01082928041569104
Position 1237: 0.00861464532657416
Position 6292: 0.008337673571478318
Position 1877: 0.007808454421326968
Position 5229: 0.007168045192148744
Position 2841: 0.006024619905622815
Position 5331: 0.005117924242949342
Position 6007: 0.004453105168141756
Position 5834: 0.004026542795140335
Position 3747: 0.0038472296215083723
Position 726: 0.0034611003547699096
Position 4481: 0.0028501279489100925
Position 6130: 0.002749515626351599
Position 6012: 0.0022113170819831295
Position 6335: 0.0018560521456855107
Position 5079: 0.0015551189229796624
Position 5358: 0.001316258451907481
Position 5249: 0.0011699839495852287
Position 5318: 0.001129895359232198
Position 678: 0.0008552890593628594
Position 5583: 0.0008078728627908657
Position 442: 0.0006406295471343348
Position 5593: 0.0005670852202230969
Position 5740: 0.0005440025147772097
Position 2113: 0.000477443819783361
Position 5264: 0.0004240985579350576
Position 6296: 0.0003535232593416306
Position 5571: 0.00031486027198201897
Position 5355: 0.0002814333217708225
Position 319: 0.00027623414643612585
Position 5378: 0.0002745528391440809
Position 639: 0.00027220908454588725
Position 142: 0.0002521683124261851
Position 6546: 0.0002458202665474947
Position 5210: 0.0002209358704033352
Position 539: 0.00019535648601627168
Position 2654: 0.00019045046032178267
Position 5107: 0.0001874698796751797
Position 759: 0.0001726165950789684
Position 6519: 0.00016141231859086698
Position 1033: 0.00013862361646212458
Position 469: 0.00013508090950306237
Position 5261: 0.0001347940331628979
Position 354: 0.00012892789495393941
Position 5844: 0.00010725296058841808
Position 5341: 0.00010041171005299515
Position 6566: 9.875314299972305e-05
Position 124: 9.852711629566204e-05
Position 323: 9.780888377905769e-05
Position 1740: 9.5219760686187e-05
Position 993: 9.156375262337658e-05
Position 6459: 9.001331885286823e-05
Position 1559: 8.982909903505029e-05
Position 6134: 7.072718193184179e-05
Position 5560: 6.794687185594156e-05
Position 5967: 6.718936332448871e-05
Position 5494: 6.0081574582877455e-05
Position 5701: 5.93017640051627e-05
Position 3081: 5.562585159495247e-05
Position 696: 4.915575652994375e-05
Position 582: 4.83647734328715e-05
Position 2687: 4.4732965447231835e-05
Position 2180: 4.0995610851270584e-05
Position 6261: 3.251992130224076e-05
Position 6299: 3.167536544004236e-05
Position 2063: 3.1004706712436716e-05
Position 567: 2.7882106785181055e-05
Position 6414: 2.0610568147742165e-05
Position 682: 1.9256448354732396e-05
Position 5721: 1.7824472919456557e-05
Position 371: 1.6960280002218467e-05
Position 5182: 1.6416132050397777e-05
Position 5822: 1.6071594545789e-05
Position 1006: 1.5996721656559157e-05
Position 496: 1.568144391746171e-05
Position 4789: 1.359178380247405e-05
Position 376: 1.3381637763209532e-05
Position 1917: 1.2739976878507497e-05
Position 778: 1.2038887980503727e-05
Position 4812: 1.0464712989379085e-05
Position 839: 1.0298787333831837e-05
Position 699: 9.821900503689082e-06
Position 6511: 9.814445508638962e-06
Position 1900: 9.53514185569442e-06
Position 388: 8.642904995978869e-06
Position 675: 8.579793455964669e-06
Position 6557: 4.316205258408385e-06
Position 5410: 4.10729327629915e-06
Position 3456: 3.6574382678770725e-06
Position 3797: 2.258129316959228e-06
Position 1454: 2.1626004987589535e-06
Position 1815: 1.8797114927943815e-06
Position 2428: 1.4156146518396413e-06
Position 2953: 1.1871385089120296e-06
Position 1158: 1.1811558640775675e-06
Position 3476: 1.0410884076610851e-06
Position 2320: 7.757464107795196e-07
Position 6048: 5.381402804323938e-07
Position 5959: 3.4479314274083436e-07
Position 6091: 2.8084727799840356e-07
Position 116: 1.716449926268418e-07
Position 97: 7.669573949836436e-08
Position 3227: 6.645494195061385e-08
Position 5861: 4.221277428507374e-08
Position 2457: 3.7570119887385133e-08
Position 5815: 3.683642926123226e-08
Position 317: 3.342824137242405e-08
Position 467: 1.6148367774136962e-08
Position 281: 9.393844114225974e-09
Position 507: 6.747522350009843e-09
Position 509: 6.613710724876185e-09
Position 5218: 4.094267611766876e-09
Position 5030: 1.3845471391265085e-09
Position 526: 9.339800163140063e-10
Position 86: 6.973092492401709e-10
Position 458: 2.9073845016655064e-10
Position 357: 6.50134071187663e-11
Position 359: 5.521030366016903e-11
Position 5604: 2.8980571062207908e-11
Position 374: 2.2684326982603092e-11
Position 5552: 2.2608976325262662e-11
Position 247: 1.3518518342718234e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5009: 0.9995527643956691
Position 5896: 0.9686246365333309
Position 4675: 0.8971708568384132
Position 5487: 0.8338845330582907
Position 5441: 0.09571320914902462
Position 4370: 0.08132145263809053
Position 105: 0.07626632413182086
Position 4721: 0.049601708166965616
Position 868: 0.04400542915692088
Position 244: 0.028979720506090816
Position 5493: 0.023957595391594835
Position 5560: 0.015701374924812737
Position 3356: 0.011052867005290842
Position 1802: 0.01104000163711186
Position 6075: 0.009392130549967391
Position 1772: 0.007397759390844455
Position 874: 0.007350535283139819
Position 4604: 0.00693622970198302
Position 5228: 0.006105873216622431
Position 1348: 0.005995993494965703
Position 6354: 0.0059471329863676065
Position 4479: 0.005554786009010002
Position 1395: 0.004599422917240591
Position 281: 0.004464699219310479
Position 4352: 0.004459903455423207
Position 5642: 0.00432532486777078
Position 6400: 0.0041132435073748036
Position 5990: 0.0038984638739688457
Position 6200: 0.0034527527119568076
Position 4078: 0.003236329846659616
Position 3691: 0.0029961847362159465
Position 592: 0.002895152058563288
Position 1307: 0.002821456627430957
Position 2728: 0.0025742211223151452
Position 722: 0.0025174212060513797
Position 4117: 0.0023331498984429534
Position 2179: 0.0019954887509401587
Position 1366: 0.0017851106760495472
Position 1627: 0.0015427286173310196
Position 5715: 0.0015304311470827191
Position 3653: 0.0014273608236965124
Position 374: 0.0014035666005925785
Position 5341: 0.0012134160183609342
Position 6206: 0.0011139889608549425
Position 4256: 0.0011065027908017432
Position 1081: 0.001099986453880871
Position 507: 0.0010221337214181665
Position 6364: 0.0009857372353375767
Position 2263: 0.00081177848981392
Position 4322: 0.0007533520045894388
Position 354: 0.0007420765782322911
Position 5954: 0.0007165468772578103
Position 251: 0.000637425534728257
Position 1624: 0.0006239695821572391
Position 1211: 0.0005911820234817987
Position 6617: 0.0004789790286756406
Position 5386: 0.0004564962329913506
Position 997: 0.0003913963948139689
Position 5998: 0.00038443110945166374
Position 1751: 0.0003100998424421666
Position 5034: 0.0003076436981512912
Position 2513: 0.0002890521927614399
Position 1978: 0.00027691084095909344
Position 2275: 0.00023043494784507886
Position 5500: 0.00021040032580209127
Position 2775: 0.00021007925281433946
Position 2205: 0.0002024716839811833
Position 6574: 0.00018907079865654696
Position 6082: 0.00018828293420876177
Position 380: 0.00018786940854569452
Position 6153: 0.00018733322869281648
Position 357: 0.00018732385435028906
Position 6473: 0.00017445563697221852
Position 5410: 0.0001704891627005206
Position 1714: 0.0001656998202895942
Position 5749: 0.00016566760908892105
Position 371: 0.0001622074872893775
Position 5610: 0.00016099462097310993
Position 438: 0.00015194376466813456
Position 1684: 0.00014551160179486863
Position 890: 0.00013338887880561692
Position 6627: 0.0001034241708848882
Position 1420: 9.583577636102331e-05
Position 526: 8.73664628112634e-05
Position 1032: 8.647974961101528e-05
Position 1657: 8.11710354973869e-05
Position 142: 7.85285274740423e-05
Position 5583: 6.930101744954282e-05
Position 5915: 6.245756960291178e-05
Position 6503: 4.7323737554173505e-05
Position 6393: 4.187813291157894e-05
Position 6292: 2.8855652418546637e-05
Position 6242: 2.5793304495196695e-05
Position 6454: 2.410399336153827e-05
Position 6225: 1.6292876968817107e-05
Position 5046: 1.2350989887318348e-05
Position 5626: 9.588161542198252e-06
Position 567: 7.324889099254876e-06
Position 5153: 4.73408429847033e-06
Position 6604: 4.495031257098766e-06
Position 1651: 3.838164820343888e-06
Position 768: 3.351981242839039e-06
Position 314: 2.1636193364421853e-06
Position 5065: 2.1128773756683106e-06
Position 708: 1.9491370909372523e-06
Position 5822: 1.9324502507257504e-06
Position 116: 1.5575033637192038e-06
Position 1311: 1.3697879192050865e-06
Position 5069: 1.1618479183982192e-06
Position 818: 9.684199203358146e-07
Position 1236: 7.101171843777575e-07
Position 1573: 4.0719316498220815e-07
Position 124: 4.033642418242036e-07
Position 148: 2.768563812371629e-07
Position 1546: 2.0041154422522772e-07
Position 1517: 1.7125908882210227e-07
Position 183: 1.1025561285360981e-07
Position 599: 8.13853563884207e-08
Position 5253: 3.944235960613619e-08
Position 195: 2.8215192371399324e-08
Position 688: 1.4208125075577435e-08
Position 156: 6.433743342423818e-10
Position 166: 7.75787147863676e-14
Position 1270: 5.541143875320944e-15
