Gene = psd
index = 1850
Annotated 5SS: [207]
Annotated 3SS: [528]
SMsplice 5SS: [207]
SMsplice 3SS: [528]
top_k =  500
Partition function (log Z): -9.120280943492933

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.2756180728282781
Position 207: 0.2652597648898414
Position 272: 0.16950846527294458
Position 244: 0.16752472329105025
Position 81: 0.1493302922785517
Position 1170: 0.13199437035083725
Position 871: 0.10738165698649697
Position 419: 0.058640180164638234
Position 612: 0.04458912075244248
Position 773: 0.011708243888258297
Position 868: 0.011415412860685892
Position 170: 0.009062978726122895
Position 277: 0.008419662030781287
Position 642: 0.0053171681529561934
Position 821: 0.005127361258374677
Position 140: 0.002732807953029517
Position 1174: 0.0019328906574649389
Position 49: 0.0016940945389658493
Position 1453: 0.0015680780778500178
Position 165: 0.0015440909799549155
Position 813: 0.001269712224628367
Position 628: 0.0011150943526326894
Position 391: 0.0004086503373552473
Position 404: 0.00040185188065280355
Position 393: 0.0003070723918807427
Position 818: 0.0002475650765749035
Position 62: 0.0001985558754774236
Position 1481: 0.00011090274287079479
Position 606: 4.852199231700088e-05
Position 615: 1.2719267344950636e-05
Position 582: 1.0715099234056034e-05
Position 566: 9.582544626490632e-06
Position 150: 6.216692561983938e-06
Position 51: 6.096750871132072e-06
Position 335: 4.371176219135001e-06
Position 145: 3.570435425476722e-06
Position 143: 1.9527585060548977e-06
Position 411: 1.6281745865031368e-06
Position 385: 2.948283911525832e-07
Position 14: 1.1823946418594137e-07
Position 529: 2.9589919980272798e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 528: 0.7029784987236524
Position 340: 0.28246040513485343
Position 944: 0.1563294935203196
Position 1601: 0.05302552436304579
Position 1223: 0.05005009766725348
Position 1061: 0.039831317117135875
Position 684: 0.030709859961841893
Position 297: 0.027071381013390874
Position 359: 0.023501482333247704
Position 690: 0.01317892421451961
Position 1395: 0.009091286782590965
Position 1241: 0.008946055864673497
Position 1733: 0.0067306098061394246
Position 143: 0.005528487330793552
Position 458: 0.004631224971626714
Position 1301: 0.004292552181678007
Position 1412: 0.002875756789814389
Position 1651: 0.0028543205415257037
Position 1564: 0.002576014751328117
Position 1271: 0.0012767065350647185
Position 1232: 0.0012315730543280428
Position 351: 0.0011770850233465528
Position 1501: 0.0010910291410573222
Position 868: 0.0005704017481207209
Position 1433: 0.0005346074655799353
Position 582: 0.0003290727644253124
Position 1021: 0.0003064234112093753
Position 130: 0.0003013830601636584
Position 140: 0.0001691720669349617
Position 1286: 0.0001516280937309841
Position 579: 0.0001501284145029392
Position 1549: 0.0001247851013027742
Position 248: 0.00011747313495959782
Position 1855: 7.326781112445351e-05
Position 109: 5.9235618326146426e-05
Position 994: 5.4867718098230464e-05
Position 1065: 4.1961582675494876e-05
Position 1813: 3.384971025677457e-05
Position 277: 3.282752583778999e-05
Position 364: 1.0606512952341596e-05
Position 272: 1.0225891088055235e-05
Position 118: 4.616165394275494e-06
Position 391: 3.50601932651719e-06
Position 372: 3.3414949633443377e-06
Position 165: 2.9414374268017276e-06
Position 385: 2.8332642516921746e-06
Position 1126: 2.4739435518402108e-06
Position 114: 1.312081858773495e-06
Position 844: 9.565425197270144e-07
Position 377: 8.368817625729377e-07
Position 150: 2.3553050307952122e-07
Position 77: 3.701023687771196e-10
Position 85: 1.7442917888398705e-10
Position 265: 1.0459729421698598e-11
