Gene = Lrr47
index = 1252
Annotated 5SS: [664]
Annotated 3SS: [724]
SMsplice 5SS: [664]
SMsplice 3SS: [724]
top_k =  500
Partition function (log Z): -8.211619366475393

Sorted 5' Splice Sites (High to Low Probability):
Position 647: 0.500285013343288
Position 664: 0.4580620370543192
Position 277: 0.09138258983107007
Position 309: 0.05242146500733457
Position 499: 0.020977362477426993
Position 508: 0.00695157561534009
Position 1657: 0.0046611324802729205
Position 1387: 0.004265666443966371
Position 1174: 0.0021910864803927695
Position 1105: 0.0018178373650170469
Position 338: 0.0017881161092602764
Position 640: 0.0017814258118135327
Position 235: 0.001510468316630054
Position 828: 0.0012581083129290609
Position 890: 0.001150620795207165
Position 8: 0.0006798281631753277
Position 1713: 0.0003064947085459492
Position 1743: 0.0002960785713899962
Position 1166: 0.00024262719163873326
Position 978: 0.00022423793684621363
Position 35: 0.00019489894907737075
Position 1661: 0.00019378596163240188
Position 908: 0.00016387644191667453
Position 372: 0.00015103071006493737
Position 54: 0.00012509100706040594
Position 786: 0.00012247996827260022
Position 313: 0.00012157087530721307
Position 1344: 0.00011387554114835292
Position 1411: 0.00011116922063314796
Position 528: 0.0001085866796012508
Position 298: 8.890234339816286e-05
Position 589: 8.728695145829329e-05
Position 1547: 6.649692474562772e-05
Position 1451: 4.965309737909306e-05
Position 939: 4.740143266481445e-05
Position 1055: 4.4952389819110645e-05
Position 40: 4.305035338929059e-05
Position 118: 3.810360887002828e-05
Position 802: 3.763864776341614e-05
Position 1057: 3.643227562676377e-05
Position 1859: 3.4073484867947466e-05
Position 989: 3.238413628995683e-05
Position 1553: 3.060578072091961e-05
Position 115: 2.8744992458270644e-05
Position 1453: 2.4541623661048116e-05
Position 1377: 2.2787819748215042e-05
Position 295: 2.2225398429239296e-05
Position 853: 2.0699820017356114e-05
Position 1144: 1.6156370115821938e-05
Position 152: 1.5566916937665963e-05
Position 1298: 1.5500190854192694e-05
Position 245: 1.5392253024053682e-05
Position 680: 1.382775692033298e-05
Position 72: 7.930528153042297e-06
Position 157: 6.995706368608005e-06
Position 1801: 4.937789341782366e-06
Position 109: 3.307452479865633e-06
Position 102: 2.540521805175626e-06
Position 65: 1.2218713476579297e-06
Position 1048: 2.5629853703679794e-07
Position 832: 7.84397426584857e-08
Position 991: 6.390694571321924e-08
Position 1606: 1.308045979047399e-08
Position 901: 1.2452758092709605e-08
Position 701: 3.967737867771117e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 724: 0.9265608702451115
Position 348: 0.07472693736977935
Position 387: 0.058696976755586425
Position 692: 0.04063673653761475
Position 1220: 0.018753849104459597
Position 1712: 0.009460800158210962
Position 581: 0.006740064922883495
Position 372: 0.005717207285870409
Position 996: 0.003031652677521741
Position 1447: 0.0015228458400264005
Position 736: 0.0010888824109031084
Position 405: 0.0010297372455340763
Position 1885: 0.0008924168755497229
Position 793: 0.0008383904781263037
Position 483: 0.0007944927737689562
Position 1780: 0.0005959966598207945
Position 486: 0.00041823116545821665
Position 1464: 0.00037805432024956646
Position 1801: 0.00036152836232281694
Position 706: 0.00029680909176927234
Position 1657: 0.00019925977601834542
Position 96: 0.00017331244440396551
Position 1471: 0.0001536908526483251
Position 585: 0.00014898387702451415
Position 135: 0.00013888272481431743
Position 114: 0.00013337485716517672
Position 1911: 0.00011376899835855254
Position 309: 8.257370081927319e-05
Position 1386: 7.720235093810624e-05
Position 1242: 7.516777508459657e-05
Position 1721: 6.895823680165814e-05
Position 414: 6.555508524051658e-05
Position 394: 6.202805190816476e-05
Position 355: 5.549606935700196e-05
Position 1661: 4.4808591267213516e-05
Position 1753: 4.121833226985019e-05
Position 1688: 3.967209890276481e-05
Position 1088: 3.390911008749178e-05
Position 1888: 3.311687627580163e-05
Position 1075: 3.008909721505804e-05
Position 109: 2.4915265257075495e-05
Position 1685: 2.303985511219949e-05
Position 540: 1.929947514987397e-05
Position 1664: 1.8225759901809567e-05
Position 1163: 1.801162519862013e-05
Position 1341: 1.7631239710029876e-05
Position 327: 1.1640443987386099e-05
Position 1117: 1.1380320252077823e-05
Position 432: 1.1146082632739306e-05
Position 492: 1.0206719606913925e-05
Position 633: 9.232892089859061e-06
Position 245: 9.113312238019368e-06
Position 515: 7.742503443409417e-06
Position 50: 3.1008877504085643e-06
Position 186: 2.906481175555111e-06
Position 222: 2.4276862364203987e-06
Position 449: 1.6809065099182418e-06
Position 498: 1.28477091692547e-06
Position 589: 1.0998350339350013e-06
Position 276: 5.859734065504963e-07
Position 219: 4.842377769892704e-07
Position 519: 4.561814880379775e-07
Position 191: 3.8830632037400613e-07
Position 258: 1.9615946219603568e-07
Position 282: 1.6416085561346196e-07
Position 225: 6.370389372813326e-09
Position 197: 3.745381291327774e-09
