Gene = cpb
index = 1657
Annotated 5SS: [213]
Annotated 3SS: [497]
SMsplice 5SS: [213]
SMsplice 3SS: [497]
top_k =  500
Partition function (log Z): -9.445168296522903

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9802134185562712
Position 960: 0.010433189803902856
Position 379: 0.008034882045489349
Position 446: 0.002329282859860012
Position 171: 0.0017325793492370203
Position 217: 0.001271888525728199
Position 451: 0.0012204541012247432
Position 443: 0.0010055026677286067
Position 840: 0.000897178063989185
Position 262: 0.0008878432442634774
Position 824: 0.0005985746525166952
Position 202: 0.0005717061659063942
Position 389: 0.0003532141159301473
Position 875: 0.00030733294322636556
Position 677: 0.00023986232127899153
Position 812: 0.00015809220987380028
Position 231: 0.0001077941110303063
Position 271: 0.00010489415107484785
Position 517: 6.731504725096654e-05
Position 1437: 6.426160838920964e-05
Position 1607: 5.881130721664861e-05
Position 1042: 5.722061526896629e-05
Position 73: 4.79460843902183e-05
Position 398: 4.5265794711650594e-05
Position 1773: 4.3172004304756644e-05
Position 1379: 4.286916532874085e-05
Position 1143: 4.095002431631603e-05
Position 1326: 3.733681815206277e-05
Position 169: 3.043982582534601e-05
Position 1790: 3.002583498134405e-05
Position 1763: 2.5634515689405656e-05
Position 1305: 2.4981233910888194e-05
Position 404: 2.424177584383562e-05
Position 1779: 1.3537045938952853e-05
Position 122: 6.310737660664332e-06
Position 16: 9.573062025178624e-07
Position 14: 6.704951619173918e-07
Position 719: 6.599457574666493e-08
Position 82: 6.465706387916462e-08
Position 497: 3.940054303091964e-08
Position 849: 1.2167156228358773e-08
Position 264: 5.8636341220983075e-09
Position 474: 4.629391983511908e-09
Position 476: 1.4854827064108522e-09
Position 353: 9.15138574742494e-10
Position 951: 2.1107091085225362e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 497: 0.8715720074063743
Position 582: 0.061202689601972955
Position 1603: 0.016162059762779086
Position 1535: 0.010953313554339667
Position 509: 0.007670174141808717
Position 1085: 0.0065731919536189155
Position 1028: 0.005039116457812515
Position 338: 0.004308305985624803
Position 902: 0.0035148114499882585
Position 1903: 0.003037810351309765
Position 1369: 0.002854517915693382
Position 709: 0.001880421620825495
Position 1082: 0.0018735830233901436
Position 1088: 0.001810702283539173
Position 812: 0.0017903238612811255
Position 629: 0.0017825731619309092
Position 293: 0.001479006149105181
Position 817: 0.0013048897203680862
Position 1040: 0.0013038593764913447
Position 1646: 0.001019273551388997
Position 451: 0.0007294363034091886
Position 1250: 0.0004363284432987992
Position 1205: 0.00040476772489993267
Position 1228: 0.00022571089035949314
Position 554: 0.000223168422352991
Position 327: 0.00020404859685271352
Position 1814: 0.0002028902033286925
Position 2014: 0.0002027855592766945
Position 1374: 0.00019064087696202733
Position 965: 0.00014945706911728013
Position 1723: 0.00013810933862135855
Position 250: 0.00012273304256128098
Position 2036: 9.509337237662063e-05
Position 746: 8.992490724019574e-05
Position 404: 8.701958664129674e-05
Position 1225: 8.581882541897538e-05
Position 1139: 8.134485976804692e-05
Position 231: 3.8915517858968126e-05
Position 1907: 3.650786436523782e-05
Position 1259: 3.4776401694286795e-05
Position 1199: 3.399355141140772e-05
Position 638: 2.798766834813467e-05
Position 551: 2.4186485939801204e-05
Position 1708: 1.709292517257018e-05
Position 116: 1.5750339671548653e-05
Position 1607: 1.5580599640121292e-05
Position 247: 1.2335309081772606e-05
Position 982: 1.1564595762851881e-05
Position 1959: 9.923893085239844e-06
Position 538: 8.107613496520918e-06
Position 968: 7.455763712629241e-06
Position 1163: 7.4370739334884455e-06
Position 1091: 7.207145971376644e-06
Position 656: 7.175766794962519e-06
Position 971: 4.833076790387003e-06
Position 653: 4.462598009985703e-06
Position 143: 4.837264813545031e-07
Position 120: 4.6645620005936345e-07
Position 189: 4.5814191476158554e-07
Position 64: 3.711610470913917e-07
Position 128: 3.6693557317819695e-07
Position 169: 1.1465505566857943e-07
Position 152: 7.75727130475448e-08
Position 103: 6.178412102000804e-08
Position 198: 5.2645388261758496e-08
Position 238: 4.30612693931967e-08
Position 82: 2.502409771693001e-08
Position 916: 1.95166134288213e-08
Position 821: 1.3118736317801756e-08
Position 605: 1.2849580631154523e-08
Position 71: 1.196217037255468e-08
Position 195: 1.1621928766980777e-08
Position 791: 9.989983458576322e-09
Position 122: 9.924638088296822e-09
Position 647: 8.961829911922975e-09
Position 73: 7.094273581441293e-09
Position 340: 1.9311384348923612e-09
Position 411: 2.8188785235500836e-10
Position 217: 2.6706412144785885e-10
Position 202: 1.7594858742954382e-11
