Gene = Cln3
index = 1081
Annotated 5SS: [  60 3334 3537 3784 4183]
Annotated 3SS: [3119 3405 3624 3842 4239]
SMsplice 5SS: [ 203 3334 3537 3784 4183]
SMsplice 3SS: [3119 3405 3635 3842 4239]
top_k =  500
Partition function (log Z): 12.333750195734176

Sorted 5' Splice Sites (High to Low Probability):
Position 3334: 0.9982796490316852
Position 3537: 0.9949422891911633
Position 3784: 0.9939358287919066
Position 4183: 0.9871625881037726
Position 203: 0.5154095787889169
Position 60: 0.17281009864342425
Position 801: 0.15509237050280256
Position 96: 0.03264258684390225
Position 3033: 0.03236869279028552
Position 2194: 0.03144503020026742
Position 269: 0.028493139212633686
Position 64: 0.027571197708593304
Position 501: 0.025208116512601568
Position 2776: 0.02422704575362821
Position 542: 0.01786795655183157
Position 1324: 0.016695253108323035
Position 293: 0.015619520926232255
Position 508: 0.014766692310323851
Position 2754: 0.010184704330424761
Position 2745: 0.008546537048781475
Position 1383: 0.00831862226078714
Position 3026: 0.0064806267759615396
Position 1782: 0.0057826111492346585
Position 209: 0.005491984653706214
Position 655: 0.00531146610982919
Position 3796: 0.005260204238839362
Position 80: 0.004689757620182869
Position 139: 0.004282437477106707
Position 1329: 0.0038479108824778117
Position 4039: 0.0033590521522352383
Position 229: 0.003016150249306302
Position 3532: 0.002677120769717712
Position 1765: 0.002602047121700637
Position 260: 0.0019473202712715204
Position 1414: 0.0014851084467965275
Position 2177: 0.001374668536910324
Position 4389: 0.0013349156095324567
Position 1403: 0.0013068137063868917
Position 2759: 0.0012990783202814443
Position 385: 0.0011256535105517657
Position 1391: 0.0010036260142621699
Position 871: 0.0008710083187495252
Position 73: 0.0008553631180815822
Position 2666: 0.0007217588441074382
Position 1435: 0.0006943822449636148
Position 4303: 0.0006784297790294041
Position 1798: 0.0006672701748769756
Position 241: 0.0006037049566987839
Position 3263: 0.0005821974470974214
Position 132: 0.0005633280680828204
Position 4287: 0.000542823482008137
Position 340: 0.00046088730532029015
Position 58: 0.00044868779324864735
Position 3541: 0.00042768763408694094
Position 1268: 0.00042422219872713726
Position 4086: 0.0003792351598416131
Position 4321: 0.00031886352696556587
Position 4015: 0.00022537933077924587
Position 3289: 0.00022041126179587252
Position 4720: 0.0002040309053624585
Position 4081: 0.00019734598399341233
Position 3993: 0.00013921982473865603
Position 4147: 0.00013524430028107523
Position 3286: 0.00013478084292052785
Position 4399: 0.00012670424840780946
Position 1045: 0.00012576088323406397
Position 267: 0.00012306980139285983
Position 3461: 0.00012287689977830013
Position 4671: 0.00012284390605252392
Position 3324: 0.00010804643745563472
Position 1848: 9.882004225343256e-05
Position 4431: 8.324902926559013e-05
Position 4402: 7.982472445305085e-05
Position 598: 5.3686961324825896e-05
Position 3788: 4.7542626438690214e-05
Position 4796: 3.9805272928509094e-05
Position 574: 3.762633746714524e-05
Position 3481: 3.286967908152324e-05
Position 4470: 3.0549953018639186e-05
Position 4342: 2.251757408463297e-05
Position 154: 1.9111538986197176e-05
Position 169: 1.4970393378141983e-05
Position 4054: 1.0931123983200913e-05
Position 101: 1.0530390807441656e-05
Position 149: 1.049882009128418e-05
Position 4742: 8.538829748749613e-06
Position 1332: 8.191671980331277e-06
Position 4030: 8.188199010117225e-06
Position 4493: 7.875054943191034e-06
Position 3227: 7.823236077443131e-06
Position 255: 7.3039790311231126e-06
Position 4570: 6.855553140515764e-06
Position 4428: 6.6586107054767545e-06
Position 1016: 6.234085868481098e-06
Position 4420: 6.077311220971048e-06
Position 1009: 5.4863165578404245e-06
Position 3299: 5.312581125931984e-06
Position 4393: 4.331772299864652e-06
