Gene = DIP2
index = 1125
Annotated 5SS: [ 402  825 1306 1741 2141 2792 3258 4641 5120 5261 5416 5843 6565 7078
 7284]
Annotated 3SS: [ 752  897 1360 2049 2238 2916 3317 4958 5178 5310 5472 5903 6628 7134
 7340]
SMsplice 5SS: [ 402  825 1306 1741 2141 2792 3258 3468 4641 5120 5261 5416 5843 6565
 7078 7284]
SMsplice 3SS: [ 752  897 1360 2049 2238 2842 3317 3910 4958 5178 5310 5490 5903 6628
 7134 7340]
top_k =  500
Partition function (log Z): 13.667645836365208

Sorted 5' Splice Sites (High to Low Probability):
Position 3258: 0.9933456880625436
Position 7284: 0.9927100597240923
Position 5416: 0.9884348400004022
Position 402: 0.9286548795122399
Position 2792: 0.923777629938415
Position 4641: 0.9172488133420015
Position 2141: 0.8698523886164937
Position 5261: 0.8653999016448837
Position 7078: 0.8507137169462771
Position 6565: 0.7772501363823343
Position 825: 0.7297425916995777
Position 1741: 0.7128096148461579
Position 1306: 0.5965566614381831
Position 5120: 0.5060164842979734
Position 5843: 0.45783185373514146
Position 3468: 0.42703409322480257
Position 1984: 0.28024562865485064
Position 3401: 0.17979118669121574
Position 6142: 0.14227466266836636
Position 2170: 0.08194680038949054
Position 6140: 0.0747297706572088
Position 3636: 0.05720744082146922
Position 7441: 0.04269112438219911
Position 7612: 0.0368994244510783
Position 6479: 0.029268978885629113
Position 6393: 0.022320523454156856
Position 3866: 0.016339470704978022
Position 5195: 0.01629821261563256
Position 3831: 0.014033889613842339
Position 6340: 0.01347096512001647
Position 2796: 0.00947461859558716
Position 1978: 0.009200643154187824
Position 1275: 0.008979935573706002
Position 623: 0.008955093096886042
Position 1745: 0.008940099699747657
Position 7046: 0.008736005089750682
Position 6970: 0.008438760969032478
Position 2145: 0.006735003796439687
Position 2932: 0.00663354546324807
Position 3863: 0.006472235204079854
Position 1683: 0.0055771897149898665
Position 3407: 0.0053597785069714726
Position 3423: 0.004505479591774588
Position 1187: 0.004368940654886061
Position 7561: 0.004240392390490301
Position 1542: 0.004039056029500922
Position 6067: 0.0035245657917242763
Position 237: 0.003416756874022657
Position 2800: 0.003225110680044003
Position 3011: 0.0029941411350613905
Position 5124: 0.002707304992296967
Position 2940: 0.0027049883469667936
Position 2637: 0.00236985574497761
Position 5824: 0.0022582685324360526
Position 3446: 0.0019832413798426722
