Gene = Taf12L
index = 1543
Annotated 5SS: [209]
Annotated 3SS: [268]
SMsplice 5SS: [209]
SMsplice 3SS: [268]
top_k =  500
Partition function (log Z): -5.601636401911047

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.993637379890792
Position 339: 0.005726065895015677
Position 213: 0.0029086123360870077
Position 170: 0.0028333614363861863
Position 550: 0.0010405122220081503
Position 518: 0.0008301640952215574
Position 184: 0.0003078633026503147
Position 398: 7.23397037932891e-05
Position 428: 2.927178163752382e-05
Position 564: 2.3771391919331596e-05
Position 448: 2.3080129212370468e-05
Position 574: 2.258013039015328e-05
Position 24: 1.7938618182606667e-05
Position 466: 1.720352442379008e-05
Position 412: 1.3102344456591374e-05
Position 496: 1.1855758891657576e-05
Position 250: 9.425229979742205e-06
Position 478: 7.416319298427356e-06
Position 534: 4.319840121169965e-06
Position 434: 2.5099888570704768e-06
Position 403: 2.2940236229737227e-06
Position 123: 1.5720845475860544e-06
Position 374: 1.4020634789955402e-06
Position 149: 1.2453574726739183e-06
Position 40: 8.345034624016714e-07
Position 188: 4.3318572729520304e-07
Position 76: 2.2969712835623772e-07
Position 299: 8.83203374285036e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 268: 0.9756224060024127
Position 304: 0.021883125630697844
Position 398: 0.0058450478033069825
Position 629: 0.001995318735975259
Position 280: 0.0007430269314681621
Position 578: 0.0005887700311590334
Position 232: 0.0005373706056850769
Position 403: 0.00014835701513740134
Position 582: 5.147212395076176e-05
Position 338: 4.393897471198316e-05
Position 460: 2.2243954264056385e-05
Position 506: 1.8287425344606185e-05
Position 357: 1.036341693967778e-05
Position 521: 9.753138362502961e-06
Position 66: 8.262174989775957e-06
Position 105: 5.3099425303679355e-06
Position 362: 4.319511977466294e-06
Position 412: 2.973342604061959e-06
Position 88: 2.6490078250956333e-06
Position 432: 1.1758693395156356e-06
Position 421: 9.278888182105479e-07
Position 448: 8.045488068644864e-07
Position 590: 7.892162955725388e-07
Position 123: 1.4461360952035842e-07
Position 132: 2.2765772955399755e-08
Position 137: 9.196236481065481e-09
Position 184: 1.2891885479297954e-09
Position 157: 9.165463380129287e-10
Position 114: 5.404845701645964e-10
Position 144: 4.907973650036439e-10
Position 160: 5.911415204425045e-11
Position 201: 7.821240273153291e-12
Position 154: 1.692652928231989e-12
Position 178: 1.0217253525285345e-12
Position 90: 1.0385250928635806e-13
Position 164: 7.737733498113454e-14
Position 168: 3.2953786965826376e-14
Position 180: 5.951096367522112e-18
