Gene = dsf
index = 1678
Annotated 5SS: [  265  2216  2435 11540]
Annotated 3SS: [ 2131  2272 10202 11635]
SMsplice 5SS: [  265  2216  2435 11540]
SMsplice 3SS: [ 2131  2272 10202 11635]
top_k =  500
Partition function (log Z): 1.3785495455541477

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9993480104637937
Position 2216: 0.9926163251064977
Position 11540: 0.9764148588349958
Position 265: 0.8860632309285942
Position 11822: 0.07236358092640105
Position 8842: 0.06540783003189936
Position 117: 0.040410121489931346
Position 6814: 0.03597524930359407
Position 6818: 0.035630440706794435
Position 7425: 0.030487015066988258
Position 1360: 0.02687278134827958
Position 910: 0.025497823425169104
Position 4461: 0.02365482693736454
Position 1808: 0.021279585671965563
Position 3777: 0.02000675626274784
Position 427: 0.018710491564288428
Position 2057: 0.017292884072681942
Position 8408: 0.016265268097586893
Position 12322: 0.01300274396426632
Position 12107: 0.011316538382189902
Position 588: 0.007024857223784549
Position 784: 0.006922542492668468
Position 7136: 0.006598413499923683
Position 12115: 0.006154952883209072
Position 12667: 0.005877277590056316
Position 11558: 0.00526485837129081
Position 512: 0.00424720891160636
Position 1886: 0.00418908785686264
Position 133: 0.0037702506458637385
Position 276: 0.003742360162168758
Position 2249: 0.003696914994266045
Position 9091: 0.0034654062290128194
Position 7984: 0.0032613638187503173
Position 6810: 0.003066962004776357
Position 3365: 0.0022813106988808815
Position 12311: 0.0021900518115173977
Position 12732: 0.0021292429799865593
Position 597: 0.002125020077812248
Position 434: 0.0020877078922287825
Position 523: 0.0020342907500348196
Position 12085: 0.0019423684112711405
Position 3784: 0.001662524472719711
Position 6961: 0.0016393271239241846
Position 2760: 0.0016197963019773732
Position 981: 0.001525029105867437
Position 12767: 0.0014633005618236768
Position 446: 0.0014193176438325606
Position 836: 0.0012245517432047054
Position 1839: 0.0012132287163575091
Position 12186: 0.00121227614331394
Position 637: 0.001170411874663979
Position 536: 0.0010442268573718197
Position 36: 0.001001828575984549
Position 1291: 0.0009943645810233984
Position 1458: 0.0009063739721111017
Position 4887: 0.0009039377309626421
Position 474: 0.0008894296302890984
Position 9119: 0.0008888431520944528
Position 6383: 0.0008376938760486449
Position 1494: 0.0007478239239366696
Position 11471: 0.0006876268151901951
Position 8846: 0.0005999736104230278
Position 7590: 0.0005116597790026206
Position 501: 0.0004843173466730705
Position 185: 0.0004736754464483529
Position 3302: 0.0004544317146042291
Position 12424: 0.0004482735358433414
Position 565: 0.0004419716175227272
Position 147: 0.0004307668141014833
Position 3349: 0.0004009331616024111
Position 11276: 0.0003683008912294571
Position 3766: 0.00036461785228889616
Position 1945: 0.0003587179085761951
Position 12791: 0.0003392538599680834
Position 3604: 0.0003323085473685469
Position 12295: 0.000330307837174478
Position 1376: 0.0003293640116723907
Position 78: 0.0003166527970949999
Position 11369: 0.0002983201522451374
Position 11112: 0.0002968137272641447
Position 13235: 0.00029353567627118005
Position 12664: 0.00027000860324616853
Position 2980: 0.0002686607860899844
Position 3871: 0.0002669969032252322
Position 311: 0.00025655854692938556
Position 125: 0.00023100309746023817
Position 389: 0.00022541962942180258
Position 1309: 0.0002132038758394014
Position 3371: 0.00020830147537717093
Position 958: 0.00019295347396742194
Position 442: 0.0001922070364590876
Position 11732: 0.00019147077555250436
Position 12136: 0.00016150242010827507
Position 11933: 0.00014125977873545426
Position 6387: 0.00013924777951323215
Position 1037: 0.00013530342065306682
Position 300: 0.0001304503578330828
Position 670: 0.00012636699695890488
Position 11872: 0.00012213323885423917
Position 1096: 0.00010091669760527671
Position 6317: 9.141285958329778e-05
Position 25: 9.088226842323958e-05
Position 230: 6.727578011094727e-05
Position 488: 5.1284610444508614e-05
Position 649: 5.000953230323221e-05
Position 2164: 4.619210578887378e-05
Position 409: 4.458300782304891e-05
Position 10430: 4.391102729363088e-05
Position 796: 4.386814513998412e-05
Position 485: 4.356581588235035e-05
Position 592: 4.2284644889523303e-05
Position 602: 3.657849273051573e-05
Position 814: 3.4104151088693745e-05
Position 13248: 3.1276137816381696e-05
Position 3392: 1.2586064208259551e-05
Position 3069: 1.0921183678035127e-05
Position 1640: 8.080893869084857e-06
Position 3383: 5.685852331913576e-06
Position 2476: 5.0311443739251174e-06
Position 11879: 3.924024651861644e-06
Position 2439: 2.845959307269641e-06
Position 691: 2.4116823334117883e-06
Position 3369: 1.7598696155920812e-06
Position 3356: 1.529438402335845e-06
Position 2247: 1.3984514191421915e-06
Position 2282: 1.353683727887302e-06
Position 2581: 5.853481847069352e-07
Position 3203: 3.077270545540234e-07
Position 3212: 2.0253353637511417e-07
Position 3217: 8.840025429874489e-08
Position 853: 8.247038027933782e-08
Position 404: 7.733085657505535e-08
Position 2406: 6.206121867288254e-08
Position 2324: 6.193386432812581e-08
Position 224: 3.1489217204066355e-08
Position 329: 2.4997844970756207e-08
Position 707: 8.701515589561798e-09
Position 2415: 4.202494390453612e-09
Position 192: 2.7052850182637045e-09
Position 2481: 2.596197300148702e-09
Position 717: 3.6340866810302883e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11635: 0.9851035659446199
Position 2131: 0.9833976452343322
Position 2272: 0.9795453157495589
Position 10202: 0.9370989865580022
Position 12240: 0.05167362757837095
Position 8750: 0.04750136221354308
Position 6634: 0.04748721002496981
Position 12836: 0.038979195604349134
Position 11401: 0.03881304273386242
Position 1738: 0.03524056473769081
Position 7346: 0.027082048965679673
Position 185: 0.02445256122036182
Position 7494: 0.016835358429800138
Position 3119: 0.015002916708474062
Position 6436: 0.014899696947729227
Position 8774: 0.01115848406527486
Position 6137: 0.010709784167906035
Position 12946: 0.010248282927820975
Position 6666: 0.009553371589796557
Position 2292: 0.009339702421429499
Position 10176: 0.009162904358084593
Position 1084: 0.0083628255445588
Position 704: 0.008230892540620531
Position 4248: 0.0077047543330402216
Position 2328: 0.006933973769447644
Position 756: 0.006010536125823127
Position 934: 0.005719989631413625
Position 12994: 0.004945563901258421
Position 12755: 0.004895051547655014
Position 8912: 0.004811878538217101
Position 2976: 0.004617441303881073
Position 6808: 0.004073943641804454
Position 11884: 0.003924681501925672
Position 2927: 0.003859764361435437
Position 2512: 0.003581468765263506
Position 12165: 0.003571006690407974
Position 13028: 0.002738241496342917
Position 7221: 0.0026593268338558646
Position 11973: 0.0023822003248761547
Position 3863: 0.002132663476378161
Position 799: 0.0021181164600561136
Position 511: 0.0018809334292829605
Position 8594: 0.0017268701374367602
Position 3507: 0.0016748126734052332
Position 3851: 0.001670038574413119
Position 1324: 0.0016471809999631475
Position 3915: 0.0015273201576465278
Position 12357: 0.0015222905855483745
Position 3481: 0.0014135122144457862
Position 848: 0.0013914739813579223
Position 3870: 0.0012977554018896653
