Gene = Claspin
index = 1079
Annotated 5SS: [1628 1938 2652 4012 4322 4715]
Annotated 3SS: [1689 1988 2709 4068 4378 4776]
SMsplice 5SS: [  83 1628 1938 2652 4012 4322 4715]
SMsplice 3SS: [ 170 1689 1988 2709 4068 4378 4776]
top_k =  500
Partition function (log Z): 17.596781303329543

Sorted 5' Splice Sites (High to Low Probability):
Position 1628: 0.9923493322907295
Position 1938: 0.9919461297173413
Position 4012: 0.9911447584713652
Position 4715: 0.971437046336905
Position 2652: 0.9369730457389395
Position 4322: 0.8606573683777033
Position 83: 0.6768250692943354
Position 2194: 0.4462902469794363
Position 75: 0.22681658110597666
Position 4940: 0.16337925553668986
Position 4311: 0.12593825125033567
Position 2938: 0.07094349822260698
Position 2972: 0.05715892442503112
Position 3123: 0.050530370094865155
Position 2750: 0.043513925592757255
Position 3728: 0.03625211577838067
Position 110: 0.02660299052435168
Position 4927: 0.024596082533099094
Position 2207: 0.0152681108832696
Position 2248: 0.013500114183016776
Position 81: 0.013107007922023422
Position 3489: 0.012067799425917933
Position 411: 0.011294214348456713
Position 87: 0.010510541604819167
Position 103: 0.010456083468567391
Position 635: 0.009553361443321277
Position 4428: 0.00838798164278518
Position 744: 0.008168574861555186
Position 4016: 0.007355483150479655
Position 2234: 0.0065652541191732776
Position 1897: 0.006400112436230461
Position 2230: 0.005571029801902085
Position 4487: 0.004973051527279012
Position 473: 0.004007093963036243
Position 2805: 0.0036356492489442566
Position 3096: 0.003458089423084143
Position 2105: 0.0031561164036926184
Position 1619: 0.0030053806197055987
Position 4828: 0.0028561783596397564
Position 2579: 0.0025244940828783526
Position 4221: 0.002375404994680206
Position 4550: 0.002287971339769323
Position 1065: 0.0016834961611832619
Position 1478: 0.0014745352010702435
Position 1050: 0.0012006248051937582
Position 710: 0.0010609828650392785
Position 2533: 0.0009071325625102389
Position 581: 0.00055631785549801
Position 4872: 0.0005362899722641684
Position 1893: 0.0005271790478477901
Position 2185: 0.00048637975369894196
Position 375: 0.00046911016868893024
Position 916: 0.0004268416798761129
Position 1235: 0.0003969125457786061
Position 2552: 0.0003481029429496032
Position 2464: 0.00030746275432923915
Position 4660: 0.0002735659634353223
Position 713: 0.0001930680448324316
Position 285: 0.0001839509934507771
Position 1193: 0.000164875227558938
Position 4957: 0.00016031585550186898
Position 73: 0.00014368543352456646
Position 966: 0.0001300201280225721
Position 4851: 0.0001184549206726942
Position 2365: 0.00011229094447411571
Position 1362: 8.515714909097508e-05
Position 1622: 8.46553393362711e-05
Position 276: 8.448149595569949e-05
Position 4194: 7.082677380047522e-05
Position 766: 7.023576782402946e-05
Position 4419: 6.891702161219165e-05
Position 3975: 6.794870341105126e-05
Position 4178: 6.703172630145796e-05
Position 3937: 5.0923814656021285e-05
Position 4334: 4.680990998831476e-05
Position 2656: 4.355780462707627e-05
Position 295: 4.0598783726221236e-05
Position 2383: 3.9579674017761846e-05
Position 1942: 3.538344379520593e-05
Position 4406: 3.408699591238143e-05
Position 2107: 2.4909503438332768e-05
Position 4264: 1.6948809032404662e-05
Position 2046: 1.5734462765416538e-05
Position 4655: 1.5297825066494356e-05
Position 1733: 1.398419416818343e-05
Position 5022: 1.326866154202164e-05
Position 1632: 1.0720553287789442e-05
Position 5012: 1.0622339291126994e-05
Position 3967: 8.665831034936459e-06
Position 4402: 7.6203385725016115e-06
Position 2647: 7.095616545894193e-06
Position 4239: 6.609254540000007e-06
Position 4967: 6.113654277630881e-06
Position 4682: 5.3423242542930765e-06
Position 2927: 5.176606351788096e-06
Position 3764: 5.004509104543841e-06
Position 4900: 4.966540765943447e-06
Position 437: 3.9612856308128995e-06
Position 3501: 3.9029640182670325e-06
Position 3008: 3.823423372817035e-06
Position 3750: 3.816690465545333e-06
Position 982: 3.560893987751051e-06
Position 1154: 3.277158613417259e-06
Position 2600: 2.6260350671455543e-06
Position 2559: 2.216779767024507e-06
Position 3135: 1.7019950198061634e-06
Position 3596: 1.529390154570208e-06
Position 3818: 1.5167439957548366e-06
Position 4481: 1.2522687973449578e-06
Position 1776: 1.117759744708845e-06
Position 4100: 1.0418553295524732e-06
Position 3413: 1.025912691135436e-06
Position 3569: 1.0217114967673717e-06
Position 4730: 7.378566826226135e-07
Position 1865: 7.077395570054216e-07
Position 4071: 6.839386241004768e-07
Position 3117: 6.401069792721636e-07
Position 4628: 6.322084531106867e-07
Position 2695: 4.86990354826628e-07
Position 3432: 4.831343200880557e-07
Position 2034: 3.605896763841096e-07
Position 2040: 2.5774569613145813e-07
Position 1771: 6.995754833196234e-08
Position 1809: 6.304399080961399e-08
Position 1745: 2.2055618963722214e-08
Position 452: 1.453397580914912e-08
Position 1210: 7.49413226531313e-09
Position 254: 6.9086114982601665e-09
Position 227: 4.2194286360016355e-09
Position 811: 3.0558805734025453e-09
Position 820: 2.7279757725179443e-09
Position 139: 1.472644086140201e-09
Position 1114: 4.872112535696458e-10
Position 554: 3.5868107242152064e-10
Position 4554: 1.6502385997297818e-10
Position 156: 1.2064600233668887e-10
Position 4347: 1.1907915447091132e-10
Position 4382: 6.622160107439824e-11
Position 2200: 3.5476402629970616e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4068: 0.9998644072983957
Position 1689: 0.9845906911552225
Position 4378: 0.9778896042442337
Position 4776: 0.9671924961238209
Position 1988: 0.9618915036336022
Position 170: 0.9585561739960115
Position 2709: 0.8741598169724332
Position 2360: 0.30956303060968104
Position 3791: 0.30294441683624657
Position 5002: 0.1926500251060066
Position 2254: 0.07182373330478421
Position 2380: 0.06353533974373093
Position 3301: 0.026012588293673384
Position 2578: 0.02039347507863067
Position 3280: 0.016289708507128506
Position 2334: 0.012134662139607384
Position 4381: 0.010716706812579375
Position 4601: 0.007592244804209432
Position 1463: 0.007588682785614777
Position 2299: 0.007107754498684849
Position 2681: 0.006492634914155552
Position 784: 0.004689018539349302
Position 4474: 0.004561602973122936
Position 2475: 0.004537247381065573
Position 1722: 0.004492015020968459
Position 139: 0.004431089029676621
Position 764: 0.004145859487675945
Position 2821: 0.004030685491286852
Position 935: 0.003635120540682553
Position 811: 0.003307548941555978
Position 1743: 0.003283007051034832
Position 2734: 0.003256732984495763
Position 3191: 0.0032555512845301874
Position 1433: 0.0031275722332859243
Position 1696: 0.002858446694770266
Position 5006: 0.0028525461689226494
Position 3062: 0.002734837236908702
Position 2034: 0.0026722190537029683
Position 2272: 0.002067696986998546
Position 1505: 0.0018660685695946746
Position 2518: 0.0018604444224779092
Position 488: 0.0016534845218727854
Position 1701: 0.001548148036507666
Position 907: 0.0013016603402563642
Position 2383: 0.0012399967761468726
Position 992: 0.0011484607686042397
Position 3544: 0.0011225775189140095
Position 2365: 0.0009682140595253008
Position 1138: 0.0009283953101949564
Position 691: 0.0008710806467986011
Position 4582: 0.0008116175113957357
Position 3451: 0.0006858017093898239
Position 1258: 0.0006103027322120936
Position 3015: 0.0006065865904605918
Position 2143: 0.0006037051126436205
Position 179: 0.0005977898665556017
Position 1785: 0.0005926124547721278
Position 2878: 0.0005498779172909424
Position 1534: 0.0005280124750264197
Position 2001: 0.0005262734562320397
Position 1532: 0.0005248682692395486
Position 4471: 0.00048799509238086144
Position 4519: 0.0004784493789925491
Position 4526: 0.0004762403481888125
Position 429: 0.0004468865033951304
Position 1135: 0.000445018328499976
Position 5090: 0.00043638558082597886
Position 2338: 0.00040212659344924915
Position 3517: 0.0003975658896394299
Position 4785: 0.00036962011331980734
Position 4486: 0.0003692508366498554
Position 2497: 0.00035896214641634617
Position 802: 0.0003481692722853397
Position 2317: 0.0003327198677298012
Position 147: 0.00031474329341635407
Position 2400: 0.00031373639798000177
Position 2269: 0.0002963460049291971
Position 2481: 0.0002936981613072031
Position 4579: 0.0002765071447455475
Position 740: 0.0002713835510049081
Position 4814: 0.00025358929579171136
Position 4537: 0.00020522198981229103
Position 1559: 0.00019691682478682548
Position 2439: 0.00018675136286348297
Position 1189: 0.0001858798505919465
Position 4811: 0.00018159890777204207
Position 2443: 0.00017728220450565613
Position 2798: 0.00016993501172642893
Position 2242: 0.0001627725482385773
Position 2148: 0.00014868669165684527
Position 2386: 0.00014540348725019148
Position 1362: 0.0001442405147045527
Position 820: 0.00013268341399248542
Position 3175: 0.00013267785307774922
Position 2340: 0.00012790510339159535
Position 1339: 0.0001127116009296719
Position 349: 0.00010984115050385514
Position 694: 0.00010535542025133283
Position 3002: 0.00010421341232520653
Position 790: 0.000103887099397202
Position 4540: 9.454005683722958e-05
Position 2104: 9.262853588440797e-05
Position 1740: 8.915194698617798e-05
Position 4419: 8.26587610276556e-05
Position 4495: 8.161356753005639e-05
Position 1395: 7.773535759816127e-05
Position 1114: 7.594157596202136e-05
Position 1538: 7.449698973444764e-05
Position 1796: 7.240070585086774e-05
Position 1410: 7.090259142547024e-05
Position 832: 6.916731922665182e-05
Position 354: 6.669284985996474e-05
Position 2050: 6.607891339612253e-05
Position 2314: 6.522651649222127e-05
Position 989: 6.422249148284545e-05
Position 4087: 5.967004229598733e-05
Position 2014: 5.8917992534914044e-05
Position 2017: 5.518304461877212e-05
Position 628: 5.510906173485616e-05
Position 472: 5.4506480111088604e-05
Position 4913: 5.284871325326683e-05
Position 2459: 5.27919269103694e-05
Position 877: 5.140586149461262e-05
Position 2454: 5.025668221922884e-05
Position 4543: 4.99646795640809e-05
Position 5012: 4.951322797309669e-05
Position 514: 4.881262879630489e-05
Position 622: 4.7884075365538616e-05
Position 956: 4.483607634551548e-05
Position 4792: 4.468553672793566e-05
Position 4940: 4.1758811985896505e-05
Position 511: 3.801825665914343e-05
Position 710: 3.3859864652176696e-05
Position 2070: 3.237502075976596e-05
Position 4492: 3.139627283865373e-05
Position 1733: 3.0354764655488855e-05
Position 880: 2.9927886871003848e-05
Position 538: 2.8034562034097173e-05
Position 2464: 2.633912009073215e-05
Position 5105: 2.505988241442496e-05
Position 2164: 2.500247396500281e-05
Position 4347: 2.1550308601786444e-05
Position 1817: 2.135798579761258e-05
Position 1705: 2.1237213884856386e-05
Position 2095: 1.9220414597018e-05
Position 532: 1.8547879756159615e-05
Position 535: 1.3852384076831234e-05
Position 459: 1.2070074148329634e-05
Position 724: 1.1488220566220796e-05
Position 1012: 1.1482360495981041e-05
Position 1054: 1.146974747768282e-05
Position 185: 1.1231278547895952e-05
Position 565: 1.1074985104809526e-05
Position 829: 1.0584815283418544e-05
Position 2641: 9.43917207649559e-06
Position 835: 9.10572475724611e-06
Position 4851: 8.7419002858e-06
Position 4613: 7.589955945275053e-06
Position 202: 7.063238218190843e-06
Position 4660: 6.436753716414072e-06
Position 2046: 5.837103299641534e-06
Position 4130: 5.019820508390222e-06
Position 4664: 4.7553363240601e-06
Position 4534: 3.347039714557955e-06
Position 4842: 3.080369103453022e-06
Position 4108: 3.0262742201990386e-06
Position 1961: 1.5917437478320959e-06
Position 1880: 1.3337946077388315e-06
Position 2058: 3.6506895937231117e-07
Position 2177: 3.563842376904326e-07
Position 306: 1.3707266552067205e-07
Position 2154: 6.256372668774652e-08
Position 223: 5.494385111393373e-08
Position 2077: 3.6026515756184624e-08
Position 469: 2.9285841743033938e-08
Position 2055: 2.473168698670734e-08
Position 631: 2.290256153335056e-08
Position 2166: 2.1879408701847958e-08
Position 589: 2.0676453328817947e-08
Position 334: 1.6294371750268373e-08
Position 561: 1.0698292064466508e-08
Position 508: 1.0147167661948974e-08
Position 653: 9.19375233621341e-09
Position 328: 8.397011469718811e-09
Position 285: 7.3126525496476376e-09
Position 433: 2.9352882265169967e-09
Position 526: 2.5417510485339e-09
Position 283: 2.3830134657964964e-09
Position 156: 1.5229936187689982e-09
Position 197: 5.009157352969753e-10
Position 266: 4.894547276624142e-10
Position 242: 1.6958347888269976e-10
Position 311: 1.2733123032169614e-10
Position 250: 7.717741690070166e-11
Position 375: 5.7578380801924984e-11
Position 363: 4.4911959383360044e-11
Position 382: 2.969518419927157e-11
Position 199: 2.6024847854905126e-11
Position 403: 9.426836085551295e-13
Position 317: 8.092588679512568e-13
Position 385: 2.1557843735977472e-13
Position 247: 1.3884356329292849e-14
Position 238: 1.2547644504697212e-16
