Gene = dysc
index = 1681
Annotated 5SS: [ 1552 11988 12422 13688 16067 16636 16874 17066 17157 18532 19201 19973
 26859 30165 30315]
Annotated 3SS: [11155 12282 13556 15770 16314 16701 16954 17126 18436 18923 19900 26777
 29969 30221 30378]
SMsplice 5SS: [ 1552 11988 12422 13688 16067 16636 16874 17066 17157 29315 30165 30315]
SMsplice 3SS: [11155 12282 13556 15920 16314 16701 16954 17126 29227 29969 30221 35292]
top_k =  500
Partition function (log Z): 23.287325346592734

Sorted 5' Splice Sites (High to Low Probability):
Position 13688: 0.999748528372484
Position 12422: 0.9992422687927479
Position 11988: 0.9987901747909429
Position 16067: 0.9976030545896588
Position 16874: 0.9973888677985565
Position 30315: 0.9973561113536248
Position 17066: 0.9971900608929545
Position 16636: 0.995647401656264
Position 30165: 0.8007376323278732
Position 19973: 0.5762477200416801
Position 18532: 0.5425551202802363
Position 1552: 0.4967240880674334
Position 17157: 0.49370690208326873
Position 26859: 0.32379102000271043
Position 18375: 0.2660178961260812
Position 14329: 0.19426930816709925
Position 18003: 0.15747710519472957
Position 568: 0.12084452592056308
Position 31296: 0.10414932362501879
Position 29315: 0.09655910277252437
Position 15512: 0.07869216712724765
Position 13493: 0.0755873140062617
Position 736: 0.06831422009858129
Position 748: 0.06744566907388415
Position 18287: 0.05461136377446305
Position 629: 0.04980326562736438
Position 18512: 0.0467104728927911
Position 14933: 0.04379415335464486
Position 13967: 0.04301547800633942
Position 8792: 0.041776768004305624
Position 14442: 0.037873939475112646
Position 1757: 0.03594841399666436
Position 13444: 0.031294856986419275
Position 8778: 0.03005504992363236
Position 18196: 0.027491221468302154
Position 643: 0.026433699136209254
Position 17428: 0.024278933510933628
Position 868: 0.02351229894657254
Position 18051: 0.022719448937887375
Position 2994: 0.022335602406083847
Position 301: 0.021725039204619
Position 13489: 0.021473481723285254
Position 5270: 0.02109203365500482
Position 547: 0.020114905213814583
Position 137: 0.018471615760905374
Position 16514: 0.0168597575873796
Position 17687: 0.014894212627765708
Position 30689: 0.014646281217838815
Position 297: 0.013278502565341181
Position 19201: 0.013229475484307425
Position 15492: 0.012247245923779803
Position 14795: 0.011350051150594514
Position 13893: 0.010592654326374726
Position 4994: 0.01014145023960822
Position 8117: 0.009884529737109824
Position 18606: 0.00972573261449192
Position 14544: 0.009631694108536972
Position 17617: 0.008930503837758926
Position 422: 0.008377013356653905
Position 779: 0.0063541932798450405
Position 18738: 0.006338820189507427
Position 801: 0.005944124714384336
Position 2041: 0.005722752712539968
Position 14261: 0.005371264277373497
Position 639: 0.005075289472111356
Position 18026: 0.0049475822977786315
Position 9281: 0.004915892608963356
Position 306: 0.004888945710102029
Position 18437: 0.004673411517224557
Position 7125: 0.004520049509628885
Position 627: 0.004104340671561795
Position 225: 0.004084491377964965
Position 8788: 0.0038119223838255106
Position 12657: 0.0034105372993328475
Position 14159: 0.002913111142315853
Position 17382: 0.0027785283285949444
Position 5187: 0.002060599541501674
Position 14312: 0.0019617224797268233
Position 16518: 0.0016835939706468432
Position 16640: 0.0016780618914699439
Position 17128: 0.0016722730613394203
Position 17368: 0.0015024128941294305
Position 13491: 0.0012842271810776483
Position 1379: 0.0010876022929809037
Position 17781: 0.0010159265899351096
Position 13470: 0.0008363525602620887
Position 30684: 0.0007322631167042599
Position 17207: 0.000628346384526577
Position 14483: 0.0006263162166950833
Position 17956: 0.000575167765175154
Position 14283: 0.0005477625186093145
Position 17436: 0.0005165608546284363
Position 17377: 0.0005008973271774126
Position 17409: 0.0004604000624815943
Position 12959: 0.00045584436950508246
Position 16864: 0.0004224415723143568
Position 16071: 0.0004218119753934765
Position 13918: 0.00041340816744931937
Position 17827: 0.00040058793949419646
Position 30279: 0.0003826726600347969
Position 13831: 0.0003793337478827984
Position 17831: 0.0003737715458800443
Position 18042: 0.00033922485751818976
Position 12955: 0.0003122059296508938
Position 12675: 0.00030881793346908807
Position 14120: 0.0002833017924450456
Position 12803: 0.0002693402023243003
Position 1598: 0.0002397943344526624
Position 12187: 0.000239649454746927
Position 17726: 0.00022097066033873464
Position 16855: 0.00021786739942375154
Position 16230: 0.00021626047848285644
Position 13640: 0.00019866344912023982
Position 7619: 0.00018535137913409
Position 12608: 0.0001613009838533304
Position 16846: 0.00014832764256274609
Position 16347: 0.00013953591855735066
Position 16806: 0.00013650796998255244
Position 1730: 0.0001350501045417746
Position 14320: 0.00013106883323219136
Position 2182: 0.00011201374274453985
Position 13172: 0.00011076991082943809
Position 12793: 9.764972789108418e-05
Position 13941: 8.658031889982914e-05
Position 17419: 8.624466884850749e-05
Position 838: 7.961492105938131e-05
Position 14453: 7.501578512772999e-05
Position 12996: 7.423105905297144e-05
Position 12554: 6.278071148880638e-05
Position 16034: 6.09982213999892e-05
Position 13938: 6.094609196986053e-05
Position 16571: 5.725815501092038e-05
Position 17468: 5.1030620241234645e-05
Position 12931: 5.1004581930088076e-05
Position 16890: 3.960471689163781e-05
Position 11850: 3.6566634738029724e-05
Position 12797: 3.6211698414315574e-05
Position 1530: 3.5618700728652156e-05
Position 13296: 3.395866135983501e-05
Position 406: 3.00158971490713e-05
Position 17432: 2.9256185233563106e-05
Position 1739: 2.7638444749728052e-05
Position 17255: 2.4881529544937185e-05
Position 12941: 2.464606845258794e-05
Position 12907: 2.42105262994633e-05
Position 14221: 2.4112781929302105e-05
Position 12684: 2.3600602334709526e-05
Position 17950: 2.1548499921586174e-05
Position 12768: 2.143942492500529e-05
Position 14101: 2.131392685823287e-05
Position 11554: 2.000712919328608e-05
Position 13813: 1.995226259423156e-05
Position 1936: 1.9945406617985857e-05
Position 851: 1.9582591752234538e-05
Position 1572: 1.804076681726833e-05
Position 12961: 1.7661062909461975e-05
Position 9118: 1.6603236263691035e-05
Position 16472: 1.5981084300996686e-05
Position 12639: 1.5705942484623805e-05
Position 17291: 1.5099122617008004e-05
Position 553: 1.4902164994149385e-05
Position 996: 1.474986051392141e-05
Position 16880: 1.4498922724519789e-05
Position 12783: 1.4317133812863351e-05
Position 17518: 1.4282245227667421e-05
Position 5439: 1.162708378678337e-05
Position 17051: 1.1604239448891173e-05
Position 17318: 9.850476605659998e-06
Position 556: 9.801790599207332e-06
Position 12596: 9.764165273122003e-06
Position 200: 9.660094566200406e-06
Position 17300: 9.182535406654868e-06
Position 216: 8.76610506439941e-06
Position 13055: 7.861501746534108e-06
Position 2016: 7.823096247277947e-06
Position 18088: 7.758968243802873e-06
Position 17403: 7.3472502856402476e-06
Position 633: 6.9715770620982875e-06
Position 469: 6.903560673353973e-06
Position 12545: 6.695737621750294e-06
Position 17074: 6.514634378589237e-06
Position 16550: 5.839804124402105e-06
Position 12426: 5.690538384811606e-06
Position 9114: 5.393550248396195e-06
Position 362: 5.313204753824227e-06
Position 13117: 4.9371041454644636e-06
Position 617: 4.898563804596831e-06
Position 12890: 4.893878991265625e-06
Position 16716: 4.889824290680964e-06
Position 1401: 4.849526333298243e-06
Position 14467: 4.662548863815998e-06
Position 12854: 4.618946890494063e-06
Position 5914: 4.609031985068021e-06
Position 12939: 4.601640886796872e-06
Position 12637: 4.383284910191682e-06
Position 16528: 4.337538079064258e-06
Position 12400: 4.309951419520142e-06
Position 12915: 4.3090035135055915e-06
Position 14567: 4.147143632774167e-06
Position 16412: 4.091557518337203e-06
Position 823: 3.839820351027558e-06
Position 16384: 3.676874447083776e-06
Position 1522: 3.6759772068707504e-06
Position 16620: 3.5332428716784345e-06
Position 6910: 3.493523900287052e-06
Position 12911: 3.457120915324346e-06
Position 16878: 3.2840547160100946e-06
Position 2563: 3.0083135696865838e-06
Position 817: 2.974788749842557e-06
Position 6283: 2.9302504460547964e-06
Position 12818: 2.8933700615639535e-06
Position 765: 2.6642578297273847e-06
Position 1004: 2.574517362830444e-06
Position 5196: 2.540365429442011e-06
Position 647: 2.3799406111129128e-06
Position 12963: 2.304177493639221e-06
Position 12582: 2.2903363257845726e-06
Position 3246: 2.253571366505693e-06
Position 8820: 2.2281998845762853e-06
Position 13222: 2.217335283288711e-06
Position 14246: 2.0227565200276943e-06
Position 12528: 2.014754808122618e-06
Position 539: 1.976549832925477e-06
Position 12770: 1.9456359073977633e-06
Position 5274: 1.8623034295236637e-06
Position 16733: 1.712712975315409e-06
Position 12748: 1.7109027616682312e-06
Position 12539: 1.6040193111287152e-06
Position 294: 1.5162834878515099e-06
Position 12781: 1.3706081399650859e-06
Position 787: 1.3123038192302023e-06
Position 17406: 1.2877217168336754e-06
Position 291: 1.2248293713293461e-06
Position 289: 1.2162402834017844e-06
Position 17370: 1.2149295412401014e-06
Position 14206: 1.0468454665309802e-06
Position 17146: 9.571130316645391e-07
Position 17307: 6.988669244505941e-07
Position 16562: 3.931598080978446e-07
Position 12352: 3.695101243736623e-07
Position 16496: 3.192000990217862e-07
Position 16764: 2.903464523494968e-07
Position 13623: 2.7674074925879206e-07
Position 16841: 1.3388678295832314e-07
Position 17104: 5.68483097977483e-08
Position 16835: 4.159803974019209e-08
Position 3003: 2.5337292730006525e-08
Position 2998: 2.5260765616864024e-08
Position 14055: 1.3460010846095405e-08
Position 17021: 1.2450598011373888e-08
Position 12386: 5.225733192376225e-09
Position 17091: 4.371231673120076e-09
Position 16964: 4.2336512501673996e-09
Position 1688: 2.4182151511314876e-09
Position 19977: 6.279005449563176e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 29969: 0.9999828329151945
Position 12282: 0.9993870548362203
Position 16701: 0.9988339891454142
