Gene = wac
index = 1934
Annotated 5SS: [220 588]
Annotated 3SS: [274 646]
SMsplice 5SS: [220 588]
SMsplice 3SS: [274 646]
top_k =  500
Partition function (log Z): -3.4939780357607835

Sorted 5' Splice Sites (High to Low Probability):
Position 588: 0.9064825286468703
Position 220: 0.9009025098871968
Position 798: 0.10340360930423337
Position 571: 0.03364090083096526
Position 210: 0.0197672140628354
Position 594: 0.015976989041585617
Position 169: 0.007256781458653475
Position 574: 0.0022242035533615993
Position 826: 0.002006459314471325
Position 579: 0.001322429629831105
Position 861: 0.0005700622443427
Position 523: 0.0001996656982202481
Position 360: 0.0001626888047176544
Position 355: 0.00011463261224135604
Position 116: 7.669479657436148e-05
Position 102: 6.654228938852704e-05
Position 172: 4.615645002374501e-05
Position 224: 4.1009673702341e-05
Position 839: 3.947483626064447e-05
Position 872: 3.712189135736983e-05
Position 511: 1.548827581047069e-05
Position 339: 1.0463111581803963e-05
Position 125: 9.642604590486648e-06
Position 784: 7.0412243716242786e-06
Position 84: 6.9329696570586146e-06
Position 690: 4.868654315951531e-06
Position 470: 1.7992698146228496e-06
Position 546: 1.7167713969869853e-06
Position 786: 1.57201187469499e-06
Position 200: 1.1808153797924514e-06
Position 614: 5.643649148730022e-07
Position 154: 4.0181551166939055e-07
Position 298: 3.812927775700549e-07
Position 687: 3.286558920067294e-07
Position 314: 2.3716710807533232e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 646: 0.9629850033018974
Position 274: 0.8649895730042458
Position 872: 0.06329932543780985
Position 918: 0.042848918369429154
Position 319: 0.02771519405760282
Position 276: 0.024905814697728464
Position 504: 0.003988023587988454
Position 245: 0.0012144395958206444
Position 480: 0.000940091493182973
Position 477: 0.00029929317427053746
Position 614: 0.000275797440063769
Position 285: 0.00020751713929897725
Position 345: 0.00015868877508737317
Position 339: 0.00012907875636475785
Position 698: 0.0001236951207639018
Position 292: 6.288329395676227e-05
Position 666: 6.0135508815883855e-05
Position 728: 4.6687963316807896e-05
Position 511: 3.769420535633354e-05
Position 324: 2.9547673202167677e-05
Position 713: 2.1563641644453678e-05
Position 493: 1.620184054168774e-05
Position 516: 1.0985782277166802e-05
Position 360: 9.70350303607656e-06
Position 758: 9.511538586639421e-06
Position 196: 4.197061330205277e-06
Position 298: 3.901664943030857e-06
Position 526: 1.9963140940954377e-06
Position 767: 1.0735304517701755e-06
Position 353: 9.501241656230855e-07
Position 133: 7.999589600984186e-07
Position 294: 5.877090821232513e-07
Position 775: 3.9249148560795523e-07
Position 210: 3.5102464054884397e-07
Position 166: 2.7797474081054566e-07
Position 172: 1.412104978103323e-07
Position 558: 9.956299481133382e-08
Position 797: 8.804105915763842e-08
Position 224: 4.684332532064977e-08
Position 534: 2.1406928939640768e-08
Position 161: 2.108430083133653e-10
