Gene = Pfdn6
index = 1377
Annotated 5SS: [224 537]
Annotated 3SS: [310 620]
SMsplice 5SS: [224 537]
SMsplice 3SS: [310 620]
top_k =  500
Partition function (log Z): 1.2235531178555772

Sorted 5' Splice Sites (High to Low Probability):
Position 537: 0.9931981119402681
Position 224: 0.9728204618853196
Position 696: 0.329551616661201
Position 228: 0.010366785644726179
Position 679: 0.003954962927716445
Position 246: 0.0035855875931854663
Position 369: 0.0014518939366536645
Position 541: 0.0011705354109387792
Position 558: 0.001165385160849607
Position 254: 0.0011456491316121096
Position 555: 0.00048111813159467065
Position 489: 0.00012997100452093042
Position 40: 0.00011607977159372652
Position 837: 8.700619489435552e-05
Position 412: 7.408723798551467e-05
Position 660: 6.345947363506378e-05
Position 285: 6.272278395320502e-05
Position 861: 6.202892763891406e-05
Position 674: 4.477342207277354e-05
Position 171: 4.2371959998918424e-05
Position 11: 4.0093555955604474e-05
Position 204: 3.3658576579148665e-05
Position 755: 2.595906445967541e-05
Position 201: 1.646082696079879e-05
Position 472: 9.083732532786887e-06
Position 894: 6.957048722353998e-06
Position 69: 5.610734260783105e-06
Position 565: 5.330249287929175e-06
Position 174: 4.915089585938518e-06
Position 89: 3.780076060105028e-06
Position 439: 3.168463296851275e-06
Position 672: 3.067657250737949e-06
Position 100: 1.6482490265143128e-06
Position 325: 1.0635148893689453e-06
Position 267: 1.0226859424077166e-06
Position 274: 7.218603153485017e-07
Position 137: 3.6072939751116073e-07
Position 459: 1.77767186157338e-07
Position 289: 1.7545054617728526e-07
Position 373: 1.044312141763553e-07
Position 340: 1.257606004580266e-08
Position 433: 6.77539084753039e-10
Position 652: 1.1325161871938132e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 620: 0.9936600614139777
Position 310: 0.9746808876983605
Position 750: 0.32581987122648864
Position 321: 0.006782825545459285
Position 624: 0.003495179608962121
Position 971: 0.0029244323613228838
Position 447: 0.002499790269298017
Position 333: 0.0024850450175086464
Position 849: 0.0020620985306628007
Position 948: 0.0016614659105909817
Position 887: 0.0014313715751035148
Position 894: 0.0004839444999767911
Position 411: 0.0004216997954718753
Position 354: 0.000381687949034961
Position 995: 0.0002437216770917614
Position 627: 0.00017961789966158958
Position 914: 0.00011829647889349194
Position 82: 0.00010684703893353923
Position 861: 8.097339161836974e-05
Position 450: 7.198342301506417e-05
Position 330: 3.396791763691517e-05
Position 340: 2.2829052824088173e-05
Position 350: 1.6142060846490253e-05
Position 369: 9.629547620845879e-06
Position 420: 9.577543527289675e-06
Position 94: 9.195767628686172e-06
Position 918: 8.44559212904274e-06
Position 660: 8.22019146395975e-06
Position 669: 6.4699815364240855e-06
Position 69: 4.84321262157023e-06
Position 162: 3.817824294900362e-06
Position 363: 1.9947151712439046e-06
Position 468: 1.6825226701481938e-06
Position 672: 1.5741544871507861e-06
Position 504: 1.397944077952409e-06
Position 159: 1.3434876586434406e-06
Position 456: 8.856423528861429e-07
Position 189: 8.21572810729244e-07
Position 58: 7.908625425853119e-07
Position 639: 5.578885396815329e-07
Position 678: 4.876655899911158e-07
Position 501: 4.190122098896953e-07
Position 169: 2.98779493294186e-07
Position 705: 1.6735767667038565e-07
Position 480: 1.6524104786433212e-07
Position 565: 1.1913365815220674e-07
Position 384: 1.1054953036757065e-07
Position 183: 7.5573785728526e-08
Position 337: 4.231848149800837e-08
Position 210: 3.289374044675963e-08
Position 238: 3.1253082368319176e-08
Position 555: 1.4171675086592407e-08
Position 510: 1.1014239915685211e-08
Position 195: 9.486133020998297e-09
Position 531: 4.484924284284481e-09
Position 459: 3.962393804381125e-09
Position 489: 2.7174687190312063e-10
Position 254: 2.5166203027028606e-10
Position 228: 3.5347039720728135e-12
Position 201: 5.1972835149657515e-14
Position 164: 2.5815135948855673e-14
