Gene = comm
index = 1652
Annotated 5SS: [734]
Annotated 3SS: [5158]
SMsplice 5SS: [734]
SMsplice 3SS: [5158]
top_k =  500
Partition function (log Z): -9.744283838257855

Sorted 5' Splice Sites (High to Low Probability):
Position 734: 0.9805893629085035
Position 1377: 0.11104423967367125
Position 1600: 0.08156490898651195
Position 2273: 0.0392620412684268
Position 5394: 0.03784604872767059
Position 5800: 0.03328554823172537
Position 5624: 0.029357349052844872
Position 161: 0.019755433289262152
Position 1910: 0.008222982857175322
Position 6518: 0.008031878544391363
Position 5785: 0.00796108997830099
Position 5851: 0.005154502696686288
Position 1047: 0.004161395141598757
Position 2277: 0.003886528276353191
Position 1393: 0.003747962692068094
Position 192: 0.003210597172625198
Position 1753: 0.002668649657529807
Position 1299: 0.0022466781752285853
Position 558: 0.0016855944640986058
Position 5644: 0.0014465929587927464
Position 649: 0.001310657321678121
Position 2039: 0.0012136689470135594
Position 522: 0.0011739892192778845
Position 5890: 0.001094283022659788
Position 5778: 0.0010316973497934265
Position 2658: 0.0009620551673787422
Position 5215: 0.000961462166408459
Position 2225: 0.0006642465772739211
Position 2147: 0.0005511986156313058
Position 1158: 0.0004599553726791012
Position 619: 0.0002392160476063928
Position 1381: 0.00020040608704320837
Position 5: 0.00018770011005946177
Position 165: 0.00012871310822511
Position 526: 9.757549674135364e-05
Position 1019: 5.5748034665094216e-05
Position 661: 5.411830749354586e-05
Position 1306: 5.3258918996605524e-05
Position 711: 3.945384547599664e-05
Position 145: 3.9453190443186676e-05
Position 291: 3.926977557876637e-05
Position 1409: 3.596697928036128e-05
Position 1420: 3.418498711535835e-05
Position 159: 3.4183824316252384e-05
Position 156: 3.101605193555798e-05
Position 744: 2.6328085523107208e-05
Position 1030: 2.05183728500169e-05
Position 2810: 2.0270604382364465e-05
Position 636: 2.0056891347196338e-05
Position 585: 1.9832478421761852e-05
Position 582: 1.9312643628095032e-05
Position 738: 1.5402738495543644e-05
Position 919: 1.470559718097903e-05
Position 1065: 1.3732873351466016e-05
Position 646: 8.673878600044e-06
Position 1356: 5.893880810867297e-06
Position 835: 5.480444456206989e-06
Position 1525: 4.651157843354881e-06
Position 167: 4.586049264541245e-06
Position 1044: 4.155761879100094e-06
Position 1258: 4.061861913455884e-06
Position 1660: 4.041708046566618e-06
Position 147: 3.704084773534347e-06
Position 1250: 3.3702981427506258e-06
Position 1808: 3.3571529065433575e-06
Position 136: 3.339766181881166e-06
Position 253: 3.27722932360326e-06
Position 320: 2.4605658386742625e-06
Position 1186: 1.8492987600640606e-06
Position 814: 1.6175939291892622e-06
Position 676: 1.446323405395011e-06
Position 453: 1.3815797570743574e-06
Position 1502: 1.0593377849322972e-06
Position 377: 8.934976513759008e-07
Position 1088: 7.881692783878513e-07
Position 529: 7.269088586382431e-07
Position 451: 4.926065482780627e-07
Position 125: 2.917299678953277e-07
Position 9: 2.761298799006618e-07
Position 131: 1.6388194683803868e-07
Position 483: 7.7530802257732e-08
Position 133: 1.8886129098530018e-08
Position 669: 1.891141783187695e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5158: 0.8365176581934441
Position 6136: 0.11469117077803276
Position 894: 0.07383222400060478
Position 1483: 0.07232479119799971
Position 5677: 0.04289374059291806
Position 1665: 0.02345328832306815
Position 6144: 0.022761776507485124
Position 5105: 0.0173319395714913
Position 870: 0.016013807095239207
Position 1823: 0.015242798343316427
Position 1850: 0.015231646069457486
Position 6182: 0.011662460032995025
Position 1727: 0.010675063275647325
Position 1150: 0.010298006156117406
Position 900: 0.009191430154134915
Position 5460: 0.008287202695899484
Position 253: 0.007669212476345507
Position 5454: 0.0073607922837283955
Position 6577: 0.0068742340966379155
Position 5683: 0.006421518458195723
Position 1056: 0.0064164333592335
Position 216: 0.0060405206621499
Position 6620: 0.005354709456777006
Position 947: 0.0044015330762271505
Position 968: 0.004123359139346122
Position 6239: 0.004112618400390831
Position 233: 0.004029517913601646
Position 5457: 0.00393454800842474
Position 846: 0.0035001587052423283
Position 1240: 0.003439465186791297
Position 1488: 0.003190771926624604
Position 6217: 0.002185473886657707
Position 6258: 0.001688088126426484
Position 692: 0.0012795826559927265
Position 6745: 0.0011808318279413915
Position 2875: 0.0007944250527621912
Position 4997: 0.0006400067034229501
Position 5178: 0.0006237013982184138
Position 3960: 0.00061745554893601
Position 4512: 0.0005831725214819969
Position 5957: 0.0005753179184332885
Position 3861: 0.0005258600717387717
Position 5253: 0.000524145375906027
Position 2341: 0.0005110878762560867
Position 1592: 0.00047822655647669003
Position 5032: 0.0004668488742314135
Position 5072: 0.00046125339797989227
Position 1568: 0.00045960491527048187
Position 1425: 0.00039179578337657526
Position 1420: 0.00036384153936413425
Position 1497: 0.0003379672127451024
Position 3457: 0.0003324180876319588
Position 707: 0.0003081572471101438
Position 918: 0.0002989761655200691
Position 4648: 0.00028518135568200026
Position 2522: 0.0002847386234634905
Position 476: 0.00025271256073077685
Position 1342: 0.00023794762688116435
Position 1525: 0.00023408960707308547
Position 2556: 0.00020804627441674612
Position 3165: 0.00016947000978917982
Position 3115: 0.0001670477012419081
Position 3494: 0.00015967993408496611
Position 314: 0.00015819986187523707
Position 4105: 0.00013070125043115633
Position 432: 0.00011073703797465414
Position 377: 0.0001025788288146939
Position 3071: 8.617243940543375e-05
Position 1295: 8.208659095421595e-05
Position 4176: 7.361868728151154e-05
