Gene = Mocs1
index = 1283
Annotated 5SS: [ 460  604 1885]
Annotated 3SS: [ 524 1032 2035]
SMsplice 5SS: [ 460  604 1885 2230]
SMsplice 3SS: [ 524 1032 2035 2819]
top_k =  500
Partition function (log Z): 4.733549261375487

Sorted 5' Splice Sites (High to Low Probability):
Position 460: 0.9860861064602718
Position 1885: 0.9750926755125072
Position 604: 0.9427619328701373
Position 2230: 0.8082683596147462
Position 226: 0.28235507850320013
Position 2234: 0.04124702159197201
Position 1680: 0.026420523043155033
Position 812: 0.0198590196643963
Position 1425: 0.01872920746929008
Position 1864: 0.012497310019495228
Position 2750: 0.012078504593438042
Position 1500: 0.008235101038081479
Position 84: 0.007168866629611246
Position 132: 0.006145332086710354
Position 2758: 0.0034591444673330806
Position 762: 0.0033838713192438003
Position 969: 0.0033627993560599884
Position 608: 0.0031123945333335536
Position 104: 0.001638306771891485
Position 2502: 0.0016259772259077934
Position 1601: 0.0015564923689150797
Position 1675: 0.0013087043778290863
Position 826: 0.0010137120147458388
Position 237: 0.0009982591998181692
Position 1377: 0.0008967813859536237
Position 2614: 0.0005463241646482017
Position 928: 0.0005342589512315179
Position 448: 0.00044292200917304064
Position 1761: 0.0004360821976146418
Position 869: 0.00042556914576396854
Position 2170: 0.00023174943622536088
Position 791: 0.00021132370154408814
Position 1520: 0.0002084089240211328
Position 476: 0.00020046642379781322
Position 2623: 0.0001901567487589374
Position 243: 0.00018315885067603346
Position 122: 0.0001775374179588675
Position 2176: 0.00016282578679176717
Position 2632: 0.00016100612320569873
Position 1188: 0.00015974626665801804
Position 1173: 0.0001374142207308267
Position 1568: 0.00011588297154312244
Position 1717: 0.00011119915669847518
Position 156: 0.00011076786593133065
Position 750: 9.741981341787304e-05
Position 770: 8.175176952268364e-05
Position 2748: 7.422056717217403e-05
Position 1909: 5.8081531035981005e-05
Position 2076: 5.201287564054905e-05
Position 1832: 4.7057860374883406e-05
Position 148: 4.513262723776314e-05
Position 2293: 3.862362275912449e-05
Position 1930: 3.24974232754126e-05
Position 1999: 2.9461808238192802e-05
Position 1506: 2.4887506736346122e-05
Position 2431: 2.2745661481342544e-05
Position 464: 2.2474740573490616e-05
Position 2380: 1.8464194785559804e-05
Position 1511: 1.7183246098163513e-05
Position 197: 1.4877958287523801e-05
Position 2479: 1.4709891314040577e-05
Position 2029: 1.2487403619340405e-05
Position 1468: 1.0756872038933299e-05
Position 1137: 8.433372931554633e-06
Position 1818: 7.917863962650652e-06
Position 2455: 7.878056733220016e-06
Position 1257: 7.276568067853026e-06
Position 39: 5.85263980849921e-06
Position 66: 4.778041981195494e-06
Position 2511: 4.036438464833177e-06
Position 2210: 3.548949482294694e-06
Position 1684: 3.1524253009577554e-06
Position 2413: 1.5899784400241431e-06
Position 1889: 1.1593956996278098e-06
Position 349: 7.56270177031332e-07
Position 657: 5.489973871072009e-07
Position 688: 4.862298481641184e-07
Position 421: 3.6601542587782817e-07
Position 642: 3.647021561160043e-07
Position 651: 2.084354930453692e-07
Position 683: 1.2981931072287956e-07
Position 419: 1.2114328554357587e-07
Position 625: 1.1374120908225205e-07
Position 728: 8.817234242901079e-08
Position 714: 7.773997695245717e-08
Position 12: 4.148959630977455e-08
Position 24: 3.433803945571521e-08
Position 395: 3.400082775821166e-08
Position 326: 2.3316281389092666e-08
Position 487: 7.433980661980493e-09
Position 493: 6.121000465482963e-09
Position 1017: 7.152800799231522e-10

Sorted 3' Splice Sites (High to Low Probability):
