Gene = Diap1
index = 1135
Annotated 5SS: [577]
Annotated 3SS: [10968]
SMsplice 5SS: [577]
SMsplice 3SS: [10968]
top_k =  500
Partition function (log Z): -13.442364167378754

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.9819967681182078
Position 10597: 0.21236001070854243
Position 10116: 0.05384981428269737
Position 4550: 0.03931156012181461
Position 8628: 0.03279310851779605
Position 11100: 0.028136514404344695
Position 1861: 0.020462500591686476
Position 339: 0.01673967501656132
Position 8481: 0.010996555935463014
Position 29: 0.009884901726716354
Position 3814: 0.009697582599954154
Position 8249: 0.009295001339867187
Position 26: 0.00710943892334485
Position 7767: 0.0018443418426696244
Position 7729: 0.001680383701402435
Position 403: 0.0013789135163069105
Position 1173: 0.0012898911075743486
Position 15: 0.0008076750726401887
Position 9193: 0.0006933298408136258
Position 581: 0.0006231102495367852
Position 17: 0.00048078074855990844
Position 33: 0.00046155167936482583
Position 6521: 0.00045199702159003953
Position 7664: 0.00025382024425296907
Position 7778: 0.00024256753453250445
Position 81: 0.0002040035089918091
Position 1582: 0.0001697766097723414
Position 7682: 0.00014741060087452987
Position 157: 9.287900125053631e-05
Position 1345: 7.35055186848256e-05
Position 417: 6.12977828717666e-05
Position 367: 4.0940870727200354e-05
Position 412: 3.598662044460431e-05
Position 1108: 2.8254173079323955e-05
Position 373: 2.3882863235340095e-05
Position 595: 1.4566608640090354e-05
Position 483: 1.3551634826074707e-05
Position 3811: 1.1961534763768724e-05
Position 1177: 1.1049694264655997e-05
Position 869: 8.025878259573828e-06
Position 3677: 6.84028874662348e-06
Position 552: 4.684791094789122e-06
Position 370: 4.1510992721297424e-06
Position 221: 4.052932831441521e-06
Position 1099: 4.0400178438544994e-06
Position 471: 1.9377396635741508e-06
Position 615: 1.535785918892021e-06
Position 561: 1.4589499728436562e-06
Position 449: 1.3833438078348816e-06
Position 2694: 1.2710141007740465e-06
Position 103: 1.25710635020916e-06
Position 1339: 1.225505959073768e-06
Position 1004: 1.2065693435805762e-06
Position 1287: 1.1603201440437583e-06
Position 1373: 1.156507612053325e-06
Position 1382: 8.085088695413089e-07
Position 1419: 3.7577745214079325e-07
Position 1356: 3.604262370964949e-07
Position 123: 2.044286544288748e-07
Position 2212: 1.4033328505429994e-07
Position 832: 1.2727659112969838e-07
Position 415: 1.0547844447007861e-07
Position 949: 1.0368205684309879e-07
Position 964: 8.752065919321187e-08
Position 1323: 7.166514784126034e-08
Position 1818: 3.002138832819556e-08
Position 397: 2.9791722514923227e-08
Position 235: 2.7290049036995243e-08
Position 508: 4.093656693498965e-09
Position 468: 3.812769320002235e-09
Position 570: 3.3589578651048477e-09
Position 977: 5.009256358013091e-12
Position 922: 4.467291699238142e-12
Position 891: 3.8507670345411375e-12
Position 637: 8.845602104653214e-13
Position 599: 5.603267778879944e-13
Position 686: 1.8141252479368492e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10968: 0.630799433618195
Position 10115: 0.23104048942058109
Position 10349: 0.14320380649181766
Position 7916: 0.06955956295274143
Position 10066: 0.04201721121202983
Position 9421: 0.04047889482275245
Position 11155: 0.03441267239800823
Position 10588: 0.031193916350572504
Position 12450: 0.030033136368470992
Position 4134: 0.023489868596297685
Position 10894: 0.01883629109869127
Position 12471: 0.01741246448694817
Position 123: 0.017136213259006966
Position 7962: 0.014256961834779912
Position 10980: 0.009639635825807754
Position 10392: 0.009108809065871483
Position 3345: 0.0062079253740039446
Position 1166: 0.005480133560075797
Position 7968: 0.005283527603414041
Position 9360: 0.005022420788738767
Position 3301: 0.004260430475439198
Position 4200: 0.004089025841294967
Position 622: 0.003714714200418626
Position 7575: 0.0035366286620071175
Position 3742: 0.003524304729901327
Position 4337: 0.0032353715328969786
Position 6343: 0.002579902302362134
Position 4103: 0.002529681649907149
Position 9017: 0.002451947512108593
Position 676: 0.002174049904664563
Position 1553: 0.0021613409351870813
Position 8712: 0.0021068272925550626
Position 1559: 0.0020825740532756966
Position 6639: 0.0017589959772424566
Position 397: 0.001690531490617646
Position 9070: 0.001360189166872533
Position 9033: 0.0012122250360276146
Position 1238: 0.001087251457157901
Position 7879: 0.0010864338812223446
Position 433: 0.0009800685987384498
Position 7603: 0.0008609476163653011
