Gene = rhea
index = 1856
Annotated 5SS: [15322 16617 17085 17336 17474 18036 18188 18634 19095 23744 24001 26084
 26661 27677 28472]
Annotated 3SS: [16357 16685 17143 17394 17531 18098 18544 18977 19155 23809 25966 26144
 27016 27896 28529]
SMsplice 5SS: [   32 10971 16617 17085 17336 17474 18036 18188 18634 19095 19528 23744
 24001 26084 26661 27677 28472]
SMsplice 3SS: [10729 16357 16685 17143 17394 17531 18098 18544 18977 19155 23338 23809
 25966 26144 27016 27896 28529]
top_k =  500
Partition function (log Z): 49.85066779706533

Sorted 5' Splice Sites (High to Low Probability):
Position 19095: 0.9998604859803707
Position 26084: 0.999798915717852
Position 26661: 0.99932034815311
Position 24001: 0.9990266649123898
Position 17336: 0.9988303828776629
Position 18036: 0.9972894617376861
Position 18188: 0.9967845292612041
Position 23744: 0.9949095751564391
Position 16617: 0.9907359623251469
Position 17085: 0.9893790297242059
Position 18634: 0.9765305939452464
Position 10971: 0.9760707258725773
Position 28472: 0.9731620054266531
Position 17474: 0.9626903210857823
Position 27677: 0.36688611828876466
Position 32: 0.30489088509816953
Position 19528: 0.2781678237708955
Position 18907: 0.268263217483884
Position 19360: 0.2551777754087927
Position 89: 0.22885864321137128
Position 28649: 0.20665700073513124
Position 11916: 0.19157104335193473
Position 438: 0.18387487017621998
Position 28078: 0.17463383815458405
Position 27180: 0.16351793190442215
Position 19234: 0.13126243895883846
Position 462: 0.12589781350977217
Position 27652: 0.08155167413386043
Position 10590: 0.061432876432901386
Position 28821: 0.061338515653352674
Position 249: 0.06015825528136188
Position 19372: 0.058349985058380044
Position 25521: 0.05362583646788878
Position 13646: 0.050384257218919974
Position 19532: 0.046087862667490355
Position 835: 0.043476746322999256
Position 19724: 0.038877457264830585
Position 28204: 0.037901175904822434
Position 25252: 0.03463158707910672
Position 27350: 0.03374821963090489
Position 24254: 0.03206751913555543
Position 27098: 0.02996527262311216
Position 27504: 0.027262972665241525
Position 27642: 0.02483359827413572
Position 16827: 0.024111793694150147
Position 27587: 0.023417887206249096
Position 1875: 0.02312766411945055
Position 25: 0.020725232892414538
Position 27840: 0.019184266745905842
Position 753: 0.017755609381062073
Position 1010: 0.014893912602460585
Position 24231: 0.01283907467512389
Position 27263: 0.012476769767775118
Position 12410: 0.01135363817054391
Position 10981: 0.008680396473091757
Position 26944: 0.008678457097938496
Position 446: 0.007895746951485297
Position 591: 0.007382616539284037
Position 656: 0.007267367830705086
Position 9576: 0.007070703020290623
Position 27543: 0.006901275223766951
Position 24319: 0.006736012475184063
Position 25860: 0.006501925046707565
Position 7332: 0.006284769347698258
Position 27824: 0.006026953028698203
Position 16621: 0.005857559309527495
Position 442: 0.00556124411902152
Position 27817: 0.005483653347351462
Position 27146: 0.005286395418287316
Position 17013: 0.005240560662242922
Position 12143: 0.005018839106220763
Position 27123: 0.00498265787081413
Position 7324: 0.004917260742395688
Position 12087: 0.00471702971712596
Position 12534: 0.004617679116591026
Position 18473: 0.004372033560248673
Position 30: 0.004329027640227973
Position 24964: 0.004056898192992389
Position 28444: 0.003908208203557686
Position 1691: 0.0037402563956772596
Position 28855: 0.003726021831766342
Position 16844: 0.003689444050862766
Position 639: 0.0035513404316572334
Position 12551: 0.0033890609456566716
