Gene = Dh31
index = 1132
Annotated 5SS: [   53   211 13102 13879]
Annotated 3SS: [  138 12992 13752 14042]
SMsplice 5SS: [  211 13099 13879]
SMsplice 3SS: [12992 13752 14042]
top_k =  500
Partition function (log Z): -0.739633829947513

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9971740686948747
Position 13879: 0.9961739409771474
Position 13099: 0.8385027147867078
Position 2204: 0.1418242221172817
Position 1600: 0.09692477757580317
Position 3334: 0.06446204721837266
Position 1035: 0.04210176881965402
Position 8190: 0.034909607167983095
Position 44: 0.03015418530975365
Position 8170: 0.02456425142067125
Position 13664: 0.022024139124235537
Position 53: 0.017757669203162612
Position 13480: 0.013565350741806335
Position 14554: 0.013338748770947359
Position 10031: 0.010705818501938757
Position 12255: 0.009420683802138513
Position 9158: 0.008409176837213327
Position 1737: 0.007847785234389932
Position 74: 0.006364285662298514
Position 7559: 0.005446116157644612
Position 14229: 0.005410489195179119
Position 3046: 0.005341236567095368
Position 14608: 0.004995390452869406
Position 4228: 0.004650449690653935
Position 14303: 0.0020418105457170707
Position 9446: 0.0017654379494894635
Position 6783: 0.0016925853670268492
Position 14641: 0.0016166089682609559
Position 14216: 0.0014863572896796572
Position 13883: 0.0013921272382454283
Position 38: 0.0012893256936677233
Position 14210: 0.001048611858873308
Position 1239: 0.0010203252241161058
Position 572: 0.0009638622410226375
Position 13978: 0.0009478718840235422
Position 14317: 0.0009089655150415313
Position 1741: 0.0007110512142239671
Position 1234: 0.0005970424439440627
Position 710: 0.000488514407259415
Position 13973: 0.0004367324092831232
Position 498: 0.0003771705760188198
Position 28: 0.0003726205012682995
Position 565: 0.0003244156068197862
Position 23: 0.00014073099738113397
Position 373: 0.0001363475922560102
Position 925: 0.00010876081642655907
Position 14443: 0.00010284608824801696
Position 1700: 8.850722523830744e-05
Position 14173: 6.609953171590884e-05
Position 14147: 5.143230839881693e-05
Position 2273: 4.55019461114401e-05
Position 6: 4.410454324857819e-05
Position 733: 3.986078178170857e-05
Position 188: 3.3690225411670074e-05
Position 612: 2.6273183617549043e-05
Position 3478: 2.4382585933567356e-05
Position 770: 1.7292606799290597e-05
Position 268: 1.6598805497914716e-05
Position 289: 1.655445684435628e-05
Position 352: 1.6462562438598658e-05
Position 1435: 1.214092737465219e-05
Position 12: 1.046904888404562e-05
Position 1179: 9.384650749578078e-06
Position 686: 9.1986985875819e-06
Position 1442: 9.182661298271698e-06
Position 215: 8.712872792780366e-06
Position 675: 8.56125510982647e-06
Position 912: 6.262857004035926e-06
Position 890: 4.453160022226802e-06
Position 186: 4.189427857515888e-06
Position 1027: 4.016924071783142e-06
Position 201: 3.045068248930979e-06
Position 14295: 2.236605645000658e-06
Position 629: 2.218024149533308e-06
Position 14307: 1.3581557879483061e-06
Position 14451: 1.018671722195144e-06
Position 109: 5.238244202168683e-07
Position 191: 4.134979920308429e-07
Position 555: 3.4948187045158814e-07
Position 193: 3.4366283054130227e-07
Position 238: 3.0600273313343223e-07
Position 14182: 2.487510241834115e-07
Position 621: 1.956216214623344e-07
Position 758: 1.943698587986068e-07
Position 13514: 1.1494263315720686e-07
Position 325: 2.3160517441471815e-08
Position 130: 2.0607026046810694e-09
Position 122: 1.912549731260085e-09
Position 389: 1.7316806497915265e-09
Position 138: 1.5599449662261368e-09
Position 128: 1.121469702002082e-09
Position 307: 2.409209165957899e-10
Position 406: 2.1973047651059398e-11
Position 99: 8.798543978164898e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14042: 0.994980776097236
Position 12992: 0.9378442965828383
Position 13752: 0.8049185117455189
Position 2044: 0.09946624679562885
Position 864: 0.06712895086441212
Position 138: 0.05563848777330131
Position 13412: 0.052744805452734994
Position 7674: 0.042729480079610166
Position 13766: 0.03584268962410925
Position 3194: 0.032362012611327304
Position 1301: 0.028733241355712025
Position 1870: 0.021325695010837836
Position 829: 0.01707325485710858
Position 13390: 0.012615145762522791
Position 549: 0.011453673096914889
Position 438: 0.01070815476373527
Position 12060: 0.010153692497600324
Position 756: 0.00974135796536215
Position 9775: 0.00938237636747594
Position 12945: 0.009342277521936287
Position 8717: 0.008173647886627113
Position 3231: 0.007935802154919049
Position 8095: 0.007869690006039232
Position 13209: 0.007365177669747863
Position 3257: 0.006938920304728176
Position 14679: 0.006918431831433644
Position 13141: 0.006197527569556228
Position 14606: 0.006191959342051714
Position 1508: 0.005343701577231508
Position 1166: 0.004956616899045117
Position 14380: 0.004693822540275877
Position 406: 0.004506545970965747
Position 3188: 0.0043555389553756796
Position 14406: 0.004254846647427492
Position 6764: 0.00409086050311744
Position 14790: 0.0038767010383336993
Position 7898: 0.0038646958388350743
Position 7509: 0.003424092798988898
Position 2894: 0.00334430464355271
Position 2549: 0.0031539907185238712
Position 4033: 0.003110705375389888
Position 12867: 0.0030509079541391195
Position 14276: 0.002719405998235325
Position 1683: 0.002614488013078096
Position 14640: 0.002568864693149084
Position 629: 0.0025530878068534568
Position 13943: 0.002247085368728404
Position 1936: 0.0021510717298402443
Position 6521: 0.0020381147345989014
Position 1794: 0.0017533815381042027
Position 8691: 0.0017083145937878716
Position 7844: 0.001698468311314607
Position 3254: 0.0016505215270158052
Position 14503: 0.0014968140378634736
Position 2696: 0.0013630255904860974
Position 2618: 0.0012019670383641543
Position 4004: 0.0011571183743443064
Position 1199: 0.0011475344538131125
Position 13178: 0.0011092384896315933
Position 1234: 0.001077741504044613
Position 9114: 0.0010227403834639711
Position 352: 0.0009133942008049222
Position 898: 0.0008129652194239575
Position 1353: 0.0007198287810765854
Position 2553: 0.0006615729150412727
Position 2180: 0.0006096239548441169
Position 7177: 0.0005925697115970674
Position 3140: 0.0005734295190299462
Position 2333: 0.0004946581525757262
Position 7905: 0.0004685669078522468
Position 1889: 0.0004385052708525161
Position 13973: 0.00042709833285753726
Position 6637: 0.0004090633265900787
Position 14094: 0.000346456556942209
Position 14738: 0.00028356670430571094
Position 3167: 0.0002830548793438125
Position 1239: 0.00028246412503794816
Position 14841: 0.0002680938767772206
Position 1455: 0.00025502121427789493
Position 14097: 0.00025061196753040364
Position 14125: 0.00024839939550906376
Position 4063: 0.00022485919521887952
Position 373: 0.00022311132284158643
Position 13989: 0.00020878691798588897
Position 729: 0.0001916810792203882
Position 3080: 0.00017067395689222958
Position 3548: 0.00015776674570086268
Position 14612: 0.00013117431110771865
Position 2810: 0.00010586578188828775
Position 13970: 0.00010428937288212449
Position 325: 5.406806557072049e-05
Position 555: 4.965431141751201e-05
Position 678: 4.154244416465386e-05
Position 2777: 3.948865000792359e-05
Position 1412: 3.891590707629509e-05
Position 1269: 3.5052856147320135e-05
Position 12023: 3.345875330062826e-05
Position 564: 3.331603822732104e-05
Position 14463: 3.281779066141716e-05
Position 1838: 2.9281915628585247e-05
Position 14514: 2.861699670246568e-05
Position 1179: 2.1368524496378257e-05
Position 1618: 2.0841687686625502e-05
Position 14430: 2.0745435735021936e-05
Position 7635: 2.032602596089877e-05
Position 14964: 1.7786462660720362e-05
Position 1003: 1.604834447718643e-05
Position 911: 1.405217588207691e-05
Position 660: 1.3637513902979856e-05
Position 698: 1.358459998293738e-05
Position 294: 1.280981429341767e-05
Position 1304: 1.103306092905652e-05
Position 1491: 1.050083049401793e-05
Position 1749: 1.048682196711442e-05
Position 1574: 9.455621007019986e-06
Position 1532: 8.842827572959725e-06
Position 289: 7.178318141607201e-06
Position 1067: 7.043866066338513e-06
Position 1313: 6.74535600891147e-06
Position 471: 6.478671504766083e-06
Position 1334: 4.442026777333296e-06
Position 1519: 4.3116370174052945e-06
Position 939: 2.2662263323310508e-06
Position 74: 2.2076954987048826e-06
Position 874: 1.4165639687822528e-06
Position 2184: 1.167974852014725e-06
Position 1397: 1.1411568237974995e-06
Position 14382: 1.0030842515181018e-06
Position 238: 6.101859664832241e-07
Position 94: 4.433555877021753e-07
Position 664: 3.321073264204925e-07
Position 58: 3.041857584306225e-07
Position 2721: 1.6557172589445073e-07
Position 180: 1.0677688889604375e-07
Position 1772: 6.919812962469441e-08
Position 733: 3.132368988097783e-08
Position 209: 2.6333991253671406e-08
Position 186: 1.695070377763931e-10
Position 223: 5.597063952502456e-12
Position 215: 1.6825011130808444e-12
