Gene = Als2
index = 19
Annotated 5SS: [2586 3324 4524 4734]
Annotated 3SS: [2704 3386 4581 4792]
SMsplice 5SS: [2586 3324 4524 4734]
SMsplice 3SS: [2662 3386 4581 4792]
top_k =  500
Partition function (log Z): -1.5138702744863037

Sorted 5' Splice Sites (High to Low Probability):
Position 4734: 0.9963982853617889
Position 3324: 0.9896388911079852
Position 4524: 0.9315764349576321
Position 2586: 0.9145154218138858
Position 602: 0.1574689646414902
Position 169: 0.15677120692564794
Position 2225: 0.0519781456734578
Position 4057: 0.028369897207571097
Position 5071: 0.025908365885177677
Position 4155: 0.024167100103745714
Position 850: 0.021681579595562227
Position 2324: 0.021594129196873316
Position 2172: 0.009585049885233543
Position 2126: 0.007965424975138266
Position 5241: 0.007534482798144743
Position 5234: 0.005824498857182254
Position 938: 0.005429010067806332
Position 5115: 0.003329372575100918
Position 5251: 0.0032789223661278725
Position 5197: 0.0025888715351939547
Position 58: 0.0020969267346875407
Position 665: 0.001741541644291617
Position 5249: 0.0016967662085921884
Position 1967: 0.0012763372158680426
Position 1224: 0.001265969980156892
Position 680: 0.0012103069660217894
Position 47: 0.001193263417729531
Position 2947: 0.001109043033756524
Position 633: 0.0010292057965991862
Position 5104: 0.0009888744998258747
Position 5085: 0.0009641258148497957
Position 5109: 0.0009313906410569873
Position 5145: 0.0008302346994296271
Position 5267: 0.0007973571147869664
Position 4874: 0.0007281425390453576
Position 1464: 0.0006367819832443275
Position 4112: 0.0006104840049044884
Position 1909: 0.0005392186960086747
Position 2147: 0.0005372154918017926
Position 903: 0.00044185506128620284
Position 2182: 0.0003975472401381997
Position 4431: 0.0003164659939057254
Position 4348: 0.00029979887440487955
Position 814: 0.00028607798415466903
Position 892: 0.00024030410469017615
Position 1522: 0.0002355221860428769
Position 3292: 0.00021628207892487002
Position 5208: 0.00020281364016523895
Position 974: 0.00019859305500329473
Position 208: 0.0001893827012390847
Position 720: 0.00018178095247124842
Position 4419: 0.00017911746816192179
Position 606: 0.0001747308518079417
Position 4081: 0.00017124954366506742
Position 506: 0.00016523297485847692
Position 3406: 0.00016517464370337964
Position 4452: 0.0001501047361653168
Position 120: 0.00014055750434563587
Position 203: 0.00014019014621059793
Position 1435: 0.0001364571144538691
Position 4501: 0.00010910889453696268
Position 4559: 0.00010719815211099337
Position 3866: 0.0001060362756714819
Position 4213: 0.0001033093824629393
Position 4410: 0.0001017429803608783
Position 498: 9.932700136912775e-05
Position 1059: 8.364032066993111e-05
Position 206: 7.625185095753871e-05
Position 4254: 7.581738294819892e-05
Position 5152: 7.569672522432742e-05
Position 3315: 7.548541501431556e-05
Position 4116: 7.482953480536793e-05
Position 291: 7.053637028002889e-05
Position 160: 7.020684116190479e-05
Position 3573: 6.14284613726519e-05
Position 534: 5.5470729230026986e-05
Position 4984: 5.4207206294146734e-05
Position 4989: 5.329901786424984e-05
Position 376: 5.176693094141811e-05
Position 110: 4.5866081751353955e-05
Position 124: 4.413434331923615e-05
Position 134: 4.349821628828385e-05
Position 845: 4.0959557081767915e-05
Position 3571: 3.581705116808527e-05
Position 755: 3.561271592484367e-05
Position 548: 3.355898281688513e-05
Position 854: 3.0577426540387756e-05
Position 4759: 2.9493140037459317e-05
Position 4159: 2.7472163095413318e-05
Position 3403: 2.2595031278323782e-05
Position 5156: 1.905438150891554e-05
Position 4040: 1.8668250753807128e-05
Position 4738: 1.7618050655557338e-05
Position 3962: 1.5449778909830678e-05
Position 3254: 1.4699137249287943e-05
Position 5132: 1.425571885983996e-05
Position 3268: 1.3697202281665786e-05
Position 509: 1.1269827225210872e-05
Position 4271: 1.0497619220825856e-05
Position 4747: 1.0111814275533848e-05
Position 5271: 9.9698402822435e-06
Position 5095: 8.662447250453286e-06
Position 3641: 8.455074587471947e-06
Position 4907: 7.003532398341952e-06
Position 3851: 6.387998105749782e-06
Position 5046: 5.983596362501702e-06
Position 5134: 3.7506459736130832e-06
Position 264: 3.537095830756469e-06
Position 1476: 3.5061174607447656e-06
Position 1097: 3.0545375545199704e-06
Position 896: 1.5043916453086114e-06
Position 5281: 1.084492109443422e-06
Position 1219: 9.734458345117725e-07
Position 1163: 7.640104675148804e-07
Position 2632: 5.300191546538396e-07
Position 128: 5.020486254431716e-07
Position 307: 4.2533303819485624e-07
Position 81: 1.1632261149878879e-07
Position 227: 9.86008401560595e-08
Position 93: 8.962385725503467e-08
Position 137: 8.620743379085215e-08
Position 4679: 7.755088511233028e-08
Position 146: 1.1728841643396942e-08
Position 4654: 8.478151713677362e-09
Position 954: 3.273182404454108e-09
Position 551: 2.6458870006922022e-09
Position 701: 2.076889492773911e-09
Position 569: 1.8211588649032848e-09
Position 3435: 5.4838371655888093e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4581: 0.9937508736045619
Position 3386: 0.9733407055941402
Position 4792: 0.9159116158259696
Position 2662: 0.4334061408813751
Position 2704: 0.34426201633125836
Position 2224: 0.1478673135525292
Position 1111: 0.1038395022131937
Position 2758: 0.07956740000640188
Position 5302: 0.06892760822115172
Position 2341: 0.03652324336287272
Position 2282: 0.027098969060205213
Position 4806: 0.024132937376724548
Position 1582: 0.020945040708042956
Position 4779: 0.01889306060265697
Position 2387: 0.016588789404417444
Position 2667: 0.016269160938619437
Position 1549: 0.01482190187289388
Position 5152: 0.014722011491844685
Position 2475: 0.012362070433934723
Position 3005: 0.010716766906732695
Position 2746: 0.009533585318382842
Position 3246: 0.008164237278123812
Position 2802: 0.006967599718999688
Position 5167: 0.006746052567944262
Position 4128: 0.006453986156109878
Position 2673: 0.0062109767444271415
Position 2689: 0.005024982451983058
Position 4390: 0.003632114170973631
Position 1801: 0.003593456537287113
Position 399: 0.002869551983382503
Position 1573: 0.002863635570302082
Position 2181: 0.0028378623522600545
Position 1918: 0.002645399418539698
Position 329: 0.0022894856763105305
Position 1506: 0.0022854123332395147
Position 4296: 0.0021212916102403136
Position 4612: 0.0020983852333510337
Position 264: 0.002097856587538467
Position 1555: 0.002061718705936734
Position 1998: 0.002022590622077042
Position 1735: 0.00182348333876779
Position 4213: 0.0017758132463760938
Position 2162: 0.0016023266520581482
Position 2328: 0.001574903872695862
Position 2921: 0.0015029940117379636
Position 4776: 0.0014711971039647863
Position 1939: 0.001409897602380533
Position 1396: 0.0013227676683492428
Position 2467: 0.0012359142676055675
Position 5336: 0.0011516734434600915
Position 2821: 0.0011462535376242865
Position 534: 0.0011454919236567893
Position 3064: 0.0011420007453062904
Position 1769: 0.0011278281996309424
Position 3980: 0.0011159202615748335
Position 1071: 0.0010383400142976837
Position 574: 0.0009707594668259426
Position 857: 0.0009617037273742518
Position 1951: 0.0008061040306761099
Position 4239: 0.0007929578383322821
Position 3641: 0.0007845628397764214
Position 2344: 0.0007625755207222631
Position 110: 0.0006765546745938037
Position 1219: 0.0006733485353841082
Position 697: 0.0006514755076716272
Position 4306: 0.000614916347364434
Position 3315: 0.0005763698861862006
Position 295: 0.0004536582335379861
Position 661: 0.00039157097013666327
Position 1586: 0.000371593484031802
Position 951: 0.0003379817345674646
Position 1611: 0.0003332287061531892
Position 1615: 0.0003179963963472112
Position 1399: 0.0002937546270169329
Position 1274: 0.000269643827085632
Position 1007: 0.00026708449969561036
Position 744: 0.00026486284065676483
Position 954: 0.00026354330866105443
Position 2028: 0.0002555703791492594
Position 4630: 0.0002403627879631025
Position 216: 0.0001892797737131194
Position 4881: 0.00018100976493220456
Position 1929: 0.00016546024989663722
Position 457: 0.00014106583025908875
Position 1286: 0.0001228145037526762
Position 1429: 0.00012070488053100376
Position 373: 0.00011094993711626504
Position 1516: 0.00010822622282662361
Position 1417: 0.00010383842613819689
Position 137: 0.00010259501377179718
Position 1510: 9.938223880019673e-05
Position 333: 9.611331715133722e-05
Position 889: 9.454351990896083e-05
Position 5213: 7.942455705780248e-05
Position 5109: 6.49753028112298e-05
Position 720: 6.22888534537463e-05
Position 4045: 4.3820336762419285e-05
Position 551: 3.948530959238918e-05
Position 463: 3.119887690168798e-05
Position 3403: 2.8831421128833495e-05
Position 4968: 2.8084791673331404e-05
Position 538: 2.2785602884644686e-05
Position 1145: 2.277295684206156e-05
Position 800: 1.9569199949840253e-05
Position 2229: 1.4056983567742015e-05
Position 4639: 1.3020091367306688e-05
