Gene = oaf
index = 1828
Annotated 5SS: [ 342 2533 2934]
Annotated 3SS: [2418 2614 3443]
SMsplice 5SS: [ 342 2533 2934]
SMsplice 3SS: [2418 2614 4706]
top_k =  500
Partition function (log Z): -1.337726303396926

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9901797677890841
Position 2934: 0.9885440326876753
Position 342: 0.4934866803818408
Position 2358: 0.32553056642606165
Position 1329: 0.08472324161851903
Position 2275: 0.06502907540533259
Position 580: 0.06274291357637844
Position 1218: 0.06174104213004262
Position 3515: 0.04067070119055264
Position 4347: 0.03396508044954441
Position 28: 0.031750827572993294
Position 144: 0.03113690665588054
Position 896: 0.02725593577277917
Position 1020: 0.026216212767973434
Position 222: 0.025957475123707625
Position 4385: 0.02006411644669218
Position 626: 0.014304829598142128
Position 2793: 0.012458493902403904
Position 226: 0.010565486331167162
Position 1370: 0.010127357761147841
Position 4204: 0.00912553420859671
Position 4369: 0.008475309300536117
Position 2972: 0.007445005317059366
Position 938: 0.0063757134798425276
Position 773: 0.005847428606707913
Position 5746: 0.005281577548739228
Position 1461: 0.004303950102015198
Position 365: 0.004049385966230136
Position 523: 0.003942901556059913
Position 665: 0.0037004177925691727
Position 2317: 0.003597146180138265
Position 1114: 0.003415157535893997
Position 1348: 0.0033335545017192645
Position 3795: 0.0032413047699397088
Position 1356: 0.0030748600784144104
Position 1212: 0.0024710851277825316
Position 4341: 0.0022864179770267752
Position 2959: 0.0020161542884138185
Position 904: 0.0016820657240873436
Position 1012: 0.001662414910464152
Position 612: 0.0012540285786613494
Position 709: 0.001197000570016937
Position 5031: 0.001119768717639481
Position 632: 0.0010240276943840312
Position 1809: 0.0010008908558811758
Position 11: 0.0009522685869199791
Position 1876: 0.0008436971710557621
Position 5107: 0.0008173180217148447
Position 257: 0.0007962140933969447
Position 266: 0.0007262458593327667
Position 2537: 0.000710775529832253
Position 2254: 0.0006984648044608554
Position 594: 0.0004799748168770435
Position 263: 0.0004707410216870535
Position 1024: 0.0003991144950807833
Position 3188: 0.0003518121196979413
Position 45: 0.00031257366022056427
Position 2515: 0.0003015122014678664
Position 730: 0.00024438022087960556
Position 1244: 0.00023739101880605105
Position 330: 0.00023240615406847122
Position 1821: 0.0002261026969297252
Position 926: 0.00019948489520883104
Position 1353: 0.00017472671571592023
Position 1965: 0.00016923403676110828
Position 588: 0.0001640383844487778
Position 1406: 0.00014820856733741778
Position 1168: 0.00014156942952783935
Position 25: 0.00012865125436521755
Position 214: 0.00012029557447538081
Position 1100: 0.0001201189423769791
Position 1390: 0.00011679205464641583
Position 1250: 0.00010630052271532055
Position 1110: 9.775672338524749e-05
Position 1128: 9.669931065158953e-05
Position 285: 8.107675342487088e-05
Position 1608: 8.079073506595392e-05
Position 1315: 7.545952605093946e-05
Position 219: 7.330986283237136e-05
Position 806: 5.965697993146372e-05
Position 827: 5.816503850185369e-05
Position 1079: 4.191031938818032e-05
Position 891: 4.117560540055078e-05
Position 35: 4.089203674980222e-05
Position 250: 3.693189176659329e-05
Position 4180: 3.516341914635102e-05
Position 814: 3.053567169962028e-05
Position 4199: 2.7285684730393927e-05
Position 3894: 2.3992365383112956e-05
Position 3955: 2.1276202137166818e-05
Position 61: 2.1028916799640148e-05
Position 3298: 1.669062529367209e-05
Position 3568: 1.0686392318452077e-05
Position 3370: 9.025528919024807e-06
Position 3001: 8.30611535467775e-06
Position 3328: 6.767487779720131e-06
