Gene = shd
index = 1871
Annotated 5SS: [ 473 5270 6055 6298 6595 6939]
Annotated 3SS: [4974 5459 6119 6354 6722 7014]
SMsplice 5SS: [ 473 4333 5270 6055 6298 6595 6939]
SMsplice 3SS: [4124 4388 5459 6119 6354 6722 7014]
top_k =  500
Partition function (log Z): 19.444841971747234

Sorted 5' Splice Sites (High to Low Probability):
Position 6595: 0.9996232540261188
Position 6939: 0.9992889735312069
Position 6298: 0.9908435539318692
Position 473: 0.9830362919590793
Position 4333: 0.9362621320253014
Position 5270: 0.8829061152441744
Position 6055: 0.5663807437187715
Position 6059: 0.32164087830569527
Position 2549: 0.11995669847803782
Position 5260: 0.10344198943316071
Position 7181: 0.07272897710220082
Position 6070: 0.06146861835592445
Position 108: 0.03916828318003288
Position 4055: 0.02620713526929994
Position 7386: 0.02302740229878025
Position 3672: 0.015952905158656293
Position 7391: 0.015535733425952804
Position 1186: 0.009503017056573073
Position 5988: 0.008497560682399178
Position 3441: 0.0084714682255701
Position 4337: 0.008133969264200139
Position 3676: 0.0064974761939578735
Position 105: 0.006204853034982233
Position 5403: 0.0056284449918457035
Position 5235: 0.005431966353868381
Position 7132: 0.005152058558613889
Position 5753: 0.004946510936883306
Position 4080: 0.0042003161376918865
Position 125: 0.004061791679921207
Position 6309: 0.003012795251206268
Position 5552: 0.002755699001111078
Position 5560: 0.0026140281253224907
Position 2312: 0.0025521763158246604
Position 5393: 0.0017069898093990334
Position 3051: 0.001637513679798618
Position 2248: 0.0016242606089053226
Position 3434: 0.0016234151528591349
Position 150: 0.0015561736369878716
Position 7222: 0.0014041762778400724
Position 3474: 0.0013699113296937128
Position 3683: 0.001245117078286285
Position 312: 0.0012161180559495603
Position 2749: 0.0011994353650900337
Position 4649: 0.0011297904349848419
Position 5651: 0.0010999731588375236
Position 7403: 0.0009222461483770875
Position 1211: 0.0008820956523624771
Position 7160: 0.0008704370958845651
Position 2719: 0.0008550990362225433
Position 4599: 0.0008415523364453668
Position 4950: 0.0007769328811751322
Position 2329: 0.0007094755706951208
Position 816: 0.0006843674445348569
Position 2815: 0.0006595832643573546
Position 7233: 0.0005960502419260255
Position 6016: 0.000540657055922916
Position 6258: 0.0004552577277233616
Position 5642: 0.000442635647659005
Position 2681: 0.0004403291765723574
Position 7117: 0.00044018649769636076
Position 1230: 0.0004293230364721131
Position 82: 0.0004096681120875839
Position 4984: 0.0003777273391212749
Position 1825: 0.00036493897842254956
Position 5640: 0.0003498144356835001
Position 7033: 0.00034064552394000205
Position 94: 0.0002929541873698176
Position 4503: 0.00024971408399569354
Position 205: 0.0002426377751764764
Position 477: 0.0002398447826370801
Position 6302: 0.00020975636609644194
Position 5294: 0.00019678228227400905
Position 5285: 0.00018373857441510155
Position 2802: 0.00017824197097902273
Position 7097: 0.00016748301656773252
Position 6943: 0.00014143496699593023
Position 5807: 0.00012810656578776867
Position 324: 0.00011416360376516056
Position 2733: 0.00010955854326505707
Position 5608: 0.00010888312152878861
Position 5603: 0.00010289562846480512
Position 2848: 9.670640104533317e-05
Position 2928: 8.311900583412722e-05
Position 2703: 7.772549783796973e-05
Position 141: 6.81698235155386e-05
Position 470: 6.628375616309154e-05
Position 5982: 6.287368599464534e-05
Position 808: 6.104784543832728e-05
Position 224: 5.996514153867129e-05
Position 5869: 5.887662290346451e-05
Position 754: 5.3647390710589116e-05
Position 6918: 5.048912798373227e-05
Position 937: 5.048024292050975e-05
Position 7665: 4.569592526716e-05
Position 670: 4.415896610450447e-05
Position 6425: 4.3495142372940934e-05
Position 6304: 3.807968524886205e-05
Position 7176: 3.59724846250969e-05
Position 112: 3.1905802706385045e-05
Position 6599: 3.169639434048987e-05
