Gene = tup
index = 1920
Annotated 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
Annotated 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
SMsplice 5SS: [  605 15792 16869 17167 19082 19306 19580 20285]
SMsplice 3SS: [15601 16737 16977 18960 19142 19363 20055 20347]
top_k =  500
Partition function (log Z): 25.194914157889578

Sorted 5' Splice Sites (High to Low Probability):
Position 19082: 0.9999478467141195
Position 19306: 0.9998541243295023
Position 16869: 0.9977974998222544
Position 19580: 0.9953978638469355
Position 15792: 0.9602389098957484
Position 605: 0.9528055466849351
Position 17167: 0.9315959251737634
Position 20285: 0.634318102170516
Position 17866: 0.4971048638003153
Position 21034: 0.2757186543839298
Position 18501: 0.24040720076809427
Position 18074: 0.211114910740644
Position 20533: 0.07502490274268402
Position 16192: 0.05933660053172849
Position 469: 0.05573005901397858
Position 20297: 0.041179100310877154
Position 18813: 0.041000341869847315
Position 1528: 0.03185083343826811
Position 18544: 0.03159159335894529
Position 15146: 0.031195780350054637
Position 16599: 0.028282731108374527
Position 17913: 0.02365263937736237
Position 15740: 0.02294311966572989
Position 17445: 0.021133332291949466
Position 1387: 0.020295590359646704
Position 16144: 0.01995826934937968
Position 16168: 0.017438811741053526
Position 20615: 0.01685139728277104
Position 18140: 0.014016170927468832
Position 17883: 0.012189300982235989
Position 20810: 0.011912955454551665
Position 16152: 0.011875636429946566
Position 16213: 0.009841858239701604
Position 18808: 0.00871202985441285
Position 18644: 0.008096365640266553
Position 21139: 0.007917844400821517
Position 21616: 0.006842090826248686
Position 21460: 0.006840300029319806
Position 1413: 0.006816967786223062
Position 17101: 0.006047157605221855
Position 18459: 0.005216206639582649
Position 18308: 0.005073824348884367
Position 812: 0.004633955029702258
Position 288: 0.004349730288273368
Position 17473: 0.004344658050054677
Position 1508: 0.003937128509734784
Position 17437: 0.003174721535429085
Position 17657: 0.0030761670437079083
Position 17104: 0.0029587317362611315
Position 18286: 0.0027703875795797406
Position 6844: 0.0026611353707678884
Position 20729: 0.0025260231551246957
Position 21166: 0.0023662782431695135
Position 18121: 0.002336258395732686
Position 21630: 0.002311887776735066
Position 17366: 0.002144420377566534
Position 20692: 0.0018671641295195085
Position 18826: 0.0017069447411315053
Position 12219: 0.001699201883856329
Position 18456: 0.0015396194781547366
Position 19567: 0.0014887074252333467
Position 10193: 0.0013620229697488653
Position 16120: 0.0012966009421499676
Position 21611: 0.0012827229145626331
Position 129: 0.0010335726787019616
Position 18498: 0.001002963850430339
Position 18076: 0.0009480784867341933
Position 19968: 0.0009202688091472894
Position 20651: 0.0008437998480927345
Position 15787: 0.0007968509610796966
Position 112: 0.0007803115107868542
Position 20969: 0.0007558185229361232
Position 15779: 0.0007492243130123289
Position 61: 0.000668477218591546
Position 18529: 0.0006075886751971158
Position 17870: 0.0005137336567769575
Position 17072: 0.0004923202704232656
Position 15796: 0.00047582694500881983
Position 17076: 0.00047028848741188556
Position 17855: 0.00044403131757170044
Position 28: 0.00043070231633604003
Position 19571: 0.0004217626499046498
Position 20690: 0.0004161427363700245
Position 18354: 0.00039499919696413764
Position 19592: 0.00038154371304013657
Position 16507: 0.00035742918536906595
Position 17536: 0.0003404920205410966
Position 1276: 0.0003192520414019689
Position 20301: 0.0003027377255825846
Position 18283: 0.00027909595966269006
Position 20456: 0.0002732185568269247
Position 19675: 0.0002652053561759555
Position 17454: 0.0002646196630439239
Position 229: 0.0002563645166682918
Position 315: 0.0002486968650191389
Position 18176: 0.00024488033791420806
Position 1233: 0.0001895774341093217
Position 19876: 0.0001843495269158625
Position 19424: 0.00018188989821715568
Position 15751: 0.00016605522695999634
Position 19743: 0.00016117933168545935
Position 19993: 0.00015552045382692981
Position 1158: 0.00015199416769740189
Position 16174: 0.00015189003058450976
Position 373: 0.00015119629822129275
Position 19615: 0.00013733003632627805
Position 17802: 0.00012104664688605386
Position 15817: 0.00011585111642074758
Position 19717: 0.00010845587306797789
Position 15744: 9.365102610709229e-05
Position 36: 9.054547334460588e-05
Position 1273: 8.551252940392602e-05
Position 485: 7.922899770625834e-05
Position 206: 7.402430798614129e-05
Position 91: 6.676560853300806e-05
Position 598: 6.469398134478211e-05
Position 65: 5.8524586385956546e-05
Position 204: 5.7569494625391864e-05
Position 432: 5.545087110872892e-05
Position 17780: 4.94326221413075e-05
Position 19089: 3.977158895086623e-05
Position 453: 3.8537605575841535e-05
Position 94: 3.533800285206564e-05
Position 17225: 3.3741201628419684e-05
Position 556: 3.2521643205337566e-05
Position 792: 3.138021810765194e-05
Position 57: 2.837089782535689e-05
Position 946: 2.7313489508810498e-05
Position 773: 2.656228664385551e-05
Position 276: 2.5045883620658924e-05
Position 434: 2.349805961530662e-05
Position 19847: 2.2799981418274885e-05
Position 1174: 1.991438135868913e-05
Position 796: 1.4938399453149267e-05
Position 19850: 1.3825534202154101e-05
Position 40: 1.3715340493643331e-05
Position 19231: 1.2976049976335577e-05
Position 329: 1.0504265940390765e-05
Position 17230: 8.90732100411214e-06
Position 17155: 8.529542194129647e-06
Position 19463: 8.100709564128363e-06
Position 1073: 7.754550242301884e-06
Position 609: 6.322182684270638e-06
Position 323: 5.984030337485307e-06
Position 803: 5.663418358615772e-06
Position 16848: 5.401004388172468e-06
Position 913: 4.889906032457519e-06
Position 20260: 4.7726389040434125e-06
Position 19086: 4.724409077509989e-06
Position 1243: 4.123417193546629e-06
Position 510: 3.447409058175879e-06
Position 16846: 3.383610802775999e-06
Position 1396: 3.10002193975321e-06
Position 16873: 2.454901231627933e-06
Position 1404: 2.306535228723859e-06
Position 19195: 1.8765172527721093e-06
Position 20207: 1.5432357391934334e-06
Position 19236: 1.4147931640933563e-06
Position 54: 1.3948537221449602e-06
Position 261: 1.3357243605531447e-06
Position 448: 1.2533786454519938e-06
Position 446: 1.2308081301225034e-06
Position 17162: 1.0357692494681312e-06
Position 754: 1.0067231367680212e-06
Position 719: 9.926184526957192e-07
Position 19041: 8.159313668759422e-07
Position 270: 8.117495349440364e-07
Position 19803: 5.399921750297555e-07
Position 17313: 4.523662213115996e-07
Position 19368: 3.774664508362464e-07
Position 17: 3.668445936676096e-07
Position 268: 3.5871454578755354e-07
Position 17347: 3.4668557050256605e-07
Position 19657: 3.4497633184764343e-07
Position 20496: 2.6674100736703157e-07
Position 71: 2.0728100343898986e-07
Position 23: 1.7668712158535103e-07
Position 20482: 1.3284666425692444e-07
Position 6: 7.220041823425106e-08
Position 20465: 6.954452534183674e-08
Position 19416: 6.256896162420662e-08
