Gene = GlcAT-P
index = 1188
Annotated 5SS: [   36   970 13148 13903 15382 18007 18313 18889]
Annotated 3SS: [  660 13116 13327 14892 17819 18154 18597 19004]
SMsplice 5SS: [  970 13903 18007 18313 18889]
SMsplice 3SS: [13327 17819 18154 18597 19004]
top_k =  500
Partition function (log Z): 1.2730588443409012

Sorted 5' Splice Sites (High to Low Probability):
Position 970: 0.9980342948345102
Position 18889: 0.9957616963591754
Position 13903: 0.972617962964118
Position 18007: 0.562060643008478
Position 18313: 0.42412762412094784
Position 18003: 0.16761555320033586
Position 12302: 0.13781258320663134
Position 12359: 0.10877690472695561
Position 19218: 0.08652702095615715
Position 19382: 0.07477347577658655
Position 13463: 0.0584086182307407
Position 13148: 0.05689922677510048
Position 13467: 0.03566003181500226
Position 232: 0.0319263316851479
Position 246: 0.02049398482354512
Position 137: 0.019183594569218986
Position 1229: 0.018291727138909142
Position 2563: 0.0171522526670281
Position 19107: 0.016134417257985575
Position 611: 0.015593639686370486
Position 19272: 0.01528630165000624
Position 384: 0.013387841701426414
Position 221: 0.013084610899355963
Position 6287: 0.011502879844369722
Position 32: 0.011409015848294629
Position 14354: 0.010807585534781117
Position 388: 0.010227857513308986
Position 758: 0.009476298344083003
Position 2058: 0.009160538581690233
Position 3011: 0.00911323245423565
Position 2812: 0.008125838740724162
Position 19266: 0.007998547092753988
Position 36: 0.007223289900769768
Position 3055: 0.006101627885416147
Position 4897: 0.005673756647628369
Position 19895: 0.005532617783114126
Position 19130: 0.0030306200482337433
Position 392: 0.002262637258816759
Position 19270: 0.0022005397336121485
Position 19630: 0.002081335869750593
Position 19173: 0.0018134748145703012
Position 400: 0.0017384098723881175
Position 615: 0.0017032891477514625
Position 404: 0.0015926648748286081
Position 402: 0.0015739610140796407
Position 396: 0.0014072308297932024
Position 1028: 0.0012599253838614793
Position 19300: 0.0012341874177829147
Position 298: 0.001202101299194634
Position 128: 0.001000516726544079
Position 18751: 0.0009684771673377133
Position 20238: 0.0009645140180578393
Position 398: 0.0008333432294205826
Position 408: 0.0006441901732851954
Position 214: 0.0005294915382605313
Position 18893: 0.00047025676641226054
Position 597: 0.0004074339153831311
Position 19141: 0.0002986608866266973
Position 382: 0.00023439325040982558
Position 236: 0.00016261013216807855
Position 436: 0.00011322721094837176
Position 25: 0.00011116954881031573
Position 19212: 7.470309143535794e-05
Position 2158: 7.314802231370453e-05
Position 1421: 6.668037292937293e-05
Position 2382: 6.61326713624708e-05
Position 346: 6.080402974317635e-05
Position 609: 4.16184454451625e-05
Position 216: 3.813520468638225e-05
Position 211: 3.6670095570720696e-05
Position 1660: 2.576221462746631e-05
Position 2624: 2.236733548015858e-05
Position 2049: 2.2288703284881355e-05
Position 350: 2.057305867007389e-05
Position 1869: 1.9915625258373033e-05
Position 5007: 1.640537080850423e-05
Position 412: 1.5922732408119827e-05
Position 599: 1.5193828028562292e-05
Position 5009: 1.5117856688458652e-05
Position 19133: 1.5007308361185003e-05
Position 205: 1.3798518454001285e-05
Position 1703: 1.3274210257974084e-05
Position 539: 9.44965147658521e-06
Position 2205: 8.711186503863106e-06
Position 4905: 7.68011811400975e-06
Position 617: 7.520028946479996e-06
Position 866: 7.193764183939112e-06
Position 2252: 7.01279802593269e-06
Position 2620: 6.111381029273059e-06
Position 190: 5.889662887985712e-06
Position 2560: 5.737328501676676e-06
Position 2611: 5.65600360799557e-06
Position 2062: 5.415847419443592e-06
Position 2064: 5.393442240894119e-06
Position 2208: 4.57542742629062e-06
Position 5040: 4.509353663954071e-06
Position 2275: 4.29433385244649e-06
Position 132: 3.7882784432588605e-06
Position 829: 3.7217705206937504e-06
Position 203: 3.624084691655577e-06
Position 19422: 3.585529020608393e-06
Position 3166: 2.0963891751454463e-06
Position 2060: 1.4887048653890486e-06
Position 19165: 1.4824780191280432e-06
Position 951: 1.416420103572468e-06
Position 1294: 1.1641519110202493e-06
Position 974: 1.1194416081232532e-06
Position 3544: 1.0815207029739897e-06
Position 1485: 9.464665943026816e-07
Position 19506: 9.23858937546681e-07
Position 3775: 9.124426199562267e-07
Position 19636: 5.474697257411229e-07
Position 15382: 3.480957456605276e-07
Position 13750: 3.3447505682206684e-07
Position 2172: 2.577249918910717e-07
Position 1202: 2.11514969138196e-07
Position 19344: 1.4319792505808063e-07
Position 19353: 1.3796405842793717e-07
Position 9999: 6.098055669254556e-08
Position 5596: 5.919929187313176e-09
Position 3537: 4.450415421015402e-09
Position 3589: 3.7108388292677296e-09
Position 3410: 2.2901188916437904e-09
Position 1879: 2.0118643427914682e-09
Position 2981: 1.972921711972412e-09
Position 3170: 1.4602070400959516e-09
Position 5530: 1.453357738057498e-09
Position 1549: 2.2195304310629085e-10
Position 1520: 1.4556897602661996e-10
Position 406: 2.1341182294694216e-11
Position 252: 1.5508013337168085e-11
Position 250: 1.541514403582064e-11
Position 318: 1.419850758830367e-11
Position 585: 1.1714113726932444e-11
Position 19: 9.21997677372837e-12
Position 188: 8.2066379099039e-12
Position 497: 2.688351743983313e-12
Position 1497: 1.9277855554537384e-12
Position 1394: 9.481431606653468e-13
Position 1213: 7.504092844180847e-13
Position 1405: 6.151745518059614e-13
Position 678: 5.0628546993047274e-14
Position 40: 3.560941690523243e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 19004: 0.999517184607184
Position 18597: 0.9171355112574556
Position 13327: 0.804375442329437
Position 17819: 0.5638907704028938
Position 18154: 0.4059267373586729
Position 13633: 0.16220917341988755
Position 13116: 0.13318437991355972
Position 12148: 0.13255453850937746
Position 12214: 0.11403494942420955
Position 17501: 0.09890352157880335
Position 660: 0.09451422404495656
Position 17460: 0.09217654060900496
Position 19347: 0.08127147204785527
Position 19435: 0.07439672713314414
Position 18555: 0.07297117671128818
Position 2493: 0.038486813178148005
Position 12610: 0.022746706298578324
Position 845: 0.022441175006874557
Position 866: 0.01660508050702446
Position 503: 0.016392171873984004
Position 1106: 0.015327945945642086
Position 19556: 0.015272265695764325
Position 914: 0.012092900380319923
Position 20186: 0.011384574867627978
Position 20326: 0.008472389848700022
Position 1953: 0.006049104772432601
Position 4779: 0.005840414349671838
Position 19459: 0.005590455723402553
Position 19591: 0.00525111908549846
Position 14149: 0.004059968892930767
Position 19522: 0.003557571144942972
Position 1142: 0.0032939848616868684
Position 6041: 0.002672694015793292
Position 14260: 0.0024504641073893646
Position 19617: 0.0024187349454264486
Position 12467: 0.002182743961809086
Position 6146: 0.0021674247273799525
Position 1612: 0.0021105045848718268
Position 6026: 0.0021092006425760426
Position 5213: 0.002050954054225951
Position 14216: 0.0020458538999998583
Position 197: 0.0014895885641967785
Position 19172: 0.0014670050447092753
Position 2666: 0.0014056818702763202
Position 20493: 0.0013768786676496155
Position 19405: 0.0013524110310739336
Position 5847: 0.0012397807465630653
Position 14257: 0.0011390269712077872
Position 19300: 0.0009346921032630731
Position 19442: 0.0008901894574261786
Position 20460: 0.0008598056353048876
Position 19185: 0.0007947770814554498
Position 1733: 0.0007148906695061996
Position 19477: 0.00070278204748736
Position 20197: 0.0006726096982701983
Position 98: 0.0006286334234521586
Position 20015: 0.0005584119260936898
Position 745: 0.0005538620872021909
Position 807: 0.000546447477423113
Position 19025: 0.0004767494904219726
Position 6211: 0.0004453338769657517
Position 301: 0.0004241960741658171
Position 4796: 0.00039596576486102604
Position 821: 0.0003926112383713106
Position 811: 0.0003709555703243131
Position 4623: 0.00029858838652302395
Position 886: 0.0002985115589648121
Position 20423: 0.000282023216784249
Position 2655: 0.0002268133403400141
Position 721: 0.0002141649407825201
Position 1151: 0.00016392306482042006
Position 298: 0.0001552349955881691
Position 1262: 0.00012910747815592674
Position 825: 0.00012321442037244415
