Gene = bib
index = 1628
Annotated 5SS: [ 502 2311 3083 7818]
Annotated 3SS: [2143 2955 7609 8621]
SMsplice 5SS: [ 502 2311 3083 7818]
SMsplice 3SS: [2143 2955 7609 8621]
top_k =  500
Partition function (log Z): 4.54563819526386

Sorted 5' Splice Sites (High to Low Probability):
Position 502: 0.9988587532750912
Position 2311: 0.9898658518404692
Position 3083: 0.9859958414176812
Position 7818: 0.9841925533347642
Position 7120: 0.18350550111394687
Position 3696: 0.07440862015366903
Position 3762: 0.061132221785525416
Position 8561: 0.03789169493750512
Position 8941: 0.029739535638391823
Position 8030: 0.025996407184502336
Position 7325: 0.021799385572089047
Position 8040: 0.01720638216346588
Position 4251: 0.013964006964849396
Position 7516: 0.012846109784587502
Position 9047: 0.009695113805899092
Position 8995: 0.00911774360322725
Position 6192: 0.008906958148252701
Position 9146: 0.005837818738053983
Position 4446: 0.005655774958894107
Position 8979: 0.00424968963570227
Position 9749: 0.004230108933684378
Position 7107: 0.004222669517751507
Position 10145: 0.003956944765908507
Position 864: 0.0037753713075670443
Position 1951: 0.003290750155370306
Position 8235: 0.00321765792669679
Position 1396: 0.0030984995837679326
Position 8315: 0.0029319767101211136
Position 9071: 0.0028555517644511105
Position 8738: 0.0023966633653214765
Position 10412: 0.002152112339780892
Position 10712: 0.002116429782878996
Position 8712: 0.0020974354567808305
Position 7309: 0.002088233527176381
Position 1042: 0.0017781549952670473
Position 1902: 0.0016464929885025097
Position 8230: 0.00157210659798314
Position 8867: 0.0015601185589212928
Position 9816: 0.0015067615375721286
Position 1878: 0.0013934203367709775
Position 9196: 0.0013759090524814324
Position 95: 0.0013671770117868237
Position 8075: 0.0012827375127208163
Position 1245: 0.001144938398117931
Position 181: 0.00112477351727826
Position 8809: 0.0010233914137514463
Position 9092: 0.0009488047034191022
Position 76: 0.0008944687883105478
Position 2700: 0.0008514825149307343
Position 8019: 0.0008079011062010321
Position 2601: 0.000777482989761955
Position 3149: 0.0007662601009910695
Position 9578: 0.0006846021829067241
Position 6040: 0.0006287934017280628
Position 127: 0.0005852259613269896
Position 4157: 0.0005656693320678795
Position 1534: 0.0005379623166785445
Position 7089: 0.0005210906436388139
Position 7043: 0.0005100334777152217
Position 5165: 0.0004891687730563584
Position 10725: 0.0004732789982631783
Position 9076: 0.00044908301836415934
Position 8744: 0.00044364773393956074
Position 3934: 0.0004343850738400734
Position 10328: 0.0004050251846451713
Position 7872: 0.00039663837565276166
Position 6104: 0.0003523764025993304
Position 4258: 0.0003515430844848072
Position 9217: 0.0003248049136583332
Position 4057: 0.0002914007595611432
Position 7716: 0.0002705640760959106
Position 3994: 0.00025280782952819214
Position 941: 0.00024746679224879126
Position 120: 0.0002462797402907662
Position 5369: 0.0002448120940295814
Position 7982: 0.00023612823939793954
Position 1313: 0.0002320971230779515
Position 743: 0.00021795235674139236
Position 3820: 0.00021686325663502324
Position 89: 0.00021390408168583253
Position 762: 0.00020527883112941584
Position 1563: 0.00019562604484843507
Position 393: 0.00018569170039737894
Position 2705: 0.00018476272950829152
Position 7814: 0.000179015911193445
Position 4879: 0.00017219520797008214
