Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  500
Partition function (log Z): -4.399914366678496

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9914362185855846
Position 787: 0.43929331595829363
Position 973: 0.08728917218469295
Position 962: 0.07601149558353665
Position 199: 0.04020957500969815
Position 204: 0.03817814291078151
Position 1306: 0.03423855566375703
Position 571: 0.0269372709077685
Position 835: 0.01746137697917022
Position 565: 0.013299042836630724
Position 171: 0.012216315656575619
Position 839: 0.007507332862473577
Position 259: 0.0037637963167775827
Position 1036: 0.0033122437481792875
Position 175: 0.0031760348873307704
Position 645: 0.002810434326297608
Position 696: 0.0014766301196262438
Position 7: 0.0010936667619730275
Position 750: 0.0007219096842496259
Position 871: 0.0005845463365086804
Position 814: 0.0005088641562569377
Position 319: 0.00046613865322724297
Position 666: 0.000340211895715803
Position 542: 0.0002607529969278661
Position 811: 0.00022701690489108721
Position 933: 0.00011813322312729464
Position 148: 7.835060485037189e-05
Position 334: 4.245527528934398e-05
Position 658: 4.098608973831631e-05
Position 544: 3.222977455659937e-05
Position 106: 2.7851262660908412e-05
Position 1406: 2.447646326114614e-05
Position 399: 2.2634833780864894e-05
Position 1349: 8.624810074380216e-06
Position 125: 7.10853788012569e-06
Position 441: 6.0060635336165914e-06
Position 12: 2.043618962586483e-06
Position 83: 1.2196190039958909e-06
Position 342: 1.1993194334974245e-06
Position 455: 9.115385716130066e-07
Position 371: 8.332448990817404e-07
Position 101: 5.657534593591181e-07
Position 350: 3.387521066951119e-07
Position 128: 2.0171526940366064e-07
Position 285: 1.640393360329002e-07
Position 322: 1.1478340423997248e-07
Position 345: 1.0642911509045875e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7487704519012918
Position 501: 0.4193592317695979
Position 491: 0.3993234334560721
Position 633: 0.05990618850638429
Position 285: 0.05311896828605555
Position 270: 0.03814307466310241
Position 1359: 0.021089010779617466
Position 1189: 0.017737924764815234
Position 835: 0.013826468595646452
Position 871: 0.00608935730555142
Position 1369: 0.004223521742425656
Position 1448: 0.003635290950032733
Position 318: 0.003546308064957076
Position 1438: 0.0018877927578063506
Position 290: 0.001599875262348086
Position 1403: 0.0014711699823723129
Position 1428: 0.0013920100777136707
Position 990: 0.0010875325781915751
Position 1093: 0.0009906868991387584
Position 1463: 0.0009285090232859622
Position 933: 0.0007642487235817155
Position 972: 0.0005664506757844148
Position 571: 0.000550062291386948
Position 1023: 0.0005120655536635765
Position 608: 0.0005101103759785661
Position 113: 0.0005077653085735731
Position 888: 0.00033208983164373336
Position 313: 0.0002852092983349659
Position 956: 0.00021183003616579875
Position 1559: 0.00020497420223876514
Position 1458: 0.00018261168615475658
Position 577: 0.00016079114481680799
Position 334: 8.225771577345393e-05
Position 148: 6.96411699571075e-05
Position 778: 6.29403952502158e-05
Position 655: 3.4238544695364164e-05
Position 639: 2.4932186286897628e-05
Position 658: 2.363675130156171e-05
Position 1484: 7.370821295715924e-06
Position 345: 6.894150485570703e-06
Position 1504: 4.500107093989899e-06
Position 322: 2.308404377645039e-06
Position 168: 7.671167865401074e-07
Position 359: 6.767548981142248e-07
Position 338: 4.4928185273400106e-07
Position 155: 3.7209513355955105e-07
Position 455: 1.7498885863420421e-07
Position 342: 1.44819091049625e-07
Position 729: 1.1743918264105351e-07
Position 356: 7.4258231451728e-08
Position 588: 3.8158337726119055e-08
Position 645: 2.029962166312958e-08
Position 738: 1.7551615829431934e-08
Position 350: 1.2463456553959356e-08
Position 671: 4.317910315482784e-09
Position 371: 4.126629555021375e-09
Position 185: 3.1851968536920975e-09
Position 696: 3.110120065673618e-09
Position 187: 9.193828740461549e-10
Position 199: 5.168506011544032e-11
