Gene = Rpp30
index = 1457
Annotated 5SS: [147 395 518 847]
Annotated 3SS: [206 448 571 908]
SMsplice 5SS: [147 395 518 847]
SMsplice 3SS: [206 448 726 908]
top_k =  500
Partition function (log Z): 2.9750005064445926

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9819310262326875
Position 395: 0.9816772739994837
Position 847: 0.9100643282277785
Position 518: 0.8061892089536329
Position 638: 0.019212614278474583
Position 151: 0.006548220674628573
Position 659: 0.006193222571769717
Position 665: 0.004283558385492806
Position 798: 0.0005784084912223905
Position 1094: 0.00045208840648456515
Position 270: 0.0003997508819857976
Position 836: 0.00026794796265322405
Position 140: 0.0002516703122898826
Position 25: 0.00019083209627447805
Position 669: 0.00018038528288820426
Position 532: 0.00017860785821730983
Position 1132: 9.883259154793044e-05
Position 1171: 5.94269072215093e-05
Position 425: 4.358744965577738e-05
Position 883: 3.933086246119512e-05
Position 374: 3.676007925584895e-05
Position 1176: 3.52797443977973e-05
Position 782: 3.313761505217765e-05
Position 679: 2.8113631435028383e-05
Position 15: 2.7161388726488376e-05
Position 368: 2.5587570047512287e-05
Position 522: 2.325133382938846e-05
Position 1213: 1.8648044679687713e-05
Position 625: 1.654467934869597e-05
Position 380: 1.3132453498968859e-05
Position 274: 9.802873678627497e-06
Position 795: 8.063376252045898e-06
Position 1034: 7.461144035317141e-06
Position 995: 7.426161736595293e-06
Position 433: 3.0545230753938382e-06
Position 1017: 2.840803256542228e-06
Position 445: 2.6932782220151938e-06
Position 1256: 2.6396413879583703e-06
Position 998: 2.432681417148117e-06
Position 1221: 2.092224914636752e-06
Position 237: 1.7538312683587491e-06
Position 1251: 1.5159026771414675e-06
Position 322: 1.4628909308455482e-06
Position 772: 1.4191199691759516e-06
Position 113: 1.2625008231879544e-06
Position 617: 8.335038006725691e-07
Position 115: 7.027702396683871e-07
Position 472: 6.29510048524331e-07
Position 892: 3.9404999014312716e-07
Position 450: 1.658060601165896e-07
Position 221: 3.6539360160745766e-08
Position 200: 3.350121410856402e-08
Position 439: 2.3341970087579768e-08
Position 283: 1.2260200588958214e-08
Position 452: 1.0221542123456278e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 206: 0.9877950669131135
Position 448: 0.9693243874651234
Position 908: 0.9014705428261046
Position 726: 0.6061482543975025
Position 931: 0.07350693702486726
Position 650: 0.07104813618749879
Position 571: 0.054967866595637835
Position 658: 0.028400917567020782
Position 767: 0.004882386734274248
Position 503: 0.003234416075460303
Position 751: 0.003109730354711319
Position 730: 0.002533122605322501
Position 795: 0.0025312821458063567
Position 877: 0.0019126456282310515
Position 1274: 0.0017817680761692675
Position 792: 0.0013020774676212482
Position 472: 0.0007036416264493614
Position 1027: 0.0006581964167773217
Position 984: 0.0005801692539054787
Position 1055: 0.00039942677880656615
Position 249: 0.00039397189476978025
Position 933: 0.00034474190499776686
Position 817: 0.0002678795979137357
Position 87: 0.00021653949615825675
Position 450: 0.00016722688652717733
Position 772: 0.00016589913237360755
Position 1200: 0.00016274860804864685
Position 328: 0.00013651657884706058
Position 301: 0.0001323018805695228
Position 221: 0.00012772773675749633
Position 1241: 0.00010123141907408836
Position 742: 9.286406263666396e-05
Position 857: 8.118752637092302e-05
Position 371: 7.351352418030363e-05
Position 235: 7.128522746034074e-05
Position 990: 5.508707810349159e-05
Position 349: 4.707954668453987e-05
Position 778: 3.534280129536706e-05
Position 1171: 3.281477879742729e-05
Position 1062: 3.1273202941966126e-05
Position 1302: 2.8053626127786822e-05
Position 1213: 1.1626581455511588e-05
Position 1221: 1.161019756770146e-05
Position 1296: 1.1570200837314921e-05
Position 1324: 8.777290261627599e-06
Position 522: 8.512601333448882e-06
Position 851: 8.26648830994553e-06
Position 883: 7.704017636350777e-06
Position 665: 7.426099175430124e-06
Position 1117: 5.356336622692765e-06
Position 334: 3.5631158169151725e-06
Position 532: 3.5295524899233836e-06
Position 280: 3.4251071951937838e-06
Position 1092: 1.43708747556896e-06
Position 319: 1.4370116759479678e-06
Position 1132: 1.389347822215209e-06
Position 256: 1.269233790644547e-06
Position 865: 1.056934299944943e-06
Position 1179: 7.100970379248549e-07
Position 322: 3.803997283588915e-07
Position 1321: 3.249753777883065e-07
Position 421: 2.759839210751739e-07
Position 172: 2.464675669801536e-07
Position 237: 1.570675399230308e-07
Position 175: 1.472958566566907e-07
Position 103: 6.430636000852823e-08
Position 425: 5.3831339535740186e-08
Position 351: 4.362946841486497e-08
Position 61: 2.680158049618282e-08
Position 398: 2.2896305287763033e-08
Position 307: 2.0384916927544415e-08
Position 69: 1.105025426308175e-08
Position 147: 1.7953905522790662e-10
Position 136: 1.6425589091441968e-10
Position 339: 2.629653596579483e-11
Position 292: 1.304000135588326e-11
Position 151: 3.480306673266832e-15
Position 155: 2.3288519900558265e-17
