Gene = nab
index = 1813
Annotated 5SS: [ 602 4709 5694 6566 6763]
Annotated 3SS: [4435 4818 6473 6686 6847]
SMsplice 5SS: [ 602 4709 6566 6763]
SMsplice 3SS: [4435 4818 6686 6847]
top_k =  500
Partition function (log Z): 9.646969890030128

Sorted 5' Splice Sites (High to Low Probability):
Position 4709: 0.999341336107566
Position 602: 0.9856987124276884
Position 6566: 0.9173553756497582
Position 6763: 0.8364500238765318
Position 2356: 0.5348486484055892
Position 5320: 0.448410836481002
Position 1409: 0.28858323839118327
Position 5694: 0.2842649815560325
Position 2694: 0.23671941723564355
Position 2534: 0.22033709531960274
Position 2690: 0.14762866083103177
Position 3889: 0.10297060552094855
Position 1825: 0.09379118361403727
Position 6767: 0.08679283470222045
Position 3893: 0.0826270508114799
Position 3073: 0.0477547884773979
Position 1247: 0.03627680378551239
Position 2389: 0.02899929721407345
Position 6577: 0.02845110817518076
Position 2581: 0.023905000054919624
Position 2128: 0.02185057425219051
Position 5906: 0.019953331786426196
Position 2135: 0.01354839858582429
Position 1931: 0.013467126112112435
Position 2317: 0.01281287532479872
Position 5894: 0.011110264314857985
Position 4288: 0.00925950370317389
Position 3907: 0.00807692202694403
Position 913: 0.007821083619139196
Position 2142: 0.005519831304303025
Position 2308: 0.005161951543359651
Position 5043: 0.0050993255339557755
Position 1490: 0.004943832823242701
Position 1698: 0.003257062365234509
Position 5391: 0.0031120872060801546
Position 1694: 0.003043363869804565
Position 3837: 0.00287113434728937
Position 1458: 0.0026166288733250943
Position 5854: 0.0025891690155607906
Position 5531: 0.002153329990956268
Position 5777: 0.002150375309766226
Position 3624: 0.0018673941150297688
Position 213: 0.0013969017371242942
Position 6570: 0.0013966941885879386
Position 1472: 0.0011467320775667218
Position 1527: 0.001014204577338274
Position 1668: 0.0010048221487632854
Position 707: 0.0009030368537795929
Position 5121: 0.0008688831265406752
Position 1788: 0.0007798072202734091
Position 1993: 0.0006310214508828915
Position 5274: 0.0005662951599867473
Position 5393: 0.0005576528001220623
Position 714: 0.000494025393481978
Position 2155: 0.00046297283885116884
Position 748: 0.00039615723081171805
Position 968: 0.00038905951580670467
Position 62: 0.0003734848351697094
Position 114: 0.0003712692533579248
Position 606: 0.000310295847204569
Position 5092: 0.00030422269707939956
Position 2184: 0.000289382163403851
Position 1163: 0.0002576146655690905
Position 7120: 0.00024453011531309834
Position 2543: 0.00024097535242662455
Position 1347: 0.00023900480971515925
Position 94: 0.00022851125877406154
Position 6870: 0.00022646269160788305
Position 6771: 0.00021863007304321602
Position 4676: 0.00019972436891646912
Position 5947: 0.00019683789396120037
Position 1487: 0.00017577188642254856
Position 1033: 0.00014693189117294145
Position 1942: 0.00013903752506836943
Position 48: 0.00013683761332935354
Position 39: 0.00012964954236175017
Position 6773: 0.0001276594681557237
Position 1434: 0.00012083107405446834
Position 1233: 0.0001179273322106755
Position 637: 0.00011568440116763603
Position 6974: 0.00010857225676840526
Position 6797: 0.00010335924895758783
Position 4915: 0.0001031655637458081
Position 202: 9.930565117146256e-05
Position 629: 8.315257467240697e-05
Position 2567: 7.799008190846355e-05
Position 1765: 7.779546842951979e-05
Position 757: 7.140478357045144e-05
Position 53: 7.084371137918799e-05
Position 5422: 6.762158539067713e-05
Position 1041: 4.997680899047463e-05
Position 117: 4.937449306786967e-05
Position 1981: 4.5275665499745693e-05
Position 7049: 4.150172064748997e-05
Position 5504: 3.925037449405985e-05
Position 1740: 3.672520076401315e-05
Position 900: 3.425071534069762e-05
Position 4659: 3.2908065898737744e-05
Position 2590: 3.12307690143916e-05
Position 131: 2.635477994649616e-05
Position 689: 2.5053689582136648e-05
Position 193: 2.48261098979145e-05
Position 694: 2.4237066888826365e-05
Position 7238: 2.2471817145381815e-05
Position 5131: 2.168490746451663e-05
Position 112: 1.931141871204354e-05
Position 5712: 1.8343982491985098e-05
Position 2169: 1.828236614458609e-05
Position 2011: 1.8124644876794415e-05
Position 241: 1.7352913757458383e-05
Position 2121: 1.6616419729183133e-05
Position 765: 1.5593752249447857e-05
Position 5724: 1.5149209611608781e-05
Position 861: 1.4137868484870546e-05
Position 6963: 1.2824468426256469e-05
Position 5028: 1.1733158032510464e-05
Position 2175: 1.124326255878753e-05
Position 926: 1.0563998584538047e-05
Position 75: 9.272853902600284e-06
Position 124: 8.982469661994991e-06
Position 5071: 8.804773634488674e-06
Position 270: 7.482142704057078e-06
Position 7184: 7.026466661877453e-06
Position 5736: 6.8085896545967875e-06
Position 802: 4.6805055199904396e-06
Position 7189: 4.307753675844791e-06
Position 609: 3.649785452930036e-06
Position 5186: 2.8283356717159826e-06
Position 200: 2.682191182875448e-06
Position 5762: 2.5613911057137824e-06
Position 206: 2.257301685756299e-06
Position 7247: 1.168779793213854e-06
Position 4938: 1.1383756975704653e-06
Position 446: 1.0820749433984592e-06
Position 426: 9.992953350401426e-07
Position 260: 5.8259001427762e-07
Position 322: 5.0233078285797e-07
Position 134: 4.804207679981291e-07
Position 172: 4.217763910100853e-07
Position 254: 2.974998544781121e-07
Position 822: 2.0945910364401455e-07
Position 483: 1.9422443663127018e-07
Position 272: 1.159151307493345e-07
Position 230: 5.1143117649974766e-08
Position 560: 4.673171221006777e-08
Position 347: 4.2170256548421754e-08
Position 474: 3.194254655936175e-08
Position 697: 1.9526808291163197e-08
Position 487: 9.222565024770945e-09
Position 187: 5.2976768598401316e-09
Position 865: 4.088449997728843e-10
Position 534: 3.6765727645484466e-11
Position 680: 8.066389513405831e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4818: 0.9990887302074974
Position 6686: 0.996809729814878
Position 4435: 0.9447996885489666
Position 6847: 0.9106918254675118
Position 1886: 0.794336345453888
Position 2421: 0.45314959575287106
Position 6473: 0.2154386699738555
Position 5810: 0.2053998979708665
Position 2951: 0.1492678856725701
Position 987: 0.07720470099074539
Position 1020: 0.06378508060953243
Position 1754: 0.0625268129976566
Position 5950: 0.0615756243280599
Position 1346: 0.05344882915798175
Position 6394: 0.047785444459841
Position 6220: 0.04670671272477551
Position 5486: 0.04561146312528947
Position 2444: 0.04314141719636932
Position 887: 0.03300913117801991
Position 1553: 0.032934816064423125
Position 6111: 0.029201777868465836
Position 3266: 0.026107880834859588
Position 4327: 0.0255738067132362
Position 1091: 0.0251434799338778
Position 2468: 0.024651978743857317
Position 1105: 0.02194368565895123
Position 5977: 0.020586761251345773
Position 6895: 0.01345528869388493
Position 812: 0.012217516479042031
Position 6060: 0.012124478915893834
Position 2777: 0.012079860520741607
Position 865: 0.01200440594606149
Position 5846: 0.011662477777004573
Position 1273: 0.011234843300269005
Position 967: 0.010588397257452562
Position 1718: 0.01023915351128776
Position 2590: 0.0099934513948253
Position 6241: 0.009345223821734581
Position 6233: 0.005303134457742764
Position 2636: 0.005259259712985217
Position 5552: 0.005031973968907399
Position 680: 0.004502833983327122
Position 3244: 0.004335333932593803
Position 5564: 0.0038566324051166243
Position 827: 0.003725764834257019
Position 768: 0.00356442829924972
Position 1864: 0.0034705653161600817
Position 2968: 0.00334079407396198
Position 926: 0.002971509497948505
Position 5749: 0.002443676006919673
Position 689: 0.002414319311954497
Position 2764: 0.0020887943797045128
Position 5760: 0.0020250687877882783
Position 5986: 0.0017202896252757724
Position 1694: 0.0014665728647942605
Position 5435: 0.0014572584608875826
Position 1352: 0.0012770428553752786
Position 757: 0.0012110104213698936
Position 802: 0.0009131960087077963
Position 1201: 0.0008771593306507129
Position 5168: 0.0008406606346175459
Position 2062: 0.0007554968267816172
Position 3328: 0.0007032047223067976
Position 1367: 0.0006768050890534492
Position 6737: 0.0006649398542951364
Position 347: 0.0005552148339768128
Position 7165: 0.0005526723768580681
Position 2028: 0.0005431900801559694
Position 165: 0.0005412659733713688
Position 5521: 0.00042039436920720196
Position 5390: 0.00041627449114603894
Position 1222: 0.0003736426656819246
Position 6810: 0.00035712207556125856
Position 2379: 0.0003472515251201938
Position 112: 0.0003392106931511094
Position 5741: 0.0003297117799201907
Position 5198: 0.0003191456163800853
Position 1363: 0.00031082891452832603
Position 654: 0.00030625257673652423
Position 288: 0.0002878308035413061
Position 2645: 0.0002726526934384612
Position 7032: 0.00023789521511567455
Position 1390: 0.00023225980986365017
Position 490: 0.00022994592176737316
Position 6692: 0.00021925348630108554
Position 7300: 0.0002072256714450531
Position 644: 0.00020479927607267677
Position 400: 0.00019055084799431672
Position 6688: 0.00017740310950460517
Position 426: 0.0001746645175268037
Position 5092: 0.00017099024602315946
Position 4759: 0.0001540869309054313
Position 6069: 0.0001527403365827189
Position 6003: 0.00014212392282707248
Position 358: 0.00014014633853890284
Position 2059: 0.0001362352230670195
Position 3175: 0.00012676267236791017
Position 694: 0.00012448108586164008
Position 1179: 0.00012330147217381874
Position 6956: 0.00011002794754401228
Position 6649: 8.302282522774575e-05
Position 5120: 7.155350178522803e-05
Position 7241: 7.024142367554854e-05
Position 117: 6.961438898729016e-05
Position 172: 5.47876115204234e-05
Position 3287: 4.305302005940656e-05
Position 7213: 4.151122645740489e-05
Position 1402: 4.0291563985437403e-05
Position 134: 3.978855994091496e-05
Position 432: 2.8307494985950857e-05
Position 4889: 2.5206280087674952e-05
Position 1376: 2.1732807600613637e-05
Position 7179: 2.085421323390896e-05
Position 127: 1.9205721564362476e-05
Position 5206: 1.8520343381690614e-05
Position 5141: 1.4624685325770636e-05
Position 6869: 1.3319398983410747e-05
Position 6901: 1.2472342504252812e-05
Position 5003: 1.2440959070846647e-05
Position 92: 1.235735555686864e-05
Position 5417: 1.2266918577048765e-05
Position 707: 6.691339201870367e-06
Position 704: 6.426461450926184e-06
Position 5372: 6.100530667339967e-06
Position 713: 5.242828790953623e-06
Position 2344: 4.479563454268969e-06
Position 1469: 3.8178278746651515e-06
Position 446: 2.3242165864644548e-06
Position 5071: 1.6202181361966877e-06
Position 494: 9.515576362387205e-07
Position 4947: 9.139708381158555e-07
Position 567: 5.261335920696023e-07
Position 5068: 5.009766143074198e-07
Position 5131: 3.69299165513077e-07
Position 462: 2.9853279844464073e-07
Position 772: 2.4228464382743046e-07
Position 548: 1.8985030230770042e-07
Position 5294: 1.6469300538312544e-07
Position 374: 1.3667599226831984e-07
Position 5359: 1.0252343748287255e-07
Position 515: 2.9285347905891055e-08
Position 513: 5.142991304163733e-09
Position 371: 2.7875530391361445e-09
Position 94: 6.851996555316251e-10
Position 365: 5.682869240472812e-10
Position 386: 2.6720595337680184e-11
Position 573: 1.1093743675475387e-12
Position 584: 3.094041862980794e-13
