Gene = Muc68D
index = 1292
Annotated 5SS: [26]
Annotated 3SS: [82]
SMsplice 5SS: [26]
SMsplice 3SS: [82]
top_k =  500
Partition function (log Z): -10.347525478732173

Sorted 5' Splice Sites (High to Low Probability):
Position 26: 0.9796377925347595
Position 797: 0.326601622623588
Position 607: 0.028513469627600593
Position 662: 0.023714765841488326
Position 1313: 0.022494757016315686
Position 1280: 0.019659466271482233
Position 334: 0.01941466292299809
Position 989: 0.01549320362173807
Position 1295: 0.012897266746207038
Position 1517: 0.00600150729170565
Position 192: 0.004881153506596942
Position 1415: 0.004769184179518703
Position 209: 0.004386554572960087
Position 977: 0.003606168240673278
Position 22: 0.003271045253292701
Position 1499: 0.0028117175439124347
Position 1922: 0.0023496735447617943
Position 3485: 0.0019505103546886924
Position 36: 0.0019103326272996363
Position 1484: 0.0018500795913000219
Position 410: 0.0016795786909224255
Position 1586: 0.001517639401303702
Position 844: 0.0014186031009668925
Position 1397: 0.0014134668387948697
Position 275: 0.0013799581472135505
Position 1178: 0.0013210786416707476
Position 1382: 0.0012697789073842962
Position 1688: 0.0009151424365168265
Position 1076: 0.0008957395127886325
Position 1889: 0.0007760461617687279
Position 1703: 0.0007703392912616061
Position 30: 0.0006215936385007828
Position 1787: 0.0005725087548467418
Position 277: 0.0005077870373898608
Position 5: 0.0004998156407229436
Position 252: 0.00042926983447110856
Position 785: 0.00038728731116809687
Position 2090: 0.0003501269753333398
Position 1952: 0.0003427577145632271
Position 414: 0.0002459693093200386
Position 596: 0.00015142947003035168
Position 1091: 0.0001389727926033975
Position 1047: 0.0001330790540469022
Position 622: 3.7241581898425276e-05
Position 677: 3.667546362895247e-05
Position 82: 3.1210658723506976e-05
Position 746: 2.5502588750882733e-05
Position 1211: 2.1276776496957812e-05
Position 1193: 1.5373329253910564e-05
Position 140: 1.4968643613067396e-05
Position 855: 1.4140885629181324e-05
Position 1012: 1.2710398339868962e-05
Position 169: 9.417035220497339e-06
Position 488: 9.416562745771346e-06
Position 49: 9.316858998865769e-06
Position 493: 8.306087938229242e-06
Position 1240: 5.523054753911883e-06
Position 358: 1.9059119586336853e-06
Position 69: 1.3718181835480379e-06
Position 890: 1.0979150007573494e-06
Position 800: 5.786331062547589e-07
Position 680: 5.392376258942669e-07
Position 875: 1.655070122961352e-07
Position 153: 2.377633570509113e-08
Position 88: 5.218280427589486e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 82: 0.9384292212961892
Position 1123: 0.07412124731554337
Position 1366: 0.06611975926200052
Position 4389: 0.03776772541683408
Position 1468: 0.026290316408140064
Position 1570: 0.025542735267313568
Position 3073: 0.02483091122420931
Position 2272: 0.022433029154118742
Position 2773: 0.0188546385539475
Position 3274: 0.01827419425230926
Position 1060: 0.017374172898045253
Position 2569: 0.014733062165793308
Position 2074: 0.014412601200498854
Position 1771: 0.014161096208502208
Position 1975: 0.013673917880936689
Position 862: 0.013583426504345056
Position 2971: 0.012501281430307286
Position 1162: 0.011482111438253317
Position 2371: 0.01061107079075781
Position 3172: 0.010279024966319217
Position 1033: 0.009892799298342957
Position 886: 0.009542285396081214
Position 2872: 0.008378616639855709
Position 2173: 0.007981619299401733
Position 516: 0.0076253261472524845
Position 2470: 0.007168236521573809
Position 410: 0.006572432519376634
Position 4741: 0.005685807494654882
Position 865: 0.0053238659475473024
Position 875: 0.005135449784974071
Position 1076: 0.004682129828453749
Position 270: 0.003870023870062256
Position 488: 0.0038473893058215487
Position 961: 0.003324054692311198
Position 120: 0.0032470911269366527
Position 934: 0.0026968967792224056
Position 709: 0.002567922140251291
Position 1339: 0.002319448492373957
Position 712: 0.001966017314588956
Position 1645: 0.0019583225472130763
Position 3553: 0.0019505103546886935
Position 3349: 0.0018946898455886995
Position 69: 0.0018456187503338736
Position 1135: 0.0009431991802537759
Position 2947: 0.0008399560741788114
Position 1174: 0.0007299064698596265
Position 1543: 0.0006858891035690491
Position 606: 0.0006680031068418325
Position 1846: 0.0005900069297899257
Position 1237: 0.0005894752565956009
Position 2644: 0.0005741687246151973
Position 1441: 0.0005474996134519919
Position 1086: 0.0004461833899498086
Position 557: 0.00044342021606205186
Position 893: 0.0003888663125083298
Position 1036: 0.0003439478436961082
Position 737: 0.00021234762664056137
Position 823: 0.00015912619957449676
Position 785: 0.00015685501167823324
Position 1342: 0.00014007797784984413
Position 1264: 0.0001264150280331176
Position 86: 0.00011917753041421762
Position 721: 0.00011713492737465914
Position 973: 8.514060943907757e-05
Position 596: 7.501250607342659e-05
Position 583: 6.260044942060806e-05
Position 844: 6.078021501933451e-05
Position 330: 4.893367448186556e-05
Position 658: 4.634418727051285e-05
Position 88: 3.4792807384013746e-05
Position 622: 1.1709089600320974e-05
Position 662: 2.7339377298991748e-06
Position 746: 2.703724224283852e-06
Position 691: 2.051335262073976e-06
Position 327: 7.051633075591541e-07
Position 686: 6.959222970779247e-07
Position 240: 5.647294898062511e-07
Position 673: 5.501458731629075e-07
Position 132: 1.8559234697911902e-07
Position 164: 1.8206865434694359e-07
Position 169: 1.2088036195557553e-07
Position 166: 8.822055002850895e-08
Position 49: 8.448496676761623e-09
Position 356: 3.5706394643282396e-09
Position 181: 2.078133389285895e-09
Position 365: 1.9856702115346187e-09
Position 345: 2.2758301260048369e-10
