Gene = Rbsn-5
index = 1411
Annotated 5SS: [ 927 1596]
Annotated 3SS: [ 984 1660]
SMsplice 5SS: [ 927 1596]
SMsplice 3SS: [ 984 1660]
top_k =  500
Partition function (log Z): -6.164027125976828

Sorted 5' Splice Sites (High to Low Probability):
Position 1596: 0.9812741842905702
Position 927: 0.5343955634969653
Position 798: 0.08581298945283966
Position 931: 0.06443405881592518
Position 38: 0.05779952195998483
Position 141: 0.03322559195975651
Position 593: 0.03232552624333129
Position 33: 0.026665996647234968
Position 570: 0.02311602975318395
Position 904: 0.01428834893656588
Position 188: 0.009048516547708696
Position 486: 0.008822300302706492
Position 1140: 0.008452005949635083
Position 811: 0.007319933338870085
Position 958: 0.004232971918677223
Position 510: 0.0030722708154208543
Position 886: 0.002314623944039399
Position 867: 0.002210974938250352
Position 1373: 0.0019743982607418995
Position 1255: 0.0018856112800529105
Position 1193: 0.001489283294688061
Position 368: 0.0014113897489788408
Position 345: 0.001174307888120221
Position 173: 0.0008936018045627559
Position 358: 0.0007838445410874716
Position 871: 0.0005705199438328732
Position 822: 0.0004142431743964964
Position 111: 0.00040406951713912407
Position 624: 0.00034705307446600346
Position 306: 0.00029789084400270766
Position 801: 0.00028776075255772157
Position 1156: 0.0002579228326308649
Position 1483: 0.00024887678106859016
Position 1600: 0.0002183892155927274
Position 762: 0.0001841301086497417
Position 122: 0.0001683831831017368
Position 585: 0.0001520221819674936
Position 646: 0.00014959272187833712
Position 161: 0.0001417659530907435
Position 494: 9.843751231189075e-05
Position 71: 7.220540933572351e-05
Position 1567: 6.777918070124161e-05
Position 1173: 6.360966029413828e-05
Position 96: 6.21707297995961e-05
Position 136: 4.705656175433415e-05
Position 816: 4.662432408114767e-05
Position 834: 4.399809840214692e-05
Position 782: 4.295751232384242e-05
Position 1843: 3.68828012390888e-05
Position 262: 2.42093046952765e-05
Position 1061: 2.313171865208746e-05
Position 714: 1.7289800003138784e-05
Position 752: 1.534223081808291e-05
Position 1687: 1.3923409191610717e-05
Position 806: 1.3812986158992653e-05
Position 825: 1.3292171749693105e-05
Position 1554: 1.0739912208314514e-05
Position 1711: 9.123129090304622e-06
Position 333: 7.992448868635633e-06
Position 1459: 2.0652483813201105e-06
Position 1111: 1.922611466132724e-06
Position 150: 5.624265557681699e-07
Position 631: 1.3122473212885843e-07
Position 814: 8.689723794632461e-11
Position 1560: 2.957394735833604e-11
Position 499: 1.944399175654204e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1660: 0.9818917561187535
Position 984: 0.7574547037516489
Position 509: 0.059371834152950984
Position 99: 0.0411991459109352
Position 655: 0.036053680552339464
Position 1499: 0.008257072371930492
Position 1213: 0.006997819462023941
Position 1015: 0.003639591488693047
Position 993: 0.002628587575115726
Position 612: 0.002204190441986127
Position 1202: 0.0019520482544794974
Position 1448: 0.0016593656365091918
Position 282: 0.0013599431301695329
Position 1254: 0.0010720519444596599
Position 186: 0.001060425216268208
Position 1012: 0.0009524248762512033
Position 852: 0.0009199940854697801
Position 127: 0.0006351954756854591
Position 431: 0.0005860741739575894
Position 1139: 0.0005326657494720713
Position 1031: 0.00046653283205935157
Position 1338: 0.0003969684409184309
Position 733: 0.0003220008668573121
Position 1771: 0.00024679872070848297
Position 1539: 0.0002069938796157353
Position 1691: 0.00020550791377761627
Position 1428: 0.00016385926781841253
Position 445: 0.00011606052969714443
Position 1741: 0.00010706716458782024
Position 209: 8.844309915035155e-05
Position 646: 7.615347256724976e-05
Position 1699: 5.8631586857249504e-05
Position 1028: 3.008462000767925e-05
Position 1834: 2.802515069680881e-05
Position 1892: 2.6203163419738194e-05
Position 1916: 1.091007896218631e-05
Position 485: 4.595633816511102e-06
Position 394: 4.004589210223165e-06
Position 524: 3.6126253899554778e-06
Position 1780: 3.2157782942036737e-06
Position 173: 3.0978926467806554e-06
Position 616: 2.007062061522302e-06
Position 619: 8.068026972433268e-07
Position 1904: 5.991958366784326e-07
Position 358: 3.859943986216609e-07
Position 206: 2.57682203356382e-07
Position 457: 2.1743362560285376e-07
Position 136: 4.769362654049558e-08
Position 122: 2.0344779809962974e-08
Position 290: 1.83425746243746e-08
Position 454: 1.5839026444414972e-08
Position 475: 1.0427621281875676e-08
Position 297: 1.4552509083250517e-09
Position 306: 9.928849893430942e-10
Position 145: 4.2786273052712e-13
Position 320: 3.862437845791921e-13
