Gene = vls
index = 1928
Annotated 5SS: [ 621 1055]
Annotated 3SS: [ 677 1106]
SMsplice 5SS: [ 621 1055]
SMsplice 3SS: [ 677 1106]
top_k =  500
Partition function (log Z): -4.466102780831706

Sorted 5' Splice Sites (High to Low Probability):
Position 621: 0.9711505020142841
Position 1055: 0.47527713986021397
Position 1040: 0.02963950433520862
Position 925: 0.02487828280872087
Position 483: 0.014153794613200238
Position 705: 0.01323100654570912
Position 1061: 0.005838554180993612
Position 610: 0.005490915988043568
Position 633: 0.004753025523038727
Position 1273: 0.004019332508960993
Position 396: 0.0030719455301398673
Position 625: 0.003045388256538564
Position 963: 0.0020559667223815333
Position 1341: 0.0015311215399641523
Position 308: 0.0010770315767387139
Position 405: 0.0009807186196532593
Position 1353: 0.00031753132815206186
Position 876: 0.00016825308056097246
Position 167: 8.748684619575462e-05
Position 71: 8.576740197924582e-05
Position 743: 7.65585846680002e-05
Position 793: 5.3067457496501585e-05
Position 644: 4.5483230810937133e-05
Position 532: 4.415434596667048e-05
Position 984: 4.1184260534574306e-05
Position 786: 3.6678861235937794e-05
Position 799: 3.3314912927353844e-05
Position 892: 3.053269915871837e-05
Position 435: 2.6511520807508438e-05
Position 1032: 2.6063639970751077e-05
Position 774: 2.2104332624161196e-05
Position 519: 1.9896728404713113e-05
Position 851: 1.4735654268870153e-05
Position 317: 1.4314396080875252e-05
Position 9: 1.3039323754671077e-05
Position 564: 1.0950477213457365e-05
Position 591: 8.703573309536092e-06
Position 825: 8.628263611071314e-06
Position 23: 6.626420204650764e-06
Position 678: 5.177672500328218e-06
Position 320: 3.645277962259004e-06
Position 808: 3.3764177151611747e-06
Position 467: 2.641026966834697e-06
Position 120: 2.341670733439023e-06
Position 51: 1.9195069030227756e-06
Position 497: 1.7680743501506198e-06
Position 1176: 1.3004518845809319e-06
Position 638: 9.28132628707209e-07
Position 1159: 8.478978499392784e-07
Position 107: 7.07525849896222e-07
Position 357: 4.7325489012932995e-07
Position 527: 4.3805701838592084e-07
Position 1150: 3.1332681219139614e-07
Position 54: 2.2053300760554767e-07
Position 1222: 7.630340216042524e-08
Position 1144: 5.408203810119644e-08
Position 83: 7.192324374502197e-10
Position 663: 6.591297305509706e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 677: 0.9922724866873992
Position 1106: 0.5536403622940559
Position 553: 0.003903065476663198
Position 1415: 0.003427471579116315
Position 461: 0.0022406492099606087
Position 1378: 0.00212007151418153
Position 768: 0.001762848733998668
Position 1333: 0.0004856733388795157
Position 532: 0.0004600475060227152
Position 482: 0.00038790951672351025
Position 1389: 0.00014490561441672965
Position 1164: 0.00013152898903050344
Position 497: 7.134904249718087e-05
Position 131: 6.440021570870331e-05
Position 377: 5.8563871523676565e-05
Position 871: 4.440701016103083e-05
Position 572: 3.429687672561094e-05
Position 718: 2.4853111542561328e-05
Position 1194: 2.3848980307753023e-05
Position 834: 2.3086109769537487e-05
Position 97: 1.6868994937202573e-05
Position 1150: 1.168955125967096e-05
Position 1061: 9.805398898697097e-06
Position 1238: 6.610904792046084e-06
Position 603: 6.5492671459858615e-06
Position 1009: 5.9649095012314195e-06
Position 244: 5.688733074119738e-06
Position 774: 5.1526612789713504e-06
Position 632: 2.805216522507546e-06
Position 71: 2.78882657054391e-06
Position 984: 2.4039727974886555e-06
Position 383: 2.2118196595991674e-06
Position 1040: 2.1296965874227085e-06
Position 892: 1.7795264563121826e-06
Position 743: 1.6287720553189182e-06
Position 906: 1.0147110068975956e-06
Position 489: 9.452312558293454e-07
Position 341: 9.0146422707543e-07
Position 297: 8.718354258540754e-07
Position 1396: 7.258838522854669e-07
Position 1025: 5.647568415296637e-07
Position 963: 2.8127376776126677e-07
Position 1067: 2.6662684439597275e-07
Position 1351: 2.0564543585924828e-07
Position 923: 1.6625846909879817e-07
Position 419: 7.245101055617981e-08
Position 389: 5.582116006437713e-08
Position 610: 3.375586217434349e-08
Position 104: 1.739397064709173e-08
Position 149: 1.5475098730039985e-08
Position 527: 3.3797420855941575e-09
Position 75: 2.0639904199435e-09
Position 167: 2.876013308766029e-12
Position 77: 3.236974712139078e-13
Position 355: 3.0559586764177825e-15
