Gene = Pfas
index = 1373
Annotated 5SS: [ 130 1623 3976]
Annotated 3SS: [ 523 1698 4038]
SMsplice 5SS: [ 130 1623 3976]
SMsplice 3SS: [ 523 1698 4038]
top_k =  500
Partition function (log Z): -2.947325653710293

Sorted 5' Splice Sites (High to Low Probability):
Position 1623: 0.995873074302526
Position 3976: 0.8795645911010798
Position 130: 0.5783978327701967
Position 3066: 0.13517737647143535
Position 2720: 0.12713696090000037
Position 92: 0.10846248126841695
Position 3988: 0.10804455063819288
Position 2522: 0.09211787455737036
Position 3073: 0.0750423836649748
Position 353: 0.053783952374818735
Position 157: 0.03806080457648934
Position 1966: 0.03804835879124885
Position 378: 0.029740475332049935
Position 1886: 0.029570889999727026
Position 952: 0.02754024653735758
Position 3094: 0.013069128074778709
Position 384: 0.010781283460548819
Position 783: 0.009577995707211576
Position 3144: 0.009158825772662001
Position 878: 0.008858356824246199
Position 114: 0.008587080323669775
Position 1430: 0.008418590406166314
Position 1083: 0.007673191999507559
Position 1376: 0.007397006751671002
Position 2809: 0.005413685386214496
Position 4372: 0.0033501750881682227
Position 357: 0.0031603852535193122
Position 4473: 0.0026209614578166928
Position 2682: 0.002413909092100916
Position 2010: 0.00240798016537263
Position 489: 0.0022012753397889395
Position 136: 0.0020264213437147694
Position 142: 0.001762153388896039
Position 4417: 0.001659697661515088
Position 375: 0.0015126751295653537
Position 280: 0.0013948731823053332
Position 2427: 0.0011161718067476533
Position 4266: 0.0009169846683387893
Position 335: 0.0008146466256728549
Position 128: 0.0007992551598872093
Position 212: 0.0007955774495452143
Position 4497: 0.0006572405210311135
Position 707: 0.0006463778602543791
Position 360: 0.0006425826673992605
Position 40: 0.0006409799965900763
Position 480: 0.0005939186523926894
Position 2124: 0.0005543189064660322
Position 409: 0.00047526346004019536
Position 216: 0.00045491153581513186
Position 2656: 0.0004510908282494477
Position 166: 0.00042497763368318497
Position 2504: 0.0003895651917208156
Position 493: 0.0003144998314769849
Position 2724: 0.0003076529403878934
Position 134: 0.00030208283931060253
Position 1227: 0.0002975185350866922
Position 393: 0.00029268804691924246
Position 206: 0.00028877487354726094
Position 628: 0.0002777153714487523
Position 2496: 0.00027086015903268816
Position 3942: 0.00025206875873707733
Position 116: 0.00024298267237196083
Position 661: 0.00021439333988151308
Position 4163: 0.00017040198862101446
Position 787: 0.00015961251456030282
Position 367: 0.0001560931083678921
Position 2552: 0.00015493121932525698
Position 4622: 0.00014238751980367453
Position 1260: 0.00012700916527974543
Position 430: 9.269646369419062e-05
Position 37: 9.196357565301672e-05
Position 601: 8.697337116380054e-05
Position 427: 8.484474303851928e-05
Position 4313: 6.319632478648113e-05
Position 4386: 5.377162522429684e-05
Position 4401: 4.494428385440462e-05
Position 2297: 4.079295306844872e-05
Position 716: 3.689935249923909e-05
Position 810: 3.367238345877315e-05
Position 632: 3.365378536653965e-05
Position 1712: 3.138139541904249e-05
Position 283: 2.9835741201259333e-05
Position 3898: 2.818644638186978e-05
Position 369: 2.567489528628559e-05
Position 1997: 2.5231751726149508e-05
Position 2409: 1.4679784154054316e-05
Position 2302: 9.651604105743773e-06
Position 1599: 8.83810026274813e-06
Position 1645: 7.340199976357583e-06
Position 1764: 6.257582643697242e-06
Position 868: 2.2179800532476552e-06
Position 597: 6.616095378742591e-07
Position 292: 5.825949421876255e-07
Position 513: 2.8144788698151693e-07
Position 778: 2.552857553942493e-07
Position 1601: 1.9960787256837198e-07
Position 623: 1.85867591187727e-07
Position 626: 1.7572064386995267e-07
Position 769: 1.4841447299202282e-07
Position 911: 9.75843086692449e-08
Position 2858: 8.01643725532217e-08
Position 3473: 7.456671901408843e-08
Position 1351: 3.409529453987752e-08
Position 1571: 3.3351208485843506e-08
Position 12: 3.1620518092778676e-08
Position 230: 2.591087776988684e-08
Position 3226: 6.299560048919052e-09
Position 6: 6.404267310461695e-10
Position 1265: 4.3286340437955396e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4038: 0.9928143861658437
Position 1698: 0.9296292466779126
Position 523: 0.6961566746406235
Position 3504: 0.1754215134716914
Position 3162: 0.1254938643368586
Position 197: 0.12291306553750458
Position 2897: 0.09331251295520797
Position 2782: 0.0793352032464987
Position 2573: 0.07390003844477676
Position 1496: 0.024843056849307845
Position 1763: 0.02443634472044906
Position 859: 0.017492421658043288
Position 1430: 0.014381375926176597
Position 2395: 0.011199607232219317
Position 1509: 0.00977734189003043
Position 562: 0.008759881779458103
Position 4540: 0.007815217590433843
Position 3143: 0.007149678653011775
Position 2491: 0.003367418574517824
Position 248: 0.002901112166602767
Position 1393: 0.0025329408928677507
Position 1321: 0.0022893863961807263
Position 1219: 0.0017085093497815908
Position 3354: 0.0016392155954023065
Position 1015: 0.0015200702763273097
Position 407: 0.0015017027403701321
Position 1078: 0.001137164615549818
Position 205: 0.0009635207957170794
