Gene = hgo
index = 1726
Annotated 5SS: [  55  683  938 1124 1309 1656 1893]
Annotated 3SS: [ 412  750 1002 1177 1373 1710 1955]
SMsplice 5SS: [ 683  938 1124 1309 1656 1893]
SMsplice 3SS: [ 750 1002 1177 1400 1710 1955]
top_k =  500
Partition function (log Z): 13.273497596927495

Sorted 5' Splice Sites (High to Low Probability):
Position 1124: 0.9878859362004204
Position 683: 0.9862462519643868
Position 1893: 0.9784819131222396
Position 1309: 0.9667619904171355
Position 938: 0.9443694485665791
Position 1656: 0.9163032438868141
Position 1477: 0.12579133215718605
Position 55: 0.09049093555649379
Position 1458: 0.08554431754918916
Position 1511: 0.07361845215336885
Position 1499: 0.05194278086027053
Position 188: 0.03151002648290367
Position 1615: 0.02803023013155909
Position 199: 0.026102888854649252
Position 110: 0.020062311812234876
Position 923: 0.018391437759305213
Position 1302: 0.015576771100687486
Position 130: 0.014425852832231021
Position 974: 0.011122533777586386
Position 1101: 0.008584816381014979
Position 244: 0.003351543914783079
Position 695: 0.00314300239068445
Position 393: 0.002429642136754004
Position 332: 0.0022335474530051553
Position 1492: 0.001931975377719878
Position 1660: 0.0019027935371897274
Position 1897: 0.0012013715177901646
Position 250: 0.001181239433135738
Position 1286: 0.0011033235363969236
Position 823: 0.0010297773194393655
Position 166: 0.0009703802913224443
Position 1611: 0.0006870497630666365
Position 268: 0.0005732769676271203
Position 1107: 0.0005344528917140722
Position 430: 0.000444056035488558
Position 412: 0.0004337256186337835
Position 321: 0.0003138990954500519
Position 382: 0.0002773976617352535
Position 325: 0.0002648408653840302
Position 91: 0.00026331721147427657
Position 164: 0.0002584686882399253
Position 357: 0.0002571183878535958
Position 423: 0.0002477117084793313
Position 1843: 0.00022975662579363494
Position 42: 0.00018449730896813964
Position 857: 0.0001741678746265595
Position 258: 0.0001419408067831282
Position 1382: 0.00013963481161701358
Position 457: 0.00013910725540581417
Position 1929: 0.00013004742013390496
Position 497: 0.00012410707044516075
Position 89: 0.00011466672817916084
Position 83: 9.340239635728157e-05
Position 1283: 7.770556241965268e-05
Position 281: 6.27408676141017e-05
Position 637: 6.083024229724988e-05
Position 265: 5.606316903712869e-05
Position 142: 5.495659212819062e-05
Position 1445: 5.2797311441281025e-05
Position 1527: 4.357933959433738e-05
Position 298: 3.7170246317881556e-05
Position 1619: 3.654460274131808e-05
Position 1595: 3.646376101481456e-05
Position 327: 3.375678850586624e-05
Position 476: 3.34827142307074e-05
Position 312: 2.897661045266734e-05
Position 950: 2.8233879642334666e-05
Position 120: 1.8832709342620143e-05
Position 1442: 1.8264142118190504e-05
Position 1074: 1.4547562885297546e-05
Position 537: 1.4168726373820242e-05
Position 1912: 1.2259524965428901e-05
Position 1246: 1.179643588280108e-05
Position 1135: 1.1521642084439623e-05
Position 203: 1.0480015100675496e-05
Position 645: 8.692633523771023e-06
Position 1049: 8.486013931075565e-06
Position 1466: 7.032192893540108e-06
Position 287: 6.609445087795801e-06
Position 1863: 5.447179627201393e-06
Position 175: 5.003509627104337e-06
Position 966: 4.6246935549330975e-06
Position 574: 4.0640134189607545e-06
Position 1997: 4.010535240955911e-06
Position 225: 3.776361474928629e-06
Position 1486: 3.1726100043751824e-06
Position 1751: 2.9383781884603766e-06
Position 1547: 2.671155608475371e-06
Position 10: 2.0779195383899278e-06
Position 1832: 1.8025274115047788e-06
Position 1194: 1.4017416668558734e-06
Position 589: 1.1893189974490695e-06
Position 851: 9.307601861424398e-07
Position 1937: 8.506240850703631e-07
Position 953: 6.4991095322754e-07
Position 499: 5.292527109590987e-07
Position 1237: 4.037677980678621e-07
Position 1037: 3.469577183044033e-07
Position 796: 3.213992453395357e-07
Position 964: 2.773163208366737e-07
Position 1228: 2.198592297353463e-07
Position 1017: 1.5284272678250145e-07
Position 1180: 1.2450643178204434e-07
Position 1053: 7.714359730653193e-08
Position 1278: 7.013471889261025e-08
Position 1170: 4.124551124091545e-09
Position 1401: 6.095241882262886e-10
Position 1819: 1.3279224272320904e-13
Position 827: 4.0632090496374476e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1177: 0.9983716438793918
Position 1710: 0.996079368491565
Position 1002: 0.9539010626096325
Position 750: 0.935126596610887
Position 1955: 0.7973249533850784
Position 1381: 0.35852856978409886
Position 1400: 0.3387918347554969
