Gene = mtDNA-helicase
index = 1801
Annotated 5SS: [319 815]
Annotated 3SS: [376 983]
SMsplice 5SS: [319 815]
SMsplice 3SS: [376 983]
top_k =  500
Partition function (log Z): -4.784602635116463

Sorted 5' Splice Sites (High to Low Probability):
Position 319: 0.9692787502021762
Position 815: 0.7926465711105906
Position 734: 0.12213869479234926
Position 303: 0.00915756253839033
Position 880: 0.00499567457291335
Position 2099: 0.003812470723119396
Position 152: 0.0036251997205051707
Position 353: 0.002557608726153709
Position 1322: 0.0024986225308749345
Position 1528: 0.0018214155024904686
Position 1669: 0.0015928030150285564
Position 763: 0.0013605889292931405
Position 757: 0.0008990928474309373
Position 1407: 0.0008594029580998899
Position 652: 0.0008389368793583865
Position 594: 0.0007430624734795089
Position 922: 0.0006375191222821505
Position 936: 0.0005785594637043495
Position 864: 0.0004642236809479339
Position 520: 0.00045653621094291993
Position 356: 0.00035645161772735644
Position 664: 0.00034857082485868546
Position 1691: 0.00033559157487260015
Position 1313: 0.0003157998714874612
Position 819: 0.00020968432811560212
Position 1327: 0.00014579903108835615
Position 1072: 7.207718495097285e-05
Position 646: 7.19169691418659e-05
Position 258: 6.352046462875076e-05
Position 853: 5.408276264664345e-05
Position 517: 5.110588968929989e-05
Position 1343: 5.084410425266436e-05
Position 627: 4.7831833475028486e-05
Position 454: 3.993658349635021e-05
Position 40: 3.2321539477431183e-05
Position 111: 2.0253625632397154e-05
Position 61: 1.950282194323972e-05
Position 403: 8.223261694123662e-06
Position 82: 7.98094507860304e-06
Position 212: 6.588062122318173e-06
Position 487: 3.157140410249839e-06
Position 84: 2.4098638765563412e-06
Position 114: 6.434469007902319e-07
Position 156: 5.546638632532578e-07
Position 131: 4.28231192118624e-07
Position 536: 4.0231796314093187e-07
Position 56: 3.2887383597963087e-07
Position 1682: 3.0520120538446114e-07
Position 227: 2.9709383881593643e-07
Position 1238: 1.728109763863583e-07
Position 666: 8.760018245594001e-08
Position 787: 4.829330115050005e-08
Position 1532: 1.2321412100348222e-08
Position 1126: 5.613971605760701e-10
Position 229: 1.1228463103872442e-10
Position 441: 2.385292398512497e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9035170306768331
Position 983: 0.6797279604706333
Position 859: 0.17211665675351395
Position 441: 0.06444931832558945
Position 801: 0.05127068050658854
Position 1397: 0.005912476573787271
Position 422: 0.0057975789296878175
Position 1015: 0.005579080010110289
Position 1772: 0.005141117516102023
Position 878: 0.003948639901421414
Position 2150: 0.0037569667642203676
Position 1028: 0.003547028691235022
Position 221: 0.0027239572769207398
Position 1630: 0.002071915297540533
Position 1837: 0.0014842672045307106
Position 1798: 0.0012785641877299588
Position 1627: 0.001037333177075769
Position 1126: 0.0009716087164306261
Position 864: 0.000946036000135644
Position 1459: 0.0009451239153730497
Position 1759: 0.0008642426498804441
Position 922: 0.0005212626878419614
Position 2155: 0.00046902006699392067
Position 1580: 0.00043703508913289036
Position 477: 0.00042088075227056707
Position 627: 0.0004045839794281476
Position 1058: 0.00039333223474677273
Position 663: 0.00035178732008072055
Position 201: 0.0003348237822140577
Position 450: 0.0002989145603130383
Position 1343: 0.0002663953908847617
Position 586: 0.00021592405522117484
Position 1095: 0.00020156763551531275
Position 1364: 0.00018803013870322932
Position 1290: 0.00018588223916922225
Position 541: 0.00016878790147913453
Position 948: 0.00015619226546866575
Position 1883: 0.00013012245094295573
Position 1089: 0.00011713750484544427
Position 893: 0.00010926096250571275
Position 1840: 9.763822044286095e-05
Position 356: 9.508020586541344e-05
Position 465: 8.696163372112862e-05
Position 250: 7.863734755072275e-05
Position 1528: 4.728226872071242e-05
Position 111: 3.287581946469022e-05
Position 1354: 3.092235641784723e-05
Position 2121: 2.9729936322967747e-05
Position 227: 2.967829680885004e-05
Position 651: 2.7524547652685085e-05
Position 936: 2.709316332084162e-05
Position 932: 2.4781984191403527e-05
Position 2162: 2.1267894133061883e-05
Position 2047: 1.893131981701061e-05
Position 1106: 1.6872188835543838e-05
Position 837: 1.3795850769151306e-05
Position 830: 1.377379632593297e-05
Position 646: 8.57746656306105e-06
Position 128: 8.485925932223245e-06
Position 483: 5.924713203777208e-06
Position 379: 5.903062049509296e-06
Position 594: 5.903044491995783e-06
Position 564: 5.084221776084422e-06
Position 141: 5.014855393310204e-06
Position 707: 4.9365678750000355e-06
Position 173: 3.971092899682296e-06
Position 606: 3.841308332145577e-06
Position 275: 3.687383594678929e-06
Position 713: 3.2533721414622717e-06
Position 254: 2.897822058880603e-06
Position 702: 2.578938893715131e-06
Position 555: 2.51142580393083e-06
Position 167: 1.3552034530288562e-06
Position 531: 1.0966944186624864e-06
Position 763: 8.551664923028156e-07
Position 589: 7.257199821147054e-07
Position 612: 5.530115601650028e-07
Position 754: 5.248504555460783e-07
Position 149: 4.929364490282578e-07
Position 152: 3.5512256762080957e-07
Position 690: 2.0691378048796712e-07
Position 91: 3.400893318199114e-08
Position 567: 2.899849216549975e-08
Position 479: 2.7236896545793608e-08
Position 182: 1.9775414131638968e-08
Position 311: 8.189371134670434e-09
Position 131: 1.4054875205526257e-09
Position 323: 1.1687890848568065e-12
