Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  500
Partition function (log Z): -6.339698919494777

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9954657284717771
Position 1215: 0.020271993673523357
Position 1212: 0.005985790719390102
Position 920: 0.0028208549861408845
Position 595: 0.001982924135160934
Position 1728: 0.0018100800788612976
Position 231: 0.0013060218198406531
Position 234: 0.0011474252287249373
Position 740: 0.001001940471831993
Position 131: 0.0006491532691624772
Position 1893: 0.0006169882457672832
Position 439: 0.0005727167253077115
Position 1602: 0.000551152598097276
Position 1725: 0.0004104657659298152
Position 1269: 0.0003646055030276946
Position 1092: 0.00033628343259574405
Position 1272: 0.0002967639684355611
Position 158: 0.0002420784197196602
Position 690: 0.00022344840647710337
Position 522: 0.0001769803015644624
Position 1895: 0.00012563160968428737
Position 860: 0.00010973953834811606
Position 1320: 9.775769392263445e-05
Position 1112: 9.642565253724142e-05
Position 926: 7.07992350227936e-05
Position 1408: 6.998703846394621e-05
Position 1871: 6.589655068945748e-05
Position 1188: 5.960206121874727e-05
Position 1573: 4.617362788993696e-05
Position 1078: 4.595551265049949e-05
Position 277: 4.5349098408545766e-05
Position 443: 4.209003703488655e-05
Position 1138: 3.570655722908593e-05
Position 1564: 3.232579043681999e-05
Position 543: 3.152089588522461e-05
Position 1390: 2.62104575166824e-05
Position 953: 2.1676326655098516e-05
Position 1174: 1.5943848210560105e-05
Position 1401: 1.5385482863499828e-05
Position 446: 1.4236630701690949e-05
Position 1399: 1.413992611891278e-05
Position 963: 1.2123075840999273e-05
Position 496: 1.1034616478120915e-05
Position 1634: 1.0219070929173647e-05
Position 1015: 9.22702852553546e-06
Position 1107: 8.60636372821657e-06
Position 358: 8.461658661748685e-06
Position 1036: 6.780631303207794e-06
Position 144: 6.3633559945146404e-06
Position 520: 6.124800862529174e-06
Position 1702: 5.48460483001587e-06
Position 1371: 5.239429740045312e-06
Position 1002: 4.573646019497254e-06
Position 1096: 4.291741586595045e-06
Position 715: 3.9368645922766e-06
Position 1783: 3.2772958780235353e-06
Position 171: 2.86505914906773e-06
Position 19: 2.6462000969873e-06
Position 1771: 2.2549248901613455e-06
Position 401: 8.106154270235875e-07
Position 287: 7.512623020096073e-07
Position 1466: 2.2516689730605694e-08
Position 1505: 2.0816374825316282e-08
Position 698: 1.7919552861407977e-08
Position 1030: 1.3454926060425886e-08
Position 826: 1.0487754914183202e-08
Position 796: 9.65280196121566e-09
Position 663: 4.879735204833506e-09
Position 1503: 9.804970780510402e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9970263421812625
Position 1268: 0.015054856743095422
Position 1465: 0.013000826306023412
Position 1791: 0.0032956760956491557
Position 734: 0.0016650502332148341
Position 982: 0.0008966645450874845
Position 1964: 0.0008049318834647415
Position 296: 0.0007363485578521129
Position 1030: 0.0006082379055783162
Position 1330: 0.00043120448904692695
Position 811: 0.0003686702300187371
Position 1480: 0.00028464326629631394
Position 199: 0.0002647441717055022
Position 406: 0.00024107320178318363
Position 566: 0.00023832075342127292
Position 186: 0.00021463584323797271
Position 484: 0.00017647472095784733
Position 1624: 0.00016989111592918694
Position 1660: 0.00014060988929255242
Position 778: 0.00014043582111112308
Position 1413: 0.0001175762552960893
Position 844: 0.00011559768875738732
Position 1483: 0.00010917989194185709
Position 645: 0.00010504181860996298
Position 334: 9.922118074644809e-05
Position 1151: 9.528615869649683e-05
Position 1027: 9.165443649351276e-05
Position 1333: 8.37386208837475e-05
Position 963: 7.913155071188851e-05
Position 1399: 7.799607445762538e-05
Position 1627: 7.68636982170646e-05
Position 1931: 5.453765115817087e-05
Position 1877: 5.028178402368596e-05
Position 284: 4.923035732672554e-05
Position 1633: 4.441396358004966e-05
Position 1276: 4.1631143741010056e-05
Position 365: 4.088388204074095e-05
Position 1408: 4.06761973136596e-05
Position 1301: 4.016595026568485e-05
