Gene = Alg10
index = 18
Annotated 5SS: [258 786]
Annotated 3SS: [314 849]
SMsplice 5SS: [258 786]
SMsplice 3SS: [314 849]
top_k =  500
Partition function (log Z): -5.702505248075319

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.955983442414823
Position 786: 0.6969374065210655
Position 255: 0.013097055890521696
Position 684: 0.006569014534843618
Position 810: 0.006366721080013783
Position 1572: 0.006252536858899194
Position 765: 0.0028651558612201185
Position 421: 0.0015465702840157698
Position 680: 0.001225636110874468
Position 174: 0.0011972084446123556
Position 518: 0.001183521422579412
Position 801: 0.0011725795775806218
Position 982: 0.0009065856286687596
Position 481: 0.0007617096133861703
Position 390: 0.0007208006935688067
Position 195: 0.0002848886472585453
Position 1079: 0.0002582588126951242
Position 636: 0.00023599541432750207
Position 1297: 0.00022759050786366126
Position 379: 0.0001968816464074689
Position 314: 0.0001567114435255854
Position 585: 0.00014972431467078298
Position 719: 0.00013781873853059345
Position 1153: 0.00013147348390550787
Position 1251: 0.00011563916470102816
Position 796: 0.00010117695676120478
Position 296: 9.681579122508799e-05
Position 1159: 6.913872427651878e-05
Position 522: 6.496681301347526e-05
Position 979: 6.2860876710153e-05
Position 1018: 4.113924172942593e-05
Position 971: 3.591150660176304e-05
Position 723: 3.364139210784877e-05
Position 1156: 3.0958241379146045e-05
Position 1575: 2.3679201931027422e-05
Position 654: 2.217657577291729e-05
Position 652: 1.9525931452472573e-05
Position 149: 1.8792486271038426e-05
Position 1177: 1.7527927946760224e-05
Position 945: 1.7155848957975124e-05
Position 1010: 1.6583633549746472e-05
Position 750: 1.5682977269274284e-05
Position 1515: 1.4001398151790199e-05
Position 949: 1.1675710079347663e-05
Position 1245: 1.1340924396526649e-05
Position 1083: 1.042357816810496e-05
Position 135: 8.195010163534252e-06
Position 30: 7.575307980904795e-06
Position 995: 7.313708978490329e-06
Position 678: 7.028921941364664e-06
Position 209: 3.989065031312975e-06
Position 708: 3.613670444643419e-06
Position 1530: 1.2404816985852268e-06
Position 1506: 9.406793956691675e-07
Position 144: 5.045667221493179e-07
Position 383: 2.254324866808326e-07
Position 81: 1.957798804870002e-07
Position 113: 1.5520463996121506e-07
Position 303: 1.376333021950007e-07
Position 19: 1.2027625004008548e-07
Position 35: 7.854668861488617e-08
Position 5: 2.264175088865787e-09
Position 70: 2.7167144405942087e-10
Position 593: 5.441118303392075e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 314: 0.9499758903458827
Position 849: 0.7064112391509485
Position 872: 0.01005405813252672
Position 379: 0.009025185902174587
Position 1637: 0.006391901414877344
Position 1355: 0.0036471288949653357
Position 611: 0.0027714968179630415
Position 547: 0.002299885200291889
Position 326: 0.0019626220139115987
Position 617: 0.0014516828906665034
Position 452: 0.0011526739795529885
Position 869: 0.0010199728106951428
Position 1380: 0.0008870803998466273
Position 1099: 0.0005755272609184588
Position 1083: 0.00047837648384992326
Position 224: 0.0004439798107046297
Position 1026: 0.0002720847605157998
Position 614: 0.00022352621387866574
Position 1205: 0.00012464304000011766
Position 303: 5.410517570196408e-05
Position 1096: 5.2154927196361805e-05
Position 457: 4.115518657102827e-05
Position 668: 3.537812418672994e-05
Position 412: 2.0185478362269573e-05
Position 652: 1.7326403714797252e-05
Position 245: 1.4025164124958707e-05
Position 1112: 1.3984805204494617e-05
Position 758: 1.1462127627099986e-05
Position 915: 1.039220537235691e-05
Position 1562: 4.8709209031329625e-06
Position 289: 3.172008686434158e-06
Position 417: 3.068710918716463e-06
Position 420: 2.3076364789046025e-06
Position 78: 2.276097691988037e-06
Position 292: 1.297020660056758e-06
Position 209: 1.199563669116931e-06
Position 93: 9.99703297926893e-08
Position 206: 2.216431008446877e-09
Position 62: 4.2614320012171107e-10
Position 266: 1.59268530924672e-11
Position 403: 8.832207776621824e-12
Position 506: 5.268073199439793e-12
