Gene = mthl15
index = 1804
Annotated 5SS: [1391 1943 2287 2591 2833 3290]
Annotated 3SS: [1769 2030 2511 2653 2902 3366]
SMsplice 5SS: [1391 1943 2591 2833 3290]
SMsplice 3SS: [1769 2025 2653 2902 3366]
top_k =  500
Partition function (log Z): 10.63999510459009

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9962944033879172
Position 2833: 0.9945705464230208
Position 1943: 0.9921214938972414
Position 3290: 0.9291419928469509
Position 1210: 0.4431825876517475
Position 1391: 0.4358144211560871
Position 3478: 0.3902240490285434
Position 2287: 0.2158892634846828
Position 2307: 0.18889358775171602
Position 779: 0.12405893949738242
Position 2438: 0.06746232143047963
Position 655: 0.05748289765957978
Position 770: 0.025739509307384757
Position 343: 0.024770776071264815
Position 1277: 0.020433977275503497
Position 156: 0.017587328712697116
Position 3519: 0.01600067588698934
Position 395: 0.015483742030015743
Position 3535: 0.015277183904130014
Position 132: 0.01426466281680053
Position 764: 0.014058713847476251
Position 3010: 0.012861029702097584
Position 1184: 0.011758461808802625
Position 352: 0.009998593498352736
Position 1284: 0.009565037283395585
Position 3654: 0.009215968254347232
Position 1562: 0.00908336063812437
Position 2348: 0.008448748811732687
Position 359: 0.008320233128016288
Position 449: 0.008222564199344388
Position 2291: 0.005028630889399231
Position 1699: 0.005017202682952345
Position 892: 0.004919638376175331
Position 1925: 0.004249122331570042
Position 316: 0.0036630577879494517
Position 2793: 0.0035655875241926596
Position 2145: 0.0034984455414631263
Position 1462: 0.003247701861626859
Position 350: 0.0032219354896774514
Position 3320: 0.0031982619962942762
Position 2468: 0.0031502130999611216
Position 1732: 0.002390995505933393
Position 488: 0.0023198441264308443
Position 2406: 0.0022682325141113
Position 212: 0.0020036193602257337
Position 758: 0.0019071622976723362
Position 31: 0.0018968139218196148
Position 3121: 0.0018658466038933893
Position 2420: 0.0016934828294968638
Position 3151: 0.0014923469215905806
Position 741: 0.0014665374057541444
Position 1426: 0.001322250959283599
Position 38: 0.0012383166415061934
Position 186: 0.001056546695019212
Position 18: 0.001052635160872573
Position 1203: 0.00093772282362089
Position 465: 0.0009008372553936997
Position 1981: 0.0008924333517554797
Position 851: 0.0008572848936775975
Position 1627: 0.0008300834031052485
Position 441: 0.0008263094926483297
Position 1687: 0.0008068854119663315
Position 154: 0.0006972773006725543
Position 632: 0.0005190026889176706
Position 87: 0.0005169609969711085
Position 311: 0.0004584565747055567
Position 606: 0.00043177488307381015
Position 2595: 0.00041996518455223
Position 3114: 0.0004142159474143969
Position 3497: 0.0004049875423786326
Position 117: 0.00039628914397579903
Position 73: 0.00038472088707197384
Position 2997: 0.00037200413711045715
Position 55: 0.00035818012787608265
Position 115: 0.00035124170983193197
Position 881: 0.00033609454403363216
Position 1220: 0.0003127552229573657
Position 883: 0.00029287028542179154
Position 493: 0.0002876015199694763
Position 900: 0.00026800713656603616
Position 3214: 0.00026188641186816893
Position 2430: 0.0002535210575652586
Position 1478: 0.00024339167440798597
Position 3568: 0.00023648244147373622
Position 320: 0.00023555995821028796
Position 1481: 0.0002308901725935136
Position 970: 0.00020730772033199533
Position 925: 0.00019222663544517655
Position 1776: 0.00017423986127176397
Position 53: 0.00016522968444408252
Position 247: 0.00016222506232792751
Position 3285: 0.0001509441504552701
Position 2837: 0.00013202303085598782
Position 1559: 0.0001256818094549439
Position 237: 0.00012403905370516485
Position 2093: 0.00012071004192278449
Position 1072: 0.00011900463137904562
Position 3294: 0.00011616656003996979
Position 3116: 0.0001140631299136713
Position 495: 0.00011013317816740769
Position 2415: 0.00010116752480488191
Position 3482: 9.562944563755697e-05
Position 245: 9.13729156819217e-05
Position 873: 8.981457318514044e-05
Position 241: 7.408339387090067e-05
Position 2202: 7.115456866941974e-05
Position 1214: 6.46640961708972e-05
Position 1056: 6.433558879492255e-05
Position 2314: 6.340715299410629e-05
Position 833: 6.011511133620295e-05
Position 2825: 5.764230366732321e-05
Position 2061: 5.601489015300945e-05
Position 3207: 5.5156726807960196e-05
Position 868: 4.9070220297847736e-05
Position 2974: 4.247442172512445e-05
Position 2831: 3.2490135101433894e-05
Position 1991: 3.125766212698993e-05
Position 29: 2.5326582147778806e-05
Position 2815: 1.97208554761308e-05
Position 2708: 1.9414759476960614e-05
Position 523: 1.5712187696517774e-05
Position 3595: 1.427342978351987e-05
Position 3183: 1.1200385621856878e-05
Position 3247: 1.0507647844114784e-05
Position 1909: 1.0347121875135024e-05
Position 2512: 8.795343729916842e-06
Position 2064: 8.632019799289457e-06
Position 3141: 7.547933441466282e-06
Position 3340: 7.2198862655543845e-06
Position 2915: 5.176916430981416e-06
Position 227: 4.413577443240781e-06
Position 3249: 3.883606908590346e-06
Position 2983: 3.4964666595278127e-06
Position 2818: 3.060414448869368e-06
Position 1346: 3.0439029241617844e-06
Position 3162: 2.6179818482873263e-06
Position 3279: 2.081817672136955e-06
Position 2874: 2.0604872010625374e-06
Position 2699: 1.5327062504299545e-06
Position 3367: 1.1833671101719054e-06
Position 3058: 1.147943544009029e-06
Position 2522: 6.095009625321673e-07
Position 71: 5.649177288228366e-07
