Gene = FRG1
index = 1161
Annotated 5SS: [130 365 628 887]
Annotated 3SS: [181 428 686 978]
SMsplice 5SS: [130 365 628 887]
SMsplice 3SS: [181 428 686 978]
top_k =  500
Partition function (log Z): 6.641563426961331

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.9987019529464359
Position 887: 0.9579410431708877
Position 365: 0.9478230344173821
Position 130: 0.9477160265084736
Position 774: 0.028044402070568315
Position 310: 0.006944762804038909
Position 371: 0.006004879469838871
Position 134: 0.005941833133097917
Position 928: 0.004600068468750638
Position 274: 0.004558896529674024
Position 14: 0.003015140492778293
Position 891: 0.00149428157774296
Position 107: 0.0014536657928502167
Position 278: 0.001049898035200351
Position 326: 0.00038358878930191617
Position 30: 0.0003569943112454707
Position 240: 0.0003150260030165554
Position 870: 0.00018657199172757478
Position 1114: 0.00017575739041304328
Position 517: 0.00017480846886195773
Position 619: 0.00010422419289904039
Position 1095: 0.000100955455428904
Position 632: 7.42469141030849e-05
Position 885: 6.060141179760068e-05
Position 778: 4.906086828670494e-05
Position 73: 4.419961630273421e-05
Position 805: 4.043044948472848e-05
Position 793: 4.009544861399446e-05
Position 25: 3.374696878575451e-05
Position 340: 3.226520832907324e-05
Position 609: 3.072282374560008e-05
Position 798: 2.294489386365781e-05
Position 27: 2.1861843012146353e-05
Position 18: 2.0377447256725967e-05
Position 392: 1.936349530634429e-05
Position 677: 1.850143116499839e-05
Position 5: 1.6647526648053426e-05
Position 315: 1.0684875149981737e-05
Position 317: 1.044729500000834e-05
Position 65: 7.185389919239903e-06
Position 822: 3.321405707955851e-06
Position 592: 2.0457856977254834e-06
Position 825: 1.7043587938080756e-06
Position 178: 1.6795797260578887e-06
Position 243: 9.825296399259872e-07
Position 261: 8.241201131462732e-07
Position 940: 4.88408328479146e-07
Position 651: 2.571565645719036e-07
Position 543: 2.4328109705971445e-07
Position 246: 1.583445314504172e-07
Position 1031: 1.462868803929574e-07
Position 528: 9.518059955589106e-08
Position 994: 6.21808091833918e-08
Position 522: 6.721749665303226e-10
Position 571: 2.3109938117012278e-10
Position 756: 4.8394536115282466e-12
Position 410: 8.056819956616282e-13
Position 728: 2.5810776066006953e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.9872536530586129
Position 428: 0.9665846042409315
Position 181: 0.9525826176302862
Position 686: 0.9446382574129748
Position 744: 0.04953279614250492
Position 1000: 0.006644770519611259
Position 77: 0.0025003645635791488
Position 994: 0.0017687003796898427
Position 233: 0.001278984058001553
Position 516: 0.0007354450614415965
Position 185: 0.000732181444662464
Position 200: 0.0005172214981981554
Position 773: 0.0003774713286995575
Position 845: 0.0003032983518672164
Position 1161: 0.00028985460956674667
Position 817: 0.0002890471273864603
Position 798: 0.00020124457193916863
Position 187: 0.00018479454869152937
Position 203: 0.00017326545380530556
Position 561: 0.00011511176648660032
Position 239: 0.00010581581127573217
Position 520: 0.00010518733856105378
Position 916: 0.00010403223137421991
Position 1089: 6.757102241017676e-05
Position 1048: 6.531618650554371e-05
Position 839: 6.182768638365997e-05
Position 1037: 6.052531544280675e-05
Position 337: 5.9545158758669595e-05
Position 209: 5.115049163236261e-05
Position 472: 4.527028047170617e-05
Position 1006: 4.174067854026462e-05
Position 770: 3.991890928190654e-05
Position 1009: 1.881319271806287e-05
Position 528: 1.6919110209696897e-05
Position 371: 1.5812379212937558e-05
Position 1024: 1.1447206098054986e-05
Position 155: 1.0992551907269343e-05
Position 324: 8.107779346307899e-06
Position 788: 7.352194172584861e-06
Position 379: 7.265900112506904e-06
Position 100: 6.955179721067106e-06
Position 116: 5.419012983619555e-06
Position 782: 4.845500278328965e-06
Position 589: 4.2952066888124356e-06
Position 592: 3.7189618726814224e-06
Position 543: 3.5086149748594336e-06
Position 849: 1.983847578186447e-06
Position 315: 1.8818707156121728e-06
Position 927: 1.6372671657419246e-06
Position 483: 1.6124979545603381e-06
Position 285: 1.3852684924661753e-06
Position 1095: 1.2060693343947941e-06
Position 350: 1.0042892350242606e-06
Position 246: 8.128763105589871e-07
Position 445: 7.67912987698239e-07
Position 266: 5.755837998217153e-07
Position 854: 5.42967102167262e-07
Position 1138: 5.412148061265891e-07
Position 1123: 4.3204647875831894e-07
Position 1045: 3.91668841517038e-07
Position 1060: 2.96047667705224e-07
Position 243: 2.746245355765188e-07
Position 215: 2.388294100703175e-07
Position 896: 1.9604501778218788e-07
Position 870: 1.2440576226484025e-07
Position 1055: 7.209775070124456e-08
Position 878: 5.1115860573491665e-08
Position 294: 4.806115330016096e-08
Position 130: 3.2839515930167586e-08
Position 609: 2.8756466594834574e-08
Position 290: 1.1877753966926786e-08
Position 875: 1.005659865367867e-08
Position 340: 7.60930252523297e-09
Position 121: 3.368374114421243e-11
Position 632: 3.641627617081336e-12
