Gene = mRpS23
index = 1778
Annotated 5SS: [134 351]
Annotated 3SS: [188 411]
SMsplice 5SS: [134 351]
SMsplice 3SS: [188 411]
top_k =  500
Partition function (log Z): -4.366088840071917

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.9711999912093227
Position 134: 0.7287137029042658
Position 45: 0.09934102030174682
Position 100: 0.019578171426181616
Position 39: 0.0021406276193058696
Position 243: 0.0014305127958126537
Position 52: 0.0012317768930073672
Position 21: 0.001150559202031244
Position 313: 0.0005340669842073968
Position 252: 0.00033372338183946707
Position 343: 0.0002838682016741611
Position 355: 0.00017270978889324695
Position 400: 0.00012707022585861283
Position 340: 9.927063518176063e-05
Position 369: 8.177706350906874e-05
Position 36: 6.438574339742076e-05
Position 677: 1.9334235245402912e-05
Position 190: 6.928324929062298e-06
Position 454: 6.773801792500627e-06
Position 209: 4.314180175936696e-06
Position 250: 7.105208770516676e-07
Position 643: 3.477993631396241e-07
Position 159: 8.062250946729436e-08
Position 674: 3.293773880807191e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.8382786915375509
Position 411: 0.8155575411010173
Position 465: 0.12690870539497673
Position 439: 0.025493934635985982
Position 133: 0.01185602336490684
Position 505: 0.005370774142571758
Position 471: 0.0006754781733030468
Position 103: 0.0006526264798433562
Position 415: 0.0005904003880332091
Position 100: 0.0004684554205013246
Position 165: 0.00017137399770266194
Position 293: 0.00010598933593293723
Position 195: 7.320270957039461e-05
Position 313: 7.261046679624785e-05
Position 425: 6.519842681610635e-05
Position 369: 6.191745537726657e-05
Position 577: 4.418045255506149e-05
Position 515: 2.2064011952854665e-05
Position 113: 1.74274093775741e-05
Position 730: 1.7181999306775506e-05
Position 484: 4.99368980475123e-06
Position 190: 1.832758280248365e-06
Position 478: 1.8261346926878514e-06
Position 649: 1.7298500880622691e-06
Position 704: 1.4926435898086039e-06
Position 321: 1.2115310523874322e-06
Position 540: 7.145140131061077e-07
Position 775: 6.810657407461655e-07
Position 521: 6.794945509920803e-07
Position 755: 5.24273924769829e-07
Position 759: 5.004509339722057e-07
Position 721: 3.3743385303508694e-07
Position 628: 3.2151102421697716e-07
Position 623: 2.783321070616105e-07
Position 608: 1.7366940829682657e-07
Position 769: 1.5000490112164493e-07
Position 667: 1.2030962873830888e-07
Position 524: 1.1056197419202007e-07
Position 586: 9.118664947014068e-08
Position 734: 8.605039730671871e-08
Position 643: 6.389773113475022e-08
Position 583: 5.0880058486570925e-08
Position 279: 5.2635941906944775e-09
Position 306: 2.9463641676799353e-09
Position 336: 8.805136288687536e-10
Position 228: 5.522242445823706e-10
Position 349: 5.001728426618849e-12
Position 214: 2.6853055129864543e-12
