Gene = Zmynd10
index = 1606
Annotated 5SS: [ 749  998 1500]
Annotated 3SS: [ 807 1059 1556]
SMsplice 5SS: [ 749  998 1500]
SMsplice 3SS: [ 807 1059 1556]
top_k =  500
Partition function (log Z): -1.7795973800561424

Sorted 5' Splice Sites (High to Low Probability):
Position 998: 0.9892208769259817
Position 749: 0.9342959263209665
Position 1500: 0.726567596403104
Position 243: 0.04319834165157079
Position 1483: 0.03568047982509778
Position 766: 0.015530551846298635
Position 448: 0.0073681044713268
Position 303: 0.006481407850287674
Position 1504: 0.005374056070927165
Position 141: 0.005241646859309103
Position 408: 0.004055767504694664
Position 81: 0.003452017766168214
Position 308: 0.0018756675103864067
Position 735: 0.0013918748735724756
Position 150: 0.0011163347564026817
Position 384: 0.000994021751538708
Position 920: 0.000776700797975318
Position 464: 0.0006300125924384196
Position 510: 0.0005677101933204555
Position 522: 0.0005315256290552428
Position 702: 0.00033996397501376356
Position 174: 0.0003057959829068173
Position 1464: 0.0002976029464371358
Position 31: 0.00028694022565873255
Position 663: 0.00023285093643714424
Position 1267: 0.00017346106796257144
Position 423: 0.00016320457839471785
Position 279: 0.0001346472810574016
Position 311: 8.85027277554752e-05
Position 65: 7.411483114952745e-05
Position 251: 5.179879006665527e-05
Position 4: 4.9404283573712184e-05
Position 988: 4.1342870276154254e-05
Position 324: 3.4831618776648714e-05
Position 1219: 3.435278051006294e-05
Position 442: 2.6018540783104292e-05
Position 145: 2.486321018177229e-05
Position 1002: 2.3240687497861017e-05
Position 107: 2.3212792306382314e-05
Position 694: 1.6597347882797277e-05
Position 1466: 1.6237417314908965e-05
Position 368: 1.6047197332379807e-05
Position 890: 1.3576400267837896e-05
Position 33: 1.2520674671353737e-05
Position 425: 1.1610247462036797e-05
Position 1120: 1.1309374041830129e-05
Position 1594: 1.100252534220282e-05
Position 1614: 9.369813537129401e-06
Position 671: 9.201542498515986e-06
Position 561: 8.76098053709019e-06
Position 1406: 8.298753421191838e-06
Position 924: 6.049749853028237e-06
Position 322: 5.016667240956075e-06
Position 532: 3.92163798342186e-06
Position 468: 3.4389460702830393e-06
Position 719: 3.2436310444694525e-06
Position 918: 2.2708557874335025e-06
Position 913: 2.0715942274207167e-06
Position 164: 2.02657870322149e-06
Position 573: 1.9427360857598648e-06
Position 639: 1.8012153919421745e-06
Position 878: 9.373073030417743e-07
Position 1346: 8.521646159784085e-07
Position 1067: 8.208145969158912e-07
Position 1556: 5.32072728190936e-07
Position 1562: 4.140102187609038e-07
Position 869: 3.086005620811181e-07
Position 221: 2.9857484969744377e-07
Position 90: 2.8097214964190276e-07
Position 1525: 2.208579139290518e-07
Position 117: 3.9960040160322566e-10
Position 130: 2.3546773694838232e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 807: 0.9650675357315355
Position 1059: 0.9546127932302402
Position 1556: 0.7720703913412694
Position 362: 0.032545959816082236
Position 817: 0.01395735734350072
Position 1111: 0.011521348310128588
Position 1046: 0.00880962172511674
Position 509: 0.00547186031594718
Position 497: 0.004067798524899041
Position 823: 0.0021682666378478018
Position 1319: 0.0017882287513813413
Position 1095: 0.0015643671375574228
Position 149: 0.0014435442290335122
Position 1277: 0.0013050233185694946
Position 1359: 0.0010791005428790394
Position 1658: 0.0010335965921586731
Position 1194: 0.0008261857785606966
Position 526: 0.0007157480798206897
Position 1130: 0.0006496622544398741
Position 206: 0.0005890776118226757
Position 1356: 0.0005714651493773677
Position 1446: 0.0004964941051356002
Position 682: 0.0004635108016305221
Position 1145: 0.00045998832166707323
Position 1566: 0.00039898585923001497
Position 946: 0.0003984812967468368
Position 1245: 0.00031327403603020236
Position 841: 0.00028667549035217685
Position 1080: 0.0002761160251646357
Position 1119: 0.00021514916579564282
Position 461: 0.00015723874497898104
Position 294: 0.0001538502353769713
Position 844: 0.00014817628184016348
Position 1377: 0.0001448163875147635
Position 639: 0.00011571264490981134
Position 657: 8.066174138196799e-05
Position 317: 6.283528121800108e-05
Position 548: 5.872955948129901e-05
Position 1281: 5.710463615726451e-05
Position 859: 5.6095948647779374e-05
Position 1287: 5.451166813236198e-05
Position 140: 5.281022521499334e-05
Position 1254: 4.9256144178333014e-05
Position 411: 4.6823363691230054e-05
Position 617: 4.356291867238729e-05
Position 732: 3.879841762308357e-05
Position 101: 3.703332041022976e-05
Position 227: 3.6586289716342596e-05
Position 1200: 3.5175675337499676e-05
Position 344: 3.439005707873083e-05
Position 1324: 3.33202037836762e-05
Position 1167: 3.151541956425096e-05
Position 1622: 2.8947209455335467e-05
Position 928: 2.2837652507379266e-05
Position 973: 2.282194568970404e-05
Position 654: 1.9205452222816014e-05
Position 542: 1.9073905461848893e-05
Position 157: 1.5594244433292746e-05
Position 1260: 1.3002836402788404e-05
Position 828: 1.1611641292355082e-05
Position 203: 1.063207940498761e-05
Position 554: 9.157872222625523e-06
Position 272: 9.113674202037647e-06
Position 464: 7.333797244723164e-06
Position 1392: 5.657603304891364e-06
Position 1572: 5.178187689057061e-06
Position 1161: 4.935948266242239e-06
Position 398: 4.448269304358249e-06
Position 886: 4.3877353765460135e-06
Position 1629: 4.191287047235505e-06
Position 65: 3.6683687224100365e-06
Position 1182: 3.55947456000982e-06
Position 1113: 3.3762454437877383e-06
Position 1387: 2.6500659786786312e-06
Position 832: 2.069181185201457e-06
Position 895: 1.762070690490236e-06
Position 1584: 1.5437987048031455e-06
Position 819: 1.152808097329072e-06
Position 985: 1.11510309821828e-06
Position 988: 8.826441010528434e-07
Position 899: 6.631673403392424e-07
Position 901: 3.2375553672399023e-07
Position 955: 1.0177716071596468e-07
