Gene = Aprt
index = 23
Annotated 5SS: [329 697]
Annotated 3SS: [458 770]
SMsplice 5SS: [697]
SMsplice 3SS: [770]
top_k =  500
Partition function (log Z): -3.494773486747081

Sorted 5' Splice Sites (High to Low Probability):
Position 697: 0.9508978316901606
Position 329: 0.5146716078422942
Position 416: 0.08030546547119877
Position 180: 0.07517817003660879
Position 692: 0.04291203383196927
Position 885: 0.011249604190413863
Position 349: 0.008749300537753314
Position 166: 0.006004734486446263
Position 427: 0.0037751962069055146
Position 123: 0.003471015288627968
Position 155: 0.0024779758920935105
Position 687: 0.0014152735876007427
Position 980: 0.0010591415999304768
Position 989: 0.0010242729444162164
Position 963: 0.0009877902520376008
Position 419: 0.000660293943375614
Position 1001: 0.00042225874497776704
Position 425: 0.00033048644744154915
Position 701: 0.0002799272990155042
Position 553: 0.00027417654490210217
Position 202: 0.0002690484677924135
Position 187: 0.0002213813053341866
Position 138: 0.00015464593872826935
Position 536: 0.00010220975558056644
Position 559: 8.22211587301396e-05
Position 58: 7.185679502540834e-05
Position 494: 6.889900906471272e-05
Position 273: 6.638040100998013e-05
Position 847: 6.35584281857673e-05
Position 51: 4.305286874484012e-05
Position 226: 3.9343553544810845e-05
Position 372: 3.761342945157764e-05
Position 661: 3.73354746621009e-05
Position 293: 2.4014477942949886e-05
Position 333: 1.1152667115619161e-05
Position 323: 7.77612703384306e-06
Position 927: 6.213071102113701e-06
Position 498: 4.013174165941503e-06
Position 912: 3.865084451605345e-06
Position 940: 3.337378802955388e-06
Position 664: 3.3105339621446314e-06
Position 517: 3.103663170148886e-06
Position 118: 2.094435581508288e-06
Position 458: 9.639483755988178e-07
Position 60: 2.1158719094922147e-07
Position 670: 1.3114915149026166e-08
Position 623: 3.735763536924544e-09
Position 439: 9.035439743063181e-10
Position 816: 5.772810621316994e-10
Position 339: 2.906536903532592e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9923985837218948
Position 601: 0.35808462854578754
Position 489: 0.18127141972505315
Position 250: 0.06150202736309716
Position 458: 0.05828116613659024
Position 415: 0.020305626822961897
Position 229: 0.008326942622041348
Position 1135: 0.004738523010925843
Position 1107: 0.004463196858522
Position 1061: 0.003415669050474675
Position 536: 0.00317413151962351
Position 803: 0.002433356095375406
Position 226: 0.001962504004783456
Position 1041: 0.0016951604987468529
Position 840: 0.0012257813025755115
Position 846: 0.0008209318164030628
Position 1214: 0.00045681114537863014
Position 311: 0.0004462598763916354
Position 1202: 0.0003581833815425631
Position 1195: 0.0002740659185459887
Position 472: 0.00020554961646803807
Position 884: 0.00017990860169123218
Position 552: 0.00017190873224874528
Position 314: 0.00013939138675249423
Position 356: 0.00011050232019126872
Position 740: 0.00010949682367173174
Position 642: 0.00010841164216902456
Position 980: 0.00010097388037148412
Position 816: 9.590306839751604e-05
Position 284: 8.968919887099441e-05
Position 733: 7.394252762343613e-05
Position 1065: 7.080374791767084e-05
Position 103: 6.229406567354257e-05
Position 639: 5.695915624858867e-05
Position 202: 4.642756032204173e-05
Position 258: 4.2283125587394096e-05
Position 372: 3.868395550346846e-05
Position 1009: 3.616390169162717e-05
Position 187: 1.6882294563200368e-05
Position 278: 1.4351454583461983e-05
Position 938: 1.3985537693301204e-05
Position 949: 1.0367672998171095e-05
Position 138: 8.910288672480621e-06
Position 115: 7.476485288555967e-06
Position 280: 7.3872586359135966e-06
Position 609: 5.377932959293997e-06
Position 546: 4.641028133871015e-06
Position 263: 3.1246648379825745e-06
Position 348: 2.024297871985744e-06
Position 648: 1.6355205048634668e-06
Position 293: 1.5081360331490496e-06
Position 166: 1.2691709289978504e-06
Position 687: 3.4748045075140343e-07
Position 267: 2.823007953075341e-07
Position 170: 2.748027040563904e-07
Position 333: 3.640581165994642e-08
Position 158: 3.107686783181592e-08
Position 238: 9.691780829384591e-10
Position 782: 3.8612556203764814e-10
Position 363: 3.9736296941413684e-11
