Gene = Tsp66A
index = 1572
Annotated 5SS: [1912 2155 2350 2588]
Annotated 3SS: [1968 2214 2410 2636]
SMsplice 5SS: [ 106  329  521  671 1060 1243 1567 2350 2588]
SMsplice 3SS: [ 160  391  577  737 1116 1309 2214 2410 2646]
top_k =  500
Partition function (log Z): 7.600525538160589

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.998057896812142
Position 2350: 0.9677450873653766
Position 1243: 0.9049195020286456
Position 521: 0.8001161581405276
Position 329: 0.745064760498018
Position 671: 0.7091622916664273
Position 106: 0.6720499172391173
Position 840: 0.6002347912066359
Position 2149: 0.5332282255979278
Position 1060: 0.5010683495149755
Position 1567: 0.49407690722323616
Position 1916: 0.31667821081824327
Position 1912: 0.15610423170347323
Position 212: 0.15491515037260967
Position 1899: 0.11684924388951717
Position 2155: 0.0484526362661142
Position 1057: 0.04338402826711793
Position 1075: 0.04104286966270041
Position 1383: 0.03931837272072132
Position 1248: 0.03369541740118263
Position 2732: 0.0313803356828894
Position 2704: 0.029876672546636045
Position 2159: 0.020131706912474494
Position 2742: 0.01803995855183589
Position 2750: 0.01490285636631315
Position 1615: 0.01369893570105396
Position 2737: 0.012841352634205853
Position 681: 0.01017255164874182
Position 818: 0.008905937798712963
Position 1034: 0.00823594026762549
Position 2071: 0.007958963571579486
Position 2101: 0.007416686631410193
Position 1679: 0.005146274856093412
Position 326: 0.004665861956357076
Position 690: 0.004119645100821125
Position 1064: 0.0031164007728318585
Position 822: 0.0025251333276529743
Position 2345: 0.0014980486056283425
Position 668: 0.0011388904003221858
Position 2105: 0.0010427631517643593
Position 243: 0.000980183425248839
Position 659: 0.0007444341019599777
Position 333: 0.0006980046309010126
Position 468: 0.0006799312750658471
Position 546: 0.000586575115620546
Position 3221: 0.0005347018728068229
Position 415: 0.0005289910952560346
Position 363: 0.0004231325912120751
Position 902: 0.0004165201798788943
Position 2356: 0.0003453582097395245
Position 2579: 0.00033491865237019315
Position 810: 0.0002449098611909122
Position 1469: 0.0002327334326577581
Position 585: 0.0001958022808492277
Position 45: 0.00013321666194382234
Position 13: 0.00012463551086649698
Position 269: 0.00012132546466167284
Position 227: 0.0001167538996296314
Position 525: 9.239042564680346e-05
Position 377: 7.456809662045741e-05
Position 1317: 7.110653042882489e-05
Position 216: 6.0352284367046736e-05
Position 1009: 5.668988777671598e-05
Position 64: 5.17396840103062e-05
Position 110: 3.245852382734656e-05
Position 496: 2.852450755409833e-05
Position 255: 2.4170161571270734e-05
Position 1106: 2.1772840122623224e-05
Position 2592: 1.5583013352154943e-05
Position 281: 1.5082389697819899e-05
Position 3090: 8.284692740814159e-06
Position 2567: 4.715911024638214e-06
Position 257: 2.6710962466217496e-06
Position 303: 2.334766774921891e-06
Position 76: 2.2973098642041203e-06
Position 2636: 2.0087077604329936e-06
Position 131: 1.5444936999777576e-06
Position 62: 1.0487323931460491e-06
Position 272: 9.70739667025014e-07
Position 417: 8.103569812877418e-07
Position 142: 4.7540007527017163e-07
Position 2603: 3.1897564687328805e-07
Position 577: 3.1663694822570294e-07
Position 419: 2.4350975825666714e-07
