Gene = Cog3
index = 1084
Annotated 5SS: [ 194  763 1308 1501 1721 1909 2706]
Annotated 3SS: [ 249  819 1360 1559 1778 1962 2763]
SMsplice 5SS: [ 194  763 1308 1501 1721 1909 2706]
SMsplice 3SS: [ 249  819 1360 1559 1778 1962 2763]
top_k =  500
Partition function (log Z): 17.492532141325377

Sorted 5' Splice Sites (High to Low Probability):
Position 1721: 0.9998426956821803
Position 194: 0.9975095742298007
Position 1501: 0.9915049315615907
Position 2706: 0.9693823969952629
Position 763: 0.8998550518648935
Position 1308: 0.8920491757979034
Position 1909: 0.8612717865584574
Position 2405: 0.20349827431694673
Position 2420: 0.07296174218390895
Position 2409: 0.05846741191484973
Position 889: 0.04542459260707326
Position 2253: 0.03215750880085888
Position 3150: 0.02869432524789845
Position 277: 0.02791071377265187
Position 1896: 0.02250447905088278
Position 2731: 0.01817163079565617
Position 2411: 0.006669302740052885
Position 1039: 0.005704118131580505
Position 1941: 0.005455663953146308
Position 2001: 0.0037166109988029466
Position 3156: 0.0034649052672164216
Position 1930: 0.0034542889331233423
Position 1265: 0.0033857649686280856
Position 2974: 0.003321245553605395
Position 1186: 0.003251147890824393
Position 3106: 0.0028929024041027093
Position 2816: 0.0023457552586961983
Position 2395: 0.0020039232498032713
Position 2308: 0.001994862261119728
Position 1159: 0.0017768208754834272
Position 1317: 0.0016848643068544736
Position 3172: 0.0013973391811190183
Position 2966: 0.0010529145790793668
Position 2223: 0.001031504325972029
Position 378: 0.0009531461976797844
Position 652: 0.0009375974576227976
Position 771: 0.0008804072752664021
Position 1240: 0.0006217640061954638
Position 2718: 0.000585521123330108
Position 1071: 0.0005474200174487346
Position 1005: 0.0005156872255699259
Position 528: 0.00042773849738672056
Position 2671: 0.00034231698682992735
Position 3073: 0.00027774012625675907
Position 3170: 0.0002462304053210404
Position 2955: 0.00023796577240944487
Position 893: 0.0002157402526527342
Position 855: 0.00020837829521675464
Position 1056: 0.00020251319401745868
Position 884: 0.0001955105158332742
Position 2634: 0.00015284416877159936
Position 791: 0.00014742123196210134
Position 388: 0.0001399772617971049
Position 1991: 0.00012577249273577995
Position 2388: 0.00011882655109352031
Position 2016: 0.00011501525777011636
Position 910: 0.00010766558084339757
