Gene = TSG101
index = 1541
Annotated 5SS: [ 383  583  739 1085 1437 1845]
Annotated 3SS: [ 497  672  808 1215 1497 1912]
SMsplice 5SS: [ 383  583  739  940 1085 1437 1845]
SMsplice 3SS: [ 497  672  808 1002 1215 1497 1912]
top_k =  500
Partition function (log Z): 22.731031214836037

Sorted 5' Splice Sites (High to Low Probability):
Position 1845: 0.9986963509080845
Position 1085: 0.9924384456787806
Position 383: 0.986907184321582
Position 583: 0.9775678453748611
Position 1437: 0.9524217556750311
Position 739: 0.8168596937997441
Position 940: 0.8140472798750027
Position 918: 0.0590915455722251
Position 1411: 0.04581937943739213
Position 219: 0.013416445135441503
Position 910: 0.012333635327363151
Position 632: 0.010804192004209501
Position 840: 0.006204859399621405
Position 72: 0.004207805574878838
Position 37: 0.003508970351682025
Position 578: 0.003137222153274174
Position 788: 0.0027034342619177533
Position 1415: 0.0014701629424208023
Position 833: 0.0011845369086732145
Position 1089: 0.0011231694833223787
Position 99: 0.0008704316910975144
Position 2145: 0.0008526450574652657
Position 370: 0.000661935635606521
Position 1603: 0.0005937704785443449
Position 1091: 0.0004651388143166224
Position 1096: 0.0004297741881397374
Position 60: 0.0004046894155618766
Position 1591: 0.0002331759667140021
Position 1104: 0.00019608401237948458
Position 1003: 0.0001960009594703625
Position 155: 0.00019325833248449458
Position 2199: 0.00018688111234112042
Position 232: 0.00015035934090101412
Position 347: 0.0001439107654698251
Position 3: 0.00012670667214465222
Position 2125: 0.00010757089052875183
Position 1038: 8.582550657021088e-05
Position 729: 8.394460024098983e-05
Position 2069: 8.028234571112864e-05
Position 1441: 7.877129567857e-05
Position 2158: 7.055106462299738e-05
Position 1153: 6.861178042960779e-05
Position 1862: 6.018321754021837e-05
Position 2019: 5.95400198942446e-05
Position 400: 5.470578832165391e-05
Position 275: 4.592372707285935e-05
Position 922: 4.4910317996876656e-05
Position 1987: 4.38167024484027e-05
Position 207: 4.300409175133714e-05
Position 62: 3.9417310742091915e-05
Position 1667: 3.939187506943522e-05
Position 2148: 3.6257357670371146e-05
Position 1611: 3.348584134442771e-05
Position 1816: 3.238153460253601e-05
Position 79: 2.510734315114148e-05
Position 503: 2.4535145441228114e-05
Position 1856: 2.4232454242143904e-05
Position 6: 2.2020165541089343e-05
Position 1849: 2.1676556542505478e-05
Position 324: 1.6971157107014898e-05
Position 1653: 1.6776747816724943e-05
Position 1194: 1.6505817682713275e-05
Position 136: 1.5056832707352066e-05
Position 873: 1.3726484295853478e-05
Position 65: 1.3668593418812218e-05
Position 180: 1.2853451256255001e-05
Position 638: 7.662934550987015e-06
Position 875: 6.02489508890198e-06
Position 726: 5.328088379972117e-06
Position 1733: 5.0774340054298534e-06
Position 2119: 4.359764533033296e-06
Position 1291: 4.347919125740697e-06
Position 124: 4.254141343886379e-06
Position 2086: 3.957789334343823e-06
Position 1036: 3.3712255571438248e-06
Position 183: 2.999281793229331e-06
Position 1307: 2.925719029116905e-06
Position 636: 2.6942688491260344e-06
Position 880: 2.4085188102501713e-06
Position 1975: 2.1650581237814883e-06
Position 1288: 1.8393864849955024e-06
Position 701: 1.7898581554021316e-06
Position 235: 1.4723122664480534e-06
Position 392: 1.0554511039604427e-06
Position 537: 6.957467832145069e-07
Position 2175: 6.269671294888619e-07
Position 1334: 4.321281031843332e-07
Position 143: 3.8013411719900087e-07
Position 1326: 1.964388569958317e-07
Position 688: 1.8716349214286662e-07
Position 1989: 1.3029220747034302e-07
Position 150: 8.647336655730804e-08
Position 497: 6.419009219966724e-08
Position 528: 1.229232292770028e-08
Position 1913: 1.0236122317158302e-08
Position 548: 8.819856906821399e-09
Position 674: 3.904247485103532e-09
Position 531: 3.158161830445706e-09
Position 540: 9.012398913746242e-10
Position 1354: 2.609231721445645e-11
Position 1514: 4.805749978919847e-12
Position 1243: 2.206632015700481e-12
Position 507: 1.237198731152896e-12
Position 1012: 1.165496175522498e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1912: 0.9987457234224313
Position 1497: 0.9940262378801427
Position 497: 0.9884917417455439
Position 672: 0.9459611309920132
Position 1002: 0.8812513839899445
Position 808: 0.7633209358230405
Position 1215: 0.5656729406686767
Position 1275: 0.42053857757443697
Position 903: 0.061455255791751234
Position 861: 0.028342186113875043
Position 969: 0.01497873582396853
Position 1229: 0.008618659219140222
Position 275: 0.005384374731444336
Position 299: 0.004976323714832578
Position 713: 0.004906297414949455
Position 124: 0.004843029079624753
Position 1514: 0.003994101938926996
Position 688: 0.0025501003264258196
Position 2264: 0.0015225880311373005
Position 158: 0.001187286557167675
Position 1483: 0.0011468365229641818
Position 1194: 0.0009762912624597937
Position 177: 0.0008704890534164271
Position 301: 0.0008143012212861156
Position 503: 0.0007582699829011705
Position 1562: 0.0006654137961243865
Position 105: 0.0006016324873693864
Position 524: 0.0005353530013208016
Position 315: 0.0004572326013331362
Position 1650: 0.00040106353415101536
Position 556: 0.0003128296024641528
Position 1690: 0.00030030202005870807
Position 909: 0.0002873592111933925
Position 636: 0.0002591351731632934
Position 196: 0.00022574453246785545
Position 760: 0.0001901217259693893
Position 155: 0.0001840064082919286
Position 771: 0.00017928605534886621
Position 1249: 0.00016994467316739652
Position 939: 0.00015634265538241686
Position 1647: 0.0001296353989876785
Position 695: 0.00010543080630326387
Position 200: 9.585307361430601e-05
Position 1725: 9.191837584650108e-05
Position 58: 7.017508099347556e-05
Position 1743: 4.327589390955549e-05
Position 1128: 3.83072265034756e-05
Position 333: 3.311804441912797e-05
Position 1938: 2.5206863572832054e-05
Position 1359: 1.7558435694754584e-05
Position 1047: 1.4154382622330435e-05
Position 739: 1.377826700855581e-05
Position 2119: 1.314685723448334e-05
Position 521: 1.2307128979875599e-05
Position 2206: 1.0657816963521091e-05
Position 540: 7.6918244573319e-06
Position 205: 7.669696194421147e-06
Position 575: 7.119681073210958e-06
Position 1752: 6.785686865822127e-06
Position 1578: 5.833744561030064e-06
Position 1024: 4.683582815984772e-06
Position 1617: 4.397843399646067e-06
Position 2199: 4.2324077773503685e-06
Position 382: 3.935385181703717e-06
Position 79: 3.628505122916231e-06
Position 1777: 2.7204567726096023e-06
Position 2015: 2.4205569391195396e-06
Position 1749: 2.352258065937683e-06
Position 2066: 2.057130161825386e-06
Position 1758: 1.3505511061955758e-06
Position 1066: 1.0143866952154406e-06
Position 2148: 6.698272982083779e-07
Position 370: 6.172396720614659e-07
Position 1539: 6.065806306064692e-07
Position 1053: 4.6660583712644164e-07
Position 1653: 3.4455917637324124e-07
Position 1549: 2.5622058831320834e-07
Position 1785: 2.2759881818596238e-07
Position 1733: 2.073175434734766e-07
Position 2027: 1.9105619650228337e-07
Position 2069: 1.8927532999914424e-07
Position 1755: 1.7370757061321497e-07
Position 1674: 1.6650804529149983e-07
Position 2074: 1.5204171288092082e-07
Position 2003: 1.2399484547308147e-07
Position 1425: 1.2009867602196858e-07
Position 2091: 1.106552185396669e-07
Position 352: 1.0700951654601338e-07
Position 577: 6.141381728218341e-08
Position 1875: 4.733386594608726e-08
Position 1986: 3.621345287496115e-08
Position 387: 3.3774374677124466e-08
Position 2081: 3.365568359188406e-08
Position 1886: 2.8711505154923617e-08
Position 620: 1.917593647376739e-10
Position 1120: 1.1504537088841242e-10
Position 593: 1.0568968886113038e-10
Position 603: 3.783358644396779e-11
Position 587: 1.3878093117841266e-11
