Gene = Ir21a
index = 1235
Annotated 5SS: [ 409 1227 2162 2413]
Annotated 3SS: [ 944 1281 2219 2467]
SMsplice 5SS: [ 409  814 1227 2413]
SMsplice 3SS: [ 513  944 1281 2467]
top_k =  500
Partition function (log Z): -3.848585774576085

Sorted 5' Splice Sites (High to Low Probability):
Position 2413: 0.7452285501151715
Position 1227: 0.701098234689725
Position 409: 0.6280357527277337
Position 248: 0.36589511369086214
Position 814: 0.3608035084109427
Position 713: 0.228057982133871
Position 2162: 0.21456406711690806
Position 1667: 0.2083825390341007
Position 2172: 0.1975975160562152
Position 604: 0.16854423672241245
Position 2628: 0.08414259041166211
Position 1345: 0.08196646256819907
Position 1422: 0.04627023821168179
Position 1676: 0.0368836549525739
Position 161: 0.03639917083803405
Position 1898: 0.020506069912764577
Position 233: 0.01785311162159997
Position 2887: 0.017349680440881116
Position 259: 0.016106105870093354
Position 1179: 0.014615584648025249
Position 825: 0.01418993676906446
Position 608: 0.012499240127100927
Position 1929: 0.0091408507249139
Position 1618: 0.00878666482846531
Position 864: 0.006686109785226601
Position 300: 0.00661734494102491
Position 1912: 0.006274228796447531
Position 626: 0.005128224320458133
Position 2390: 0.0038773403208964673
Position 1907: 0.0027584815927410677
Position 888: 0.0027558232130433682
Position 1410: 0.001754821788794135
Position 818: 0.0017532431628710491
Position 858: 0.001641174330556298
Position 153: 0.0012824630934818006
Position 916: 0.0011687004993133957
Position 579: 0.0009167880088658036
Position 585: 0.000747720310717793
Position 19: 0.0003561935766812217
Position 614: 0.00029479443311543726
Position 1124: 0.000247339244340474
Position 1231: 0.00023542529974186172
Position 143: 0.0002261394811532142
Position 295: 0.0002202866027879124
Position 841: 0.0002095946634616458
Position 1107: 0.00018131415923596346
Position 476: 0.00014022288592953133
Position 304: 0.00013813159185307764
Position 668: 0.00012606865878327296
Position 514: 0.00011873587941109158
Position 1144: 8.860297732265827e-05
Position 616: 6.39377669324699e-05
Position 92: 6.393114662533444e-05
Position 1191: 4.943025960418698e-05
Position 252: 4.81823710129758e-05
Position 145: 4.693904319187719e-05
Position 1382: 4.488085804555952e-05
Position 90: 2.6581250817567323e-05
Position 747: 2.6447796492020653e-05
Position 524: 2.031760768549286e-05
Position 1102: 1.9682955803574155e-05
Position 764: 1.539684751050459e-05
Position 431: 1.423005992836773e-05
Position 402: 1.102112179645168e-05
Position 324: 1.0831373708841725e-05
Position 194: 7.891305293461028e-06
Position 28: 4.42049351897379e-06
Position 346: 3.2301506702956153e-06
Position 177: 1.4309690416644132e-06
Position 77: 1.3211550872960505e-06
Position 182: 3.761669834298177e-07
Position 367: 2.365764528591635e-07
Position 6: 7.698088890427056e-08
Position 199: 1.3172320661000363e-09
Position 531: 5.0881490917800346e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 944: 0.8452974899695032
Position 2467: 0.7671358323376517
Position 513: 0.6590289745300484
Position 1281: 0.6394457380015043
Position 2219: 0.31020020971565126
Position 1744: 0.1546582370161391
Position 2065: 0.1399133290780065
Position 1492: 0.13533178410287847
Position 2274: 0.07788668744703561
Position 738: 0.07576696717051513
Position 475: 0.07057059597295694
Position 881: 0.05352886483073204
Position 2708: 0.05324937616477334
Position 2529: 0.04818711307780723
Position 214: 0.035930527987276834
Position 1410: 0.023951203759221787
Position 3161: 0.01990427904675096
Position 322: 0.018166017220968923
Position 1450: 0.017602459252838994
Position 668: 0.017235669181872592
Position 2778: 0.016676503194640008
Position 394: 0.016571157368401347
Position 282: 0.012826375617560958
Position 2095: 0.012223226346418415
Position 654: 0.010492959988080381
Position 362: 0.009678177439456244
Position 747: 0.005078541627909218
Position 1284: 0.003930541591979957
Position 3100: 0.0035743000200995937
Position 2939: 0.003421511494060086
Position 2248: 0.0030662275891675654
Position 625: 0.0023107106821138247
Position 1767: 0.002078751598330464
Position 635: 0.0018826950334528577
Position 1692: 0.0017482133433221643
Position 3311: 0.0015096454072000246
Position 2730: 0.001451491022570505
Position 1244: 0.0014085060068716457
Position 324: 0.0013624674904706955
Position 1436: 0.0012964877328396568
Position 2672: 0.0011082465124249595
Position 841: 0.000692709307423174
Position 1023: 0.0006676795220416022
Position 3278: 0.0005969179900237305
Position 1311: 0.0004310641937251275
Position 804: 0.00040017006785978576
Position 984: 0.0003295049420646975
Position 1191: 0.0003176937284929904
Position 1079: 0.00029383310144291333
Position 1086: 0.00025499317330527304
Position 591: 9.18526675146986e-05
Position 597: 8.612592670232842e-05
Position 408: 8.424779562723739e-05
Position 717: 7.060372280061035e-05
Position 1110: 6.966719158069919e-05
Position 1123: 6.718262730657982e-05
Position 1579: 5.369266439222525e-05
Position 570: 4.333782450971405e-05
Position 224: 2.850875929816278e-05
Position 561: 2.8070240575006308e-05
Position 133: 1.4035141367447347e-05
Position 279: 1.3985909981541477e-05
Position 68: 4.414751674438521e-06
Position 396: 4.1882512372228334e-06
Position 61: 2.118169447602358e-06
Position 248: 2.11575835286114e-06
Position 90: 1.1585683374853554e-06
Position 98: 9.217977669234372e-07
Position 77: 7.38449993837173e-07
Position 447: 7.01076899655237e-07
Position 85: 6.531230791844562e-07
Position 431: 5.733290241053622e-07
Position 413: 3.8069550855597255e-07
Position 232: 3.493056132852527e-07
Position 252: 2.1483462542988398e-07
Position 424: 2.0789093443596915e-07
Position 821: 1.4677927502462014e-07
Position 87: 6.264920088410674e-08
Position 177: 2.7587529543860795e-08
Position 488: 2.7315293814756983e-08
Position 608: 2.063129252918872e-09
