Gene = Acn
index = 7
Annotated 5SS: [1693 2008 2300 2471]
Annotated 3SS: [1796 2064 2360 2558]
SMsplice 5SS: [1693 2008 2300 2471]
SMsplice 3SS: [1796 2064 2360 2558]
top_k =  500
Partition function (log Z): -3.2192095037030484

Sorted 5' Splice Sites (High to Low Probability):
Position 2471: 0.9378170782199811
Position 1693: 0.8667383111973629
Position 2300: 0.8379015018716882
Position 2008: 0.7349952365070677
Position 788: 0.3218573496325038
Position 2734: 0.05475631514160832
Position 1986: 0.04171396737839402
Position 3025: 0.027511707322304787
Position 1117: 0.02388962487952005
Position 2913: 0.02034195143928746
Position 82: 0.01739074146366032
Position 1463: 0.016074321597893487
Position 2770: 0.015494174511584467
Position 794: 0.013807988532698063
Position 1932: 0.01371769924002581
Position 2909: 0.011771485878929781
Position 3010: 0.011188366811729309
Position 54: 0.007877402627600534
Position 2677: 0.005982016048393237
Position 3231: 0.005880776621400963
Position 1508: 0.005178527125037258
Position 515: 0.005023901579116436
Position 101: 0.004277550806396444
Position 1121: 0.0035299408258936665
Position 3028: 0.003282706080827788
Position 1735: 0.002387870657100148
Position 132: 0.0018034734885161068
Position 1995: 0.0017458409156840173
Position 1135: 0.0015099861700410653
Position 1702: 0.0014083982803586442
Position 737: 0.0010839870218668753
Position 1660: 0.0009978884973932246
Position 1697: 0.0008155766581099717
Position 3031: 0.0007992785739373378
Position 686: 0.0007839112577585014
Position 2713: 0.0007747882969306654
Position 1568: 0.0007318542873962714
Position 20: 0.0007311760798107025
Position 2841: 0.0006979540198792831
Position 299: 0.0006727779137676605
Position 323: 0.00054563943137127
Position 371: 0.0005066447415451997
Position 2309: 0.0004961320933943921
Position 3287: 0.0004815790395383924
Position 1153: 0.00045898405978493195
Position 590: 0.0004526208982305835
Position 1164: 0.00041702342905427874
Position 2891: 0.000335262468438926
Position 1451: 0.00032945254763044673
Position 845: 0.00029536607257186684
Position 1638: 0.00025365683864822237
Position 2686: 0.00024784646342241706
Position 2964: 0.0001672147498487964
Position 117: 0.00013940773951560422
Position 1867: 0.0001004295518733422
Position 2656: 7.642704977785799e-05
Position 1965: 6.804439248192696e-05
Position 1666: 6.307121479202929e-05
Position 704: 3.26646115638244e-05
Position 840: 3.2359650259692154e-05
Position 136: 2.768460107541147e-05
Position 2288: 2.6813207575721903e-05
Position 1859: 1.315366581297189e-05
Position 155: 1.122373044008096e-05
Position 689: 1.012342793850528e-05
Position 147: 9.842749613653577e-06
Position 619: 9.301659002901305e-06
Position 446: 8.102139566903515e-06
Position 672: 6.463896134460159e-06
Position 2475: 3.555756354574782e-06
Position 2491: 2.1886329510998486e-06
Position 2172: 8.371600588028285e-07
Position 301: 4.4452565823407236e-07
Position 2581: 3.5524461566866815e-07
Position 557: 3.349260149556934e-07
Position 257: 3.218965929280717e-07
Position 630: 2.573135316950076e-07
Position 869: 1.9580308703855553e-07
Position 178: 1.7457826812764155e-07
Position 219: 1.4972831478322585e-07
Position 2611: 9.9866983927933e-08
Position 335: 8.292427170417975e-08
Position 282: 7.339146523138603e-08
Position 493: 5.279617466540456e-08
Position 238: 4.472334336471838e-08
Position 263: 4.091326444168997e-08
Position 338: 6.036745648500435e-09
Position 269: 8.482442924715996e-12
Position 241: 2.6120027621152138e-12
Position 244: 2.3503571668714473e-12
Position 188: 2.2096449609023607e-12
Position 414: 3.7448765701564614e-13
Position 423: 1.9664610269589581e-13
Position 572: 1.8845449938151325e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2064: 0.9567096353650146
Position 2360: 0.7376079439003491
Position 2558: 0.6891128855703965
Position 1796: 0.6771909873468086
Position 3105: 0.279198241744117
Position 3115: 0.13147627495785738
Position 851: 0.10173327907975088
Position 1583: 0.10032913585212205
Position 1870: 0.07680512261860975
Position 3151: 0.039106848173479244
Position 166: 0.026039692699905
Position 1204: 0.020035250392094982
Position 912: 0.018454664235032267
Position 1228: 0.0183412871450838
Position 859: 0.017854237587980108
Position 2428: 0.017695805444740427
Position 2397: 0.015252712689505694
Position 1071: 0.01183577255924569
Position 1880: 0.009332878833042716
Position 863: 0.0091933469163268
Position 2374: 0.009048789076618166
Position 1268: 0.00869079765215729
Position 840: 0.007224758176417923
Position 1214: 0.006778931446250118
Position 3324: 0.006755608355896894
Position 1034: 0.006071994742653229
Position 2902: 0.004754878275067661
Position 1074: 0.004370093847817202
Position 2517: 0.0026515692620731742
Position 2103: 0.002239206967874247
Position 810: 0.002008448881102069
Position 2377: 0.001430158430521348
Position 2027: 0.001337639480714068
Position 2585: 0.0010211701769744321
Position 1591: 0.0010102795992723605
Position 1731: 0.0009999322982437433
Position 1917: 0.0009464185528456454
Position 3343: 0.0008240515873111769
Position 1394: 0.0007690097061036606
Position 1100: 0.0007170642623680821
Position 2405: 0.0006765512552646461
Position 1153: 0.0005396808608129154
Position 1542: 0.0005081060696039268
Position 2129: 0.000472888033131564
Position 3047: 0.00046991155092458427
Position 866: 0.0003970084517894906
Position 76: 0.0003345096346860399
Position 176: 0.0003329439104177894
Position 117: 0.0003152884468508566
Position 2565: 0.00025575471843757865
Position 1337: 0.0002543955357706121
Position 1304: 0.00021185028780929032
