Gene = comm2
index = 1653
Annotated 5SS: [649]
Annotated 3SS: [1389]
SMsplice 5SS: [649]
SMsplice 3SS: [1389]
top_k =  500
Partition function (log Z): -5.7964597660038715

Sorted 5' Splice Sites (High to Low Probability):
Position 649: 0.9939370222076791
Position 1964: 0.004046742522027732
Position 182: 0.0030872753391531136
Position 1288: 0.0030086967838588636
Position 1310: 0.002911950936535015
Position 346: 0.002704498925089355
Position 107: 0.0016313027982200361
Position 549: 0.0010464844600460706
Position 2056: 0.0009494473137055618
Position 527: 0.0006397884010995284
Position 1232: 0.0006273517701194844
Position 1958: 0.0006208370487347444
Position 480: 0.0004900392998562358
Position 851: 0.00040831852426215286
Position 653: 0.0003732278172124649
Position 34: 0.00036116958625902754
Position 1127: 0.0003583906229747166
Position 1181: 0.0003414939885802416
Position 617: 0.00026603725407904806
Position 38: 0.0002544087475217726
Position 1491: 0.00012536016030475897
Position 1573: 0.00011717698857347834
Position 1875: 0.00010115266998025087
Position 591: 9.417589498692662e-05
Position 1817: 8.604191711723383e-05
Position 896: 8.428765157355039e-05
Position 626: 8.15413455300876e-05
Position 420: 7.747422497887481e-05
Position 1026: 7.221088675717878e-05
Position 910: 6.658798192501695e-05
Position 694: 5.677173940678044e-05
Position 101: 5.053003968241125e-05
Position 1004: 4.946479992715337e-05
Position 292: 4.836392752996736e-05
Position 2091: 4.230061232018146e-05
Position 1761: 3.7426860588339507e-05
Position 1165: 3.525959846155831e-05
Position 1473: 3.349470739639636e-05
Position 2074: 2.7419895170109364e-05
Position 922: 2.0240254499518603e-05
Position 1970: 1.8592438900840714e-05
Position 109: 1.7767016404427568e-05
Position 679: 1.7439146685916923e-05
Position 1054: 1.6605154549616483e-05
Position 704: 1.550309522095342e-05
Position 2147: 1.5187065641975187e-05
Position 256: 1.4081392205337902e-05
Position 1547: 1.4048753752973315e-05
Position 6: 1.3828057664503849e-05
Position 1075: 1.3808686713018027e-05
Position 32: 1.297158350152386e-05
Position 1770: 9.615484870826465e-06
Position 2016: 8.67670763171457e-06
Position 1154: 7.087593991832315e-06
Position 929: 6.577388249752194e-06
Position 806: 6.1705727409460855e-06
Position 382: 5.313372910161337e-06
Position 990: 5.072707924915411e-06
Position 868: 3.94655587110509e-06
Position 521: 3.6854735992852737e-06
Position 1428: 2.891696078815838e-06
Position 2122: 1.8052943819646561e-06
Position 42: 1.447925766951386e-06
Position 10: 5.020026259311299e-07
Position 564: 3.1359209787008757e-07
Position 166: 2.0989772763162467e-07
Position 993: 1.9611569311845113e-07
Position 963: 1.3809335794316075e-07
Position 958: 9.123553640521586e-08
Position 551: 7.687407887463506e-08
Position 501: 4.665069058570919e-08
Position 499: 2.9603753401799904e-08
Position 22: 2.0806821781545255e-08
Position 1051: 1.3637894605947742e-08
Position 750: 1.3363618181417123e-08
Position 1461: 6.029180834861902e-09
Position 736: 2.529475491393948e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1389: 0.9766750286773581
Position 1025: 0.00857705739453459
Position 1054: 0.006195150814794126
Position 719: 0.002734316259514073
Position 2126: 0.002729073245643497
Position 2169: 0.0025903123229712036
Position 404: 0.0025802172808454117
