Gene = Shc
index = 1501
Annotated 5SS: [315]
Annotated 3SS: [376]
SMsplice 5SS: [315]
SMsplice 3SS: [376]
top_k =  500
Partition function (log Z): -4.554755267748444

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9952478088081077
Position 543: 0.00776835299115946
Position 319: 0.00436094620017962
Position 864: 0.002463988631103328
Position 1190: 0.002288575690581639
Position 1445: 0.0010332947985630663
Position 739: 0.0008367444234340575
Position 989: 0.0006241531933021767
Position 766: 0.0005136552143667945
Position 498: 0.0004018240853267101
Position 243: 0.0002671616009689416
Position 1161: 0.00023946967710681565
Position 696: 0.00022856224953022892
Position 589: 0.000202471768921515
Position 220: 0.0001569453710247843
Position 1092: 0.0001522628502417279
Position 1368: 0.0001505452211658382
Position 30: 0.0001379872945555678
Position 1558: 0.00012856837477065715
Position 18: 0.00012682286131575227
Position 299: 0.00010766995587201648
Position 803: 0.0001030806534646001
Position 713: 7.623692483070978e-05
Position 306: 7.155423540283922e-05
Position 795: 5.6364691067707004e-05
Position 528: 2.2833368448709978e-05
Position 238: 1.6795724849685527e-05
Position 1500: 1.0304354326599635e-05
Position 1360: 1.0170209307410553e-05
Position 1397: 8.68580418242616e-06
Position 1531: 7.046055462753641e-06
Position 1194: 6.606518732481195e-06
Position 652: 6.598733974674891e-06
Position 1552: 5.5464862122374866e-06
Position 840: 5.205978455932645e-06
Position 575: 4.143267889569317e-06
Position 1035: 4.123397589343154e-06
Position 1257: 3.792278127649134e-06
Position 262: 2.518238290109325e-06
Position 1132: 1.4622416629559424e-06
Position 1353: 1.1073977413500386e-06
Position 224: 5.253621852389494e-07
Position 208: 1.8050731468026591e-07
Position 256: 6.701925772919959e-08
Position 581: 5.128396562943814e-08
Position 167: 3.266111071163888e-08
Position 416: 2.4111220023952008e-08
Position 895: 1.0045630337448116e-08
Position 1058: 5.4391495773241195e-09
Position 409: 4.921792169603268e-09
Position 508: 4.353656806570009e-09
Position 226: 1.1441501466531955e-09
Position 355: 9.36602043840251e-10
Position 380: 2.200389711686444e-10
Position 515: 2.1053510103249e-10
Position 345: 4.685657303995865e-11
Position 393: 4.136943767563173e-11
Position 359: 2.9242963983831126e-12
Position 336: 1.7630059894038065e-12
Position 350: 1.4432716526835614e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9911209892645861
Position 1086: 0.0050849042199528835
Position 781: 0.0030964985436515323
Position 624: 0.00301342467116507
Position 1624: 0.0028344624934668727
Position 1285: 0.0021274684010200496
Position 1534: 0.0020846556719827766
Position 827: 0.0016279895072415585
Position 1250: 0.0015312766089079866
Position 920: 0.0006616393869448655
Position 863: 0.00046164464662968213
Position 1023: 0.00035820866124176766
Position 463: 0.0003380260396997118
Position 742: 0.0002870657326520698
Position 1142: 0.00024783912332748106
Position 1117: 0.00023278287494910555
Position 1291: 0.00023044679072127907
Position 977: 0.000226837702313353
Position 306: 0.00022423536593616948
Position 860: 0.00021671426133389025
Position 739: 0.00019263973100574813
Position 1650: 0.0001752548882724336
Position 840: 0.00017358575974432756
Position 940: 0.00016044326747437107
Position 121: 0.00012749850640121724
Position 64: 0.00012124958333720184
Position 1014: 0.0001133000673040798
Position 1145: 0.00010576185087064095
Position 1209: 0.0001010190929575473
Position 523: 6.819267684684157e-05
Position 1175: 5.1922806751691413e-05
Position 629: 5.0144221588020264e-05
Position 1375: 4.748498951935762e-05
Position 917: 4.645577141021117e-05
Position 1349: 4.167925711820818e-05
Position 1091: 3.853830231173239e-05
Position 710: 3.758836654060131e-05
Position 1511: 2.961620832573945e-05
Position 416: 2.0406006002731458e-05
Position 1269: 1.9263556993566018e-05
Position 837: 1.8102127191112657e-05
Position 428: 1.552550239372263e-05
Position 1498: 1.3383109523714654e-05
Position 294: 1.1969205210075036e-05
Position 470: 9.997276260691238e-06
Position 696: 9.853801370386076e-06
Position 791: 8.837344872103686e-06
Position 993: 8.835180858050464e-06
Position 310: 5.610154323076708e-06
Position 869: 4.7685798820347555e-06
Position 89: 4.142496545698916e-06
Position 141: 4.012180931915312e-06
Position 803: 3.739587034154897e-06
Position 83: 3.2985785087665344e-06
Position 71: 2.872810388724098e-06
Position 393: 2.6441636615996267e-06
Position 549: 1.943956740659677e-06
Position 401: 1.7022063386872214e-06
Position 112: 1.2568406089460053e-06
Position 267: 7.982538347627504e-07
Position 182: 1.553520847151575e-07
Position 96: 1.4398542616805527e-07
Position 93: 9.775215707765245e-08
Position 261: 3.807585395954112e-08
Position 682: 3.1970108104952595e-09
Position 378: 3.082591302923526e-09
Position 505: 2.773048541408803e-09
Position 788: 2.095139430175044e-09
Position 345: 6.864559695205233e-10
Position 164: 3.266609059678892e-10
Position 433: 3.08253307174158e-10
Position 542: 1.4086185356961944e-10
Position 380: 5.7503295956217806e-11
Position 342: 4.799665435147706e-11
Position 329: 1.5261357268413477e-11
