Gene = DNApol-alpha50
index = 1126
Annotated 5SS: [ 186 2821]
Annotated 3SS: [2651 2876]
SMsplice 5SS: [ 186 2821]
SMsplice 3SS: [2651 2876]
top_k =  500
Partition function (log Z): -5.069848183923317

Sorted 5' Splice Sites (High to Low Probability):
Position 2821: 0.9910841790431086
Position 186: 0.49630900038080605
Position 944: 0.4621387738380711
Position 774: 0.25112940045582194
Position 770: 0.24444542470485986
Position 3122: 0.0969014316247068
Position 968: 0.05229353126719055
Position 3149: 0.03390634179899928
Position 1108: 0.02891433725110741
Position 210: 0.022504752833436593
Position 3020: 0.01647552313797709
Position 2263: 0.006412693480701369
Position 1079: 0.005188759282752846
Position 3252: 0.004664327641716323
Position 2268: 0.004382441164631498
Position 1052: 0.00415608697065762
Position 2157: 0.0038493032626863476
Position 3790: 0.0033230535663309143
Position 1139: 0.0028879788858455642
Position 3191: 0.002804548067189211
Position 2066: 0.0027944626241165472
Position 1056: 0.002175810255691623
Position 2810: 0.001948286505511192
Position 559: 0.0018561696081722152
Position 3261: 0.001831683825815991
Position 973: 0.0017243856173055838
Position 833: 0.0016112131197625122
Position 1097: 0.001602208522997852
Position 309: 0.0015939758277727823
Position 121: 0.001507040552386141
Position 1379: 0.0014383529980642844
Position 2385: 0.0013629739216797067
Position 3806: 0.0012444843406844326
Position 172: 0.0011288705378239988
Position 2335: 0.0011094595761985044
Position 2288: 0.0010588412536004358
Position 1596: 0.0009775800705852222
Position 3176: 0.000967142779225543
Position 2373: 0.0007734397733420567
Position 2039: 0.0007344711345144916
Position 314: 0.0007280897408867778
Position 1193: 0.0007220620445905818
Position 2825: 0.0006625806790825538
Position 1417: 0.000647226291419555
Position 326: 0.0006359621783816972
Position 4: 0.0005313899214056591
Position 77: 0.0005309836688113639
Position 1521: 0.0005170669215886506
Position 75: 0.0004632908975103384
Position 714: 0.00045776485816115736
Position 1031: 0.00045503759772030927
Position 3788: 0.00034005051979166636
Position 601: 0.00033849654540184037
Position 1118: 0.0003220883257010484
Position 1062: 0.00030608694516588583
Position 1467: 0.00028741101826415316
Position 1643: 0.00028010445506863267
Position 1862: 0.0002248352162533498
Position 3275: 0.00022027692058954694
Position 1364: 0.0001921802238934467
Position 3458: 0.00013242096914032323
Position 3169: 0.00010002007827267764
Position 3048: 8.375309482433375e-05
Position 3081: 7.374240157765806e-05
Position 3677: 5.439863837138121e-05
Position 144: 4.9617170958942284e-05
Position 465: 4.847378696125339e-05
Position 52: 3.969532916220448e-05
Position 675: 3.2188671565646643e-05
Position 273: 1.763292492298782e-05
Position 263: 1.4089695423266319e-05
Position 2762: 1.09142301178927e-05
Position 562: 9.737929620010199e-06
Position 728: 9.595280263361872e-06
Position 109: 9.374237115803938e-06
Position 778: 7.5874994329174225e-06
Position 596: 6.369070487527288e-06
Position 10: 5.015121480168362e-06
Position 2800: 4.376683638480564e-06
Position 2901: 3.4399009644304693e-06
Position 190: 2.374800180906327e-06
Position 502: 2.291596558470305e-06
Position 49: 1.7562176954402432e-06
Position 962: 1.3961073146695898e-06
Position 496: 9.752550596878254e-07
Position 40: 5.468832761732817e-07
Position 7: 4.3597433841974365e-07
Position 388: 3.63876947100499e-07
Position 3616: 1.0895095402909406e-07
Position 998: 1.0140996886013281e-07
