Gene = ecd
index = 1690
Annotated 5SS: [362]
Annotated 3SS: [434]
SMsplice 5SS: [362]
SMsplice 3SS: [434]
top_k =  500
Partition function (log Z): -10.329963363746502

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.931623753976403
Position 232: 0.03604470912302217
Position 554: 0.016662586683308216
Position 1866: 0.010287498769019191
Position 375: 0.009158117433438764
Position 1004: 0.008352914116500763
Position 292: 0.007891941493378695
Position 650: 0.006960383810894529
Position 732: 0.005545030810554099
Position 496: 0.004234290222699429
Position 169: 0.003985383373681417
Position 138: 0.0024476751336948775
Position 2063: 0.002159197479422611
Position 628: 0.0010731305601308925
Position 616: 0.0005955377769673513
Position 1697: 0.0005345299306813113
Position 754: 0.00044141920814750484
Position 1307: 0.00041131498323187013
Position 654: 0.000389322961550217
Position 845: 0.00033164665237282287
Position 778: 0.0002894824921810344
Position 781: 0.00016412655358895718
Position 111: 0.00016049962974381207
Position 992: 0.00011466078535782622
Position 911: 9.748354450043773e-05
Position 1896: 8.092484920771797e-05
Position 1796: 5.099452803501188e-05
Position 641: 2.80957507530046e-05
Position 133: 7.702677067834895e-06
Position 115: 1.7463553573584945e-06
Position 243: 9.86096324150723e-07
Position 493: 5.451480101665549e-07
Position 392: 4.6758163218484535e-07
Position 725: 2.7713790672005194e-07
Position 461: 2.544586641628851e-07
Position 528: 1.1102545143298997e-07
Position 500: 1.03721654505358e-07
Position 657: 9.158761489188529e-08
Position 503: 6.805597777114005e-08
Position 17: 5.61942530074816e-08
Position 574: 3.395258164689703e-08
Position 24: 2.6744246737361394e-08
Position 279: 8.455061019523039e-09
Position 26: 1.939459832196383e-09
Position 264: 5.997132978172339e-10
Position 423: 5.204504902139661e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 434: 0.8442287046942678
Position 844: 0.1034589471112515
Position 1918: 0.030289132995415725
Position 1939: 0.02472822900417203
Position 2139: 0.008833819216259626
Position 291: 0.0067053889418649745
Position 769: 0.005664547950950781
Position 2104: 0.003471836291491138
Position 1048: 0.003416965118976919
Position 915: 0.002246498277222874
Position 1045: 0.0018489336049177948
Position 207: 0.001434964249192476
Position 1388: 0.001420867060085393
Position 486: 0.001412651511844637
Position 1495: 0.0012643776739341055
Position 1063: 0.0012079040686756347
Position 1135: 0.001150671243217462
Position 285: 0.0007915513571411
Position 236: 0.0006991936377882473
Position 520: 0.0006567837309382266
Position 1750: 0.0006277451914284135
Position 2117: 0.0005870128974261989
Position 1327: 0.0005813029228898688
Position 889: 0.0005637084053212834
Position 874: 0.0004301323340745825
Position 250: 0.00026338441978626887
Position 1666: 0.00022327475266723375
Position 811: 0.00015553509229414522
Position 637: 0.00014956075254258063
Position 1889: 0.00013679912021003556
Position 886: 0.00011857462074923945
Position 279: 0.00010243907634744508
Position 667: 9.805645802089069e-05
Position 1682: 9.276395072748105e-05
Position 1343: 8.697882376990217e-05
Position 693: 8.677344121845911e-05
Position 1192: 8.007138619436823e-05
Position 1564: 7.57327284443179e-05
Position 676: 6.981938501570881e-05
Position 1580: 6.966351363085334e-05
Position 174: 6.54941119468961e-05
Position 1960: 5.795723989954872e-05
Position 1467: 5.7468566516031575e-05
Position 1516: 5.589007272559678e-05
Position 864: 5.487755685336575e-05
Position 2091: 4.5301287958661716e-05
Position 1435: 4.313123858303938e-05
Position 1588: 3.795235474804054e-05
Position 1174: 3.72189140475626e-05
Position 387: 3.5347960563402e-05
Position 1114: 2.9447080231437628e-05
Position 802: 1.4718826808426148e-05
Position 257: 1.3967062462883465e-05
Position 156: 1.3071888107851011e-05
Position 778: 1.270858857148513e-05
Position 690: 1.2158353806499182e-05
Position 273: 6.105457824362331e-06
Position 243: 4.136753780136934e-06
Position 312: 1.635008311515986e-07
Position 351: 1.5556955485851615e-07
Position 219: 1.5321156632066287e-07
Position 180: 1.457273142976239e-07
Position 805: 1.049764914501244e-07
Position 589: 4.70759533545134e-08
Position 574: 3.8994330295726477e-08
Position 296: 3.048909015027778e-08
Position 61: 1.612005720393146e-08
Position 97: 9.242712201538149e-09
Position 348: 8.166407587665163e-09
Position 345: 2.7809127394359495e-09
Position 73: 2.1014892809986535e-09
Position 101: 2.0909447534265432e-09
Position 64: 1.251985746338712e-09
Position 330: 1.1277437203143695e-09
Position 315: 7.830522217908854e-10
Position 123: 6.785561628553367e-10
Position 90: 1.223989088047154e-10
Position 80: 4.327154023134151e-11
Position 126: 1.8626922149083536e-11
Position 493: 9.971874023365897e-12
Position 67: 2.2753939436495163e-12
Position 111: 9.211324380971278e-13
Position 252: 5.39138235697358e-13
Position 333: 4.938785869423688e-13
Position 86: 1.097509000516725e-13
Position 138: 8.61458456619573e-14
