Gene = ndl
index = 1815
Annotated 5SS: [ 287  853 2721 3852 4405 4794 6134 6366 6535 7586 8121 8468 8639 8845]
Annotated 3SS: [ 708  908 2781 3912 4459 4854 6195 6420 6600 7650 8175 8530 8700 8899]
SMsplice 5SS: [ 287  853 2366 2721 3852 4405 4794 6134 6366 6535 7586 8121 8484 8639
 8845]
SMsplice 3SS: [ 708  908 2552 2781 3912 4459 5868 6195 6420 6600 7650 8175 8530 8700
 8899]
top_k =  500
Partition function (log Z): 26.206657556116255

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.9982263281623011
Position 7586: 0.998147243721746
Position 8639: 0.9951274908211845
Position 4405: 0.9844407771565399
Position 6535: 0.9812930729720167
Position 2721: 0.9741152870633649
Position 4794: 0.926948802791487
Position 6366: 0.8145949800568961
Position 6134: 0.7168878627083757
Position 8845: 0.7022163517033273
Position 8121: 0.696094348752411
Position 8484: 0.6866402502148657
Position 287: 0.5686692198269053
Position 2366: 0.4549204349367431
Position 3852: 0.44570461109521764
Position 995: 0.3456380739098567
Position 5577: 0.31012089550371175
Position 8468: 0.29708469377617747
Position 3855: 0.25237408653371884
Position 7823: 0.24090638423740568
Position 5197: 0.1857660331357134
Position 604: 0.15030657597671793
Position 2860: 0.127827891806514
Position 552: 0.11952049318437419
Position 8835: 0.10815176644637312
Position 5298: 0.09533246428579879
Position 8980: 0.07074393528354173
Position 9346: 0.0602766051323871
Position 6995: 0.05425495696616522
Position 535: 0.04019142230756727
Position 6759: 0.027622253474464828
Position 5265: 0.027555334222502104
Position 3824: 0.022369196083804662
Position 4060: 0.013574997776202778
Position 4608: 0.01183188912234531
Position 1448: 0.010081242463964819
Position 2163: 0.009118874743025876
Position 1478: 0.008982238834677393
Position 2361: 0.008529914450891156
Position 9003: 0.008119237153328534
Position 4757: 0.008053604922026303
Position 1212: 0.00792515290705821
Position 3088: 0.007822162847161048
Position 1419: 0.0077999335994319045
Position 8073: 0.0073388253620027205
Position 6894: 0.006965497808445457
Position 28: 0.006418934212828464
Position 2947: 0.006334407501673322
Position 1256: 0.005921487319874526
Position 2878: 0.005578237354819866
Position 4981: 0.0052667753695412114
Position 8083: 0.00497819782756359
Position 8093: 0.004384960479430936
Position 2904: 0.004331372204282801
Position 401: 0.004285704461836871
Position 608: 0.0033281899417425395
Position 7176: 0.0033204068523116272
Position 8472: 0.0032907733057621477
Position 7859: 0.0032381478568733212
Position 6547: 0.0032229588980377368
Position 8776: 0.0030735498072067256
Position 4972: 0.0030005222893863064
Position 197: 0.002631518138834399
Position 4252: 0.00255009059172153
Position 8635: 0.002386530616222778
Position 3539: 0.0020297640084225117
Position 3628: 0.0020013632038768823
Position 1581: 0.0019689721439944304
Position 7225: 0.001963112691355447
Position 7173: 0.0017577300245861475
Position 8128: 0.00170238061440148
Position 523: 0.0014869883736593227
Position 5040: 0.001483232141601661
Position 7943: 0.0013852292126177257
Position 3043: 0.0013109308441227108
Position 8994: 0.0011881575839410461
Position 7985: 0.001147681868951807
Position 1472: 0.0009156300568621645
Position 6539: 0.0008618292123997278
Position 2577: 0.0008567788523247718
Position 31: 0.0008475537095880636
Position 2255: 0.0008010697487633626
Position 1097: 0.000783348044546294
Position 9118: 0.0007609460379295169
Position 4754: 0.0007381416066012293
Position 5388: 0.0007266198284817688
Position 1874: 0.0007257375250478056
Position 1787: 0.0007071407331860125
Position 9258: 0.0006842759560437768
Position 2972: 0.0006620785594915323
Position 857: 0.0006351557902986821
Position 153: 0.0006342841060869286
Position 1147: 0.0006143620549904608
Position 104: 0.000608187337923836
Position 497: 0.0006022473657999601
Position 2111: 0.0006002573296820692
Position 233: 0.0005803141513905577
Position 3620: 0.0004980288511993696
Position 6898: 0.00042528737292699007
Position 7590: 0.00041112876673204317
Position 7359: 0.00039277871315428957
Position 3347: 0.0003498543534131258
