Gene = SelT
index = 1482
Annotated 5SS: [414]
Annotated 3SS: [489]
SMsplice 5SS: [414]
SMsplice 3SS: [489]
top_k =  500
Partition function (log Z): -6.488158395982861

Sorted 5' Splice Sites (High to Low Probability):
Position 414: 0.967368787620852
Position 563: 0.3883101063844555
Position 171: 0.029682350579837452
Position 208: 0.016709182085213686
Position 210: 0.0156186560773328
Position 662: 0.012009622928637205
Position 653: 0.010719754790065693
Position 866: 0.007520005175794933
Position 72: 0.00735060669265323
Position 418: 0.0038017413276755945
Position 591: 0.0029123943607384985
Position 547: 0.0020760016980192826
Position 911: 0.0014800911718233967
Position 153: 0.001285583186330656
Position 163: 0.0006216911008534181
Position 699: 0.0003614026177245326
Position 646: 0.0001865255474143773
Position 666: 0.00014067670959344868
Position 829: 8.28753034038977e-05
Position 91: 5.7618273532813204e-05
Position 76: 4.4669740603272084e-05
Position 96: 4.275021448928664e-05
Position 84: 3.177599881883056e-05
Position 703: 3.016859946654665e-05
Position 364: 2.9251833104208543e-05
Position 986: 2.343967602413754e-05
Position 824: 2.288347694217989e-05
Position 181: 1.8578519951056485e-05
Position 826: 1.8109862708386227e-05
Position 1078: 9.04263830606601e-06
Position 787: 6.962194326713671e-06
Position 818: 6.916135605773671e-06
Position 650: 5.471874074473898e-06
Position 657: 4.578867272575691e-06
Position 134: 1.2782554615712977e-06
Position 334: 8.184483709675087e-07
Position 336: 6.031505148285166e-07
Position 315: 4.710965499345396e-07
Position 304: 4.34155352997831e-07
Position 461: 4.111997830353255e-08
Position 527: 2.977222564917015e-08
Position 309: 1.4090803652487226e-08
Position 292: 1.1800399308547353e-08
Position 463: 1.040759854463104e-08
Position 644: 8.426225163120488e-09
Position 514: 1.3898062738685073e-09
Position 932: 9.819120057054552e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 489: 0.954754345144074
Position 631: 0.12483090954739877
Position 1104: 0.10957854879616204
Position 613: 0.09739137780857779
Position 253: 0.053388593590394995
Position 1075: 0.04834652564533212
Position 898: 0.02407130039363314
Position 657: 0.016399220763752796
Position 511: 0.006681124828261011
Position 275: 0.006505440984591358
Position 943: 0.0056379107061443135
Position 699: 0.0048091339862989775
Position 125: 0.0029796386354278568
Position 910: 0.002544177654928921
Position 134: 0.002140264540018695
Position 261: 0.0019817741069705656
Position 287: 0.0019335882743171343
Position 1169: 0.0019032667665390415
Position 718: 0.0013770137028682582
Position 841: 0.0006726732802399228
Position 562: 0.0002622476829992914
Position 156: 7.765101511324498e-05
Position 916: 7.427154781674316e-05
Position 727: 6.926423227435287e-05
Position 1049: 4.6436983960221285e-05
Position 666: 4.2728894658029844e-05
Position 865: 2.237212666042276e-05
Position 1011: 1.7138735911728075e-05
Position 1005: 1.5193959740513233e-05
Position 778: 1.0769682969031975e-05
Position 1182: 8.263866111245403e-06
Position 547: 7.370368334974973e-06
Position 201: 6.304520132261422e-06
Position 381: 2.5957131611422733e-06
Position 153: 2.510776291050675e-06
Position 208: 8.798387898696068e-07
Position 181: 5.575629746016215e-07
Position 354: 2.7701099225483676e-07
Position 160: 7.741832617746659e-08
Position 163: 6.548241945754872e-08
Position 166: 6.278433113918173e-08
Position 214: 5.250627672170241e-08
Position 388: 4.0377283902785674e-08
Position 351: 2.608160657090012e-08
Position 345: 3.1315452823188425e-09
Position 357: 2.068661339107585e-09
Position 520: 1.6281607003553077e-09
Position 544: 2.3331835642338954e-10
