Gene = mbf1
index = 1785
Annotated 5SS: [317 541 912]
Annotated 3SS: [ 416  750 1280]
SMsplice 5SS: [541 912]
SMsplice 3SS: [ 750 1280]
top_k =  500
Partition function (log Z): -1.7026663469562584

Sorted 5' Splice Sites (High to Low Probability):
Position 912: 0.9823331952063674
Position 541: 0.918214144186065
Position 20: 0.454569566294964
Position 352: 0.24699135943580058
Position 1542: 0.1485656296386226
Position 1919: 0.12165765738019643
Position 234: 0.11127557439511601
Position 1212: 0.048283231462880695
Position 317: 0.023205902520577113
Position 2144: 0.010427161341738269
Position 2160: 0.009743340423407933
Position 916: 0.00973506356360898
Position 1423: 0.008303731744158868
Position 539: 0.006075071639391417
Position 1889: 0.0036236310000816387
Position 1354: 0.0027495470377600227
Position 57: 0.0018191260004749518
Position 1975: 0.0015460916181243005
Position 1135: 0.0009571042433065801
Position 1223: 0.0007790186373813252
Position 702: 0.0006852332626888094
Position 1155: 0.0006506690102115458
Position 2132: 0.0006035566573134352
Position 1209: 0.00048640816024171104
Position 719: 0.0003957718233477857
Position 1216: 0.0003054725081895514
Position 704: 0.0002121707065336148
Position 194: 0.00019871278894818817
Position 1088: 0.00018013554927127852
Position 267: 0.00015452984826325116
Position 1097: 0.00013373723455623707
Position 581: 0.00011553251943751567
Position 1330: 0.00011457731087099767
Position 356: 8.04150109937809e-05
Position 254: 7.172201488258714e-05
Position 545: 6.117339302846899e-05
Position 1894: 5.809185948890523e-05
Position 221: 5.5196300332594384e-05
Position 1701: 5.3275846805646065e-05
Position 1430: 4.734356579259045e-05
Position 364: 3.639572288180036e-05
Position 1005: 2.8814123906176876e-05
Position 745: 2.7691241018963047e-05
Position 1714: 2.0381615409019663e-05
Position 522: 1.731068344387268e-05
Position 611: 1.7131481347097227e-05
Position 177: 1.530283758769096e-05
Position 1130: 1.1936373603622356e-05
Position 849: 1.1541931052336872e-05
Position 492: 4.930293951074146e-06
Position 391: 4.133261267991603e-06
Position 1305: 3.882488829977686e-06
Position 563: 3.028394367303904e-06
Position 754: 2.062225690931103e-06
Position 146: 1.395254273334816e-06
Position 1008: 7.543610194821268e-07
Position 340: 4.938359059960445e-07
Position 270: 4.65065825653172e-07
Position 419: 3.777933960825503e-07
Position 321: 1.6596049222586512e-07
Position 467: 1.4239241121757684e-11
Position 516: 9.53470399688995e-13
Position 435: 6.566715253525696e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9492546872986365
Position 1280: 0.9132422376083393
Position 88: 0.3862945538124942
Position 416: 0.203555754202477
Position 2309: 0.11988971841015901
Position 1008: 0.10258364582126957
Position 1731: 0.045246525917093654
Position 292: 0.04176191666692421
Position 2015: 0.0407911269347384
Position 129: 0.03973309023657673
Position 298: 0.0392359089052556
Position 1796: 0.0359641684065505
Position 452: 0.03396724873222964
Position 2107: 0.02852179041600139
Position 2048: 0.016611825220886844
Position 621: 0.0144099054694969
Position 2229: 0.013234564898357644
Position 289: 0.011468279238055611
Position 456: 0.010234195602062485
Position 1608: 0.009930466379217991
Position 804: 0.008196729234857645
Position 2216: 0.007470900463417342
Position 2072: 0.006705071994506749
Position 719: 0.006071454186953433
Position 167: 0.0040265768331287696
Position 2254: 0.003100907951950374
Position 1154: 0.00252846320982125
Position 1690: 0.002227319549728053
Position 177: 0.00185459440954027
Position 270: 0.001804048384669086
Position 960: 0.0017595349697433456
Position 101: 0.0017189124561515115
Position 773: 0.0011939337011363654
Position 188: 0.0011878718013275883
Position 1223: 0.0011204889269784165
Position 479: 0.0011138962861402025
Position 1209: 0.0009274557079362732
Position 336: 0.0008362326792245154
Position 1611: 0.0007856810453137912
Position 1196: 0.0007702220099444692
Position 1382: 0.0005991567856735474
Position 1971: 0.0005650794470911006
Position 1097: 0.0005483058896539563
Position 210: 0.0003869384585035572
Position 1298: 0.0003849637162770681
Position 1485: 0.00033625740188041487
Position 682: 0.00028788086997211254
Position 1107: 0.00024216304730005907
Position 303: 0.0002354119699819097
Position 250: 0.0001469756176284324
Position 770: 0.00010818378971134289
Position 157: 0.00010108305017761923
Position 254: 9.038789141931786e-05
Position 788: 9.009404443337501e-05
Position 311: 8.482682853199417e-05
Position 536: 4.7597368630294873e-05
Position 1818: 2.6461510439435585e-05
Position 500: 2.599580801148986e-05
Position 1712: 2.578887793165897e-05
Position 1707: 1.516839140740154e-05
Position 308: 1.3815876456601098e-05
Position 1413: 8.425959554910349e-06
Position 1430: 6.824188568576103e-06
Position 1295: 6.0145926063740816e-06
Position 356: 2.725225558662206e-06
Position 364: 2.1615522730775105e-06
Position 539: 2.0164274637618478e-06
Position 513: 1.73079864877948e-06
Position 857: 1.4800923586456585e-06
Position 1110: 3.062217807571264e-07
Position 869: 2.9168068644578955e-07
Position 151: 2.8402516313007177e-07
Position 866: 2.49386661745081e-07
Position 90: 5.918926805408783e-08
Position 836: 5.154349729451031e-08
Position 348: 4.005151312708731e-09
Position 340: 5.926947279996085e-10
