Gene = Fie
index = 1168
Annotated 5SS: [ 416 1341 1541]
Annotated 3SS: [ 958 1403 1594]
SMsplice 5SS: [ 416 1341 1541]
SMsplice 3SS: [ 958 1403 1594]
top_k =  500
Partition function (log Z): 7.203210051894914

Sorted 5' Splice Sites (High to Low Probability):
Position 1341: 0.9985585680925063
Position 1541: 0.9974500250202375
Position 416: 0.9879524937223169
Position 889: 0.00926001518708928
Position 1689: 0.006507141786821037
Position 31: 0.005751914588905593
Position 1727: 0.005061383066786762
Position 868: 0.0036694761957273324
Position 192: 0.0029470176424139737
Position 1789: 0.0020155411222143207
Position 1680: 0.001259297220981506
Position 412: 0.0012487918993257963
Position 1758: 0.0011942643492163334
Position 247: 0.0010790251591427076
Position 705: 0.0007899047077935572
Position 1678: 0.000751372399289202
Position 1545: 0.0006869746142148881
Position 865: 0.0006804615953052063
Position 1549: 0.000588695162331147
Position 717: 0.0005297254902388882
Position 898: 0.0005123817981763958
Position 152: 0.0004737090964323682
Position 852: 0.00046206577180802277
Position 1345: 0.00045628516411509517
Position 122: 0.0003011127013023758
Position 922: 0.0002945856286216095
Position 1773: 0.00029085393897169596
Position 1167: 0.00026538046086075495
Position 1850: 0.0002367609056006456
Position 1890: 0.00019822419271691233
Position 1775: 0.0001875186177752913
Position 197: 0.00018734404177662165
Position 722: 0.00018598798954497738
Position 820: 0.00014428887734291697
Position 160: 0.00013705651369580316
Position 2104: 0.00011713991604468204
Position 362: 0.00010544383551339121
Position 434: 8.469429612724504e-05
Position 1331: 8.349770606589683e-05
Position 1783: 6.640538167836613e-05
Position 734: 6.416740657426481e-05
Position 892: 6.279106998532941e-05
Position 541: 6.177643765952123e-05
Position 287: 5.729861049350644e-05
Position 1888: 5.192459644459014e-05
Position 810: 5.058765770167741e-05
Position 2142: 4.887982110758426e-05
Position 34: 4.6240482828313536e-05
Position 617: 4.10918665512617e-05
Position 1158: 3.581421637802786e-05
Position 1859: 3.19062035230832e-05
Position 785: 2.8530567121481473e-05
Position 1624: 2.7044215589449786e-05
Position 48: 2.654570869681849e-05
Position 2109: 2.4483629110765343e-05
Position 1663: 2.4242718278871388e-05
Position 1323: 2.351819705199567e-05
Position 420: 2.189211984777228e-05
Position 847: 2.050160343948112e-05
Position 1447: 2.018165329084308e-05
Position 1984: 2.0102027399615737e-05
Position 1729: 1.6704568261162648e-05
Position 1575: 1.5539246854130373e-05
Position 1148: 1.4626951680388248e-05
Position 267: 1.2596470254064302e-05
Position 663: 1.238234567963649e-05
Position 111: 1.1578380053348057e-05
Position 1326: 1.0331202734453169e-05
Position 2134: 9.213647651207208e-06
Position 958: 7.763996036178393e-06
Position 443: 7.0959615930066105e-06
Position 1062: 5.853744291854608e-06
Position 1373: 4.008832336299863e-06
Position 126: 3.46769411642702e-06
Position 1244: 2.984370355044406e-06
Position 917: 2.4924343179291726e-06
Position 1025: 1.8191794622290571e-06
Position 2090: 1.5919877715493307e-06
Position 117: 1.567456189555021e-06
Position 1945: 1.5312407787409096e-06
Position 1269: 1.323671664726216e-06
Position 1205: 8.511567052269476e-07
Position 1018: 5.911731803440858e-07
Position 69: 4.2758493296146595e-07
Position 2073: 4.2748443262780224e-07
Position 1283: 4.107544116405166e-07
Position 74: 3.7830628032088214e-07
Position 1182: 2.7537540872797086e-07
Position 1310: 1.8889148810298657e-07
Position 1195: 1.1733000538207479e-07
Position 1124: 1.0813483236745767e-07
Position 1252: 9.191276414574844e-08
Position 1473: 8.442480472690186e-08
Position 1247: 7.048491731028306e-08
Position 1444: 1.2803745061260136e-08
Position 1524: 8.254007527738744e-09
Position 1451: 2.3417423980515138e-09
Position 1511: 2.2454615734820863e-09
Position 128: 2.34659006443275e-10
Position 842: 1.4676789971938655e-10
Position 788: 1.296590904595928e-10
Position 1605: 1.009261924509506e-10
Position 330: 1.6112932487531797e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1403: 0.9993914859239117
Position 1594: 0.9813189567392694
Position 958: 0.8978353083998802
Position 482: 0.05856112927463486
Position 1015: 0.040751466140050326
Position 2004: 0.01738377726234557
Position 1771: 0.006817582932072433
Position 93: 0.005689498400613092
Position 508: 0.0031617904523120006
Position 493: 0.002580952025851666
Position 1726: 0.002544052233091605
Position 1893: 0.002319697336800693
Position 2224: 0.002016085636942056
Position 267: 0.0020083492130763426
Position 308: 0.0015447682027572563
Position 937: 0.0014018421581985694
Position 1635: 0.0011757725185910074
Position 1810: 0.0008385458845948296
Position 1792: 0.0008226834761232431
Position 847: 0.0008209973261996181
Position 1899: 0.0005344471224101766
Position 247: 0.0005264788145409901
Position 212: 0.00042646030726725513
Position 1983: 0.00041855437445507813
Position 546: 0.00033923612073261187
Position 1461: 0.00030941715433132705
Position 339: 0.00029654502341352703
Position 2202: 0.00021723026074645728
Position 663: 0.00020608818948734985
Position 1471: 0.00017163503741923303
Position 459: 0.00014560233337345324
Position 2112: 0.00011945303120362138
Position 922: 0.00011605020164318447
Position 1054: 9.047938913093089e-05
Position 1678: 8.493294459799815e-05
Position 2129: 6.674070752093992e-05
Position 2191: 6.498193100751051e-05
Position 181: 5.586721109331454e-05
Position 468: 5.29630387733645e-05
Position 614: 5.176917740258887e-05
Position 611: 3.5930097281056186e-05
Position 2134: 3.584098412222095e-05
Position 823: 3.344178254494989e-05
Position 1698: 3.333723040374182e-05
