Gene = vtd
index = 1932
Annotated 5SS: [  345   712  3718 10050 10359 11171 19647]
Annotated 3SS: [  420  3593  9869 10102 10419 19484 21284]
SMsplice 5SS: [  345   712  3718 10050 10359 11171 19647 20557]
SMsplice 3SS: [  420  3593  9869 10102 10419 19484 20442 20613]
top_k =  500
Partition function (log Z): 3.4264431748924946

Sorted 5' Splice Sites (High to Low Probability):
Position 10359: 0.9997908058177901
Position 712: 0.9909591585891551
Position 345: 0.9863328834792106
Position 10050: 0.9850969163787168
Position 3718: 0.9716226903239815
Position 19647: 0.878841264846156
Position 11171: 0.8527173143540903
Position 20557: 0.2754845345458903
Position 19922: 0.23404089640326722
Position 5002: 0.11304824908855783
Position 12130: 0.0979671738319508
Position 10647: 0.07719226758040029
Position 8202: 0.07529346376023587
Position 10503: 0.0745098193389295
Position 4617: 0.04317349388177011
Position 13324: 0.04309679929289721
Position 16279: 0.03713192247155859
Position 8966: 0.029448934675231297
Position 4134: 0.02920343473998496
Position 19950: 0.028752254051278098
Position 12735: 0.023377714791142017
Position 4570: 0.022470972634503955
Position 19981: 0.021348779693051156
Position 8229: 0.021163929776187806
Position 11777: 0.018829485981870134
Position 19927: 0.01815972268261924
Position 7708: 0.01574328178733971
Position 4488: 0.015604360573507082
Position 4420: 0.014946022471235464
Position 4894: 0.010301638572322441
Position 5694: 0.009585199450394013
Position 611: 0.0054978562907603635
Position 8932: 0.005240907695198216
Position 367: 0.005076523084999188
Position 11072: 0.004577946209433892
Position 5223: 0.004557721154121887
Position 231: 0.003823346223422564
Position 12589: 0.0035216393364621793
Position 8256: 0.0033309912146732494
Position 6925: 0.00332294819672281
Position 4751: 0.003165643562369932
Position 12162: 0.00283976166092374
Position 4990: 0.002831660908882365
Position 4782: 0.0027303605014610665
Position 11076: 0.0023657179843840103
Position 874: 0.0022401086957973765
Position 10754: 0.002140060525224797
Position 3201: 0.0016816646780461728
Position 1401: 0.0015855161789559034
Position 10022: 0.001436541751729372
Position 4436: 0.001292478785460968
Position 11846: 0.0008389037374052898
Position 647: 0.0006903886231168886
Position 11996: 0.0006536732030727903
Position 4148: 0.0006490284241134273
Position 36: 0.000611585976097406
Position 716: 0.0005908090644744848
Position 7140: 0.00045020054453684605
Position 302: 0.0004169291907604476
Position 499: 0.0003983065186474731
Position 2491: 0.0003756109102951777
Position 180: 0.00031274125451620326
Position 2060: 0.00028549712410363834
Position 2214: 0.00026006221940675625
Position 4427: 0.0002573592306385137
Position 3722: 0.00025506150166538404
Position 10638: 0.0002539856926227575
