Gene = Spn28Dc
index = 1515
Annotated 5SS: [779]
Annotated 3SS: [1649]
SMsplice 5SS: [779]
SMsplice 3SS: [1649]
top_k =  500
Partition function (log Z): -9.858926185710292

Sorted 5' Splice Sites (High to Low Probability):
Position 779: 0.792651919823247
Position 454: 0.0923976218418835
Position 720: 0.03409326188093219
Position 108: 0.02350339028259446
Position 947: 0.02226394486708373
Position 1580: 0.019573535698250048
Position 1346: 0.01499903824695438
Position 1177: 0.01135216786511851
Position 884: 0.010127885394600265
Position 1039: 0.009682105172061067
Position 1181: 0.008830797641596834
Position 1350: 0.008469731824003691
Position 1173: 0.008247530124710445
Position 1231: 0.005701716287111957
Position 960: 0.0032806422785162516
Position 409: 0.0028326556135884477
Position 252: 0.0015580118981531538
Position 923: 0.0014249265505554298
Position 333: 0.0013877498503228108
Position 835: 0.0013237111801734803
Position 1021: 0.0013071564641140001
Position 30: 0.0011221567675257704
Position 1114: 0.0008995581304314933
Position 709: 0.00041313180847132516
Position 411: 0.00029969363299833644
Position 587: 0.00025716591601122234
Position 1946: 0.00017940432145013233
Position 276: 0.00015919735544053375
Position 967: 0.00014862671520406083
Position 1502: 0.0001222637439780033
Position 549: 0.0001220873513714961
Position 846: 0.00012143660634743226
Position 1024: 0.00011417769587006242
Position 39: 0.00010722374383498643
Position 2053: 9.574726640196997e-05
Position 1192: 8.761335674295078e-05
Position 1338: 8.41232718790104e-05
Position 117: 7.189280069857843e-05
Position 529: 2.0907185805403637e-05
Position 486: 1.622728844248158e-05
Position 523: 7.1216836287372594e-06
Position 375: 6.8486631589967585e-06
Position 124: 6.6802688677126224e-06
Position 308: 2.3747087394104776e-06
Position 539: 2.1803662524272878e-06
Position 142: 9.778993581438285e-07
Position 894: 8.043737160744826e-07
Position 112: 6.61875440595056e-07
Position 542: 3.704138505629166e-07
Position 1260: 3.6173706510704935e-07
Position 569: 3.1794798840747014e-07
Position 48: 2.988974599762529e-07
Position 1010: 2.916972948174043e-07
Position 119: 2.323754595210637e-07
Position 41: 8.505618837302718e-10
Position 740: 7.260188516659752e-10
Position 43: 6.818268741415259e-10
Position 80: 7.811202212380944e-11
Position 34: 1.1061215413623836e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1649: 0.7098152363727668
Position 1456: 0.14114214766732697
Position 1513: 0.06413201225650361
Position 778: 0.02750851493425753
Position 1547: 0.02526796641162507
Position 1103: 0.021003211332413757
Position 521: 0.020630930547813193
Position 1686: 0.011906008042341727
Position 574: 0.009383675176945813
Position 1145: 0.007076964745496496
Position 1598: 0.006505781116175413
Position 1502: 0.005222306194510488
Position 1337: 0.003983617996158339
Position 1328: 0.003375870069007463
Position 1836: 0.002135279935221367
Position 605: 0.0018016640426020253
Position 1263: 0.0017882262598103332
Position 959: 0.0017177993206944468
Position 1059: 0.0016458629562682689
Position 1479: 0.001592591112200846
Position 529: 0.001272777946648503
Position 1001: 0.0010322494155263606
Position 1797: 0.00078366909291838
Position 825: 0.0007368584394486893
Position 947: 0.0005389826676917517
Position 1231: 0.0005379347293942685
Position 587: 0.000536673263713579
Position 194: 0.0004450939352763674
Position 973: 0.0004216786521248671
Position 2232: 0.0004175940232051851
Position 2006: 0.0004142868776733758
Position 2222: 0.00038644563375338014
Position 1008: 0.0003856129361061231
Position 1521: 0.00038501437275559824
Position 1749: 0.0003731629740534731
Position 464: 0.00034669738690269443
Position 1861: 0.0002726154820816187
Position 1692: 0.00026517822823038335
Position 749: 0.00026014305004158465
Position 1197: 0.00020857790829286555
Position 2037: 0.00018758487335797464
Position 1308: 0.00018059403077773264
Position 1244: 0.0001377610008418559
Position 907: 0.00013280665858024117
Position 870: 0.00013052281427830404
Position 642: 0.00012524972726917513
Position 154: 0.00011185851783774504
Position 2126: 9.574726640197018e-05
Position 2613: 8.634371812063953e-05
Position 1784: 8.631649744634897e-05
Position 673: 8.107191593258844e-05
Position 625: 8.053613067139741e-05
Position 1349: 7.225419902661049e-05
Position 617: 6.820529366331573e-05
Position 1385: 6.330823380083345e-05
Position 1151: 6.134727627239867e-05
Position 409: 5.2314276254217e-05
Position 2617: 2.9683889750875828e-05
Position 536: 2.3250152665764717e-05
Position 629: 1.4008263894607779e-05
Position 440: 1.2476278674887256e-06
Position 296: 1.191464884015041e-06
Position 951: 7.4234772014887e-07
Position 218: 2.3675812518759242e-07
Position 206: 1.9330147782549224e-07
Position 701: 1.6349116322087898e-07
Position 215: 8.748578052858423e-08
Position 539: 3.751036281019657e-08
Position 227: 3.22167686910433e-08
Position 791: 2.675806476648117e-08
Position 112: 1.8271476535518374e-08
Position 883: 5.0504087105088434e-09
Position 224: 2.812589303915668e-10
Position 236: 1.811998087574528e-10
