Gene = UQCR-Q
index = 1581
Annotated 5SS: [375 834]
Annotated 3SS: [648 889]
SMsplice 5SS: [ 74 375 834]
SMsplice 3SS: [132 648 889]
top_k =  500
Partition function (log Z): 2.389328307537928

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9718205384656022
Position 834: 0.9497583824308047
Position 375: 0.7247729908950669
Position 794: 0.04440498954669743
Position 294: 0.027228262205238437
Position 356: 0.0194293525241434
Position 987: 0.018817136083551875
Position 1004: 0.008181264970632226
Position 398: 0.005697818804364492
Position 838: 0.00497821466955304
Position 530: 0.004703758210053937
Position 1049: 0.0037198381929268083
Position 362: 0.003113178084968553
Position 506: 0.0030562795569218254
Position 410: 0.002183522099740107
Position 1052: 0.0015793898335603224
Position 471: 0.0014398318988354099
Position 1062: 0.0010549419656497127
Position 1102: 0.0009922292432841995
Position 566: 0.0008069790209478506
Position 1092: 0.0007306071065062029
Position 327: 0.0005914391861006251
Position 603: 0.00039314714126617497
Position 203: 0.00031093480253079574
Position 1009: 0.0002706708135855592
Position 824: 0.00025862017377862185
Position 585: 0.0002534653244437822
Position 451: 0.00022034560807119308
Position 583: 0.0001529111535825076
Position 478: 0.00014534335602928644
Position 1056: 6.895956313415545e-05
Position 206: 6.175675114148107e-05
Position 1039: 4.5446614778421555e-05
Position 190: 4.093274456992355e-05
Position 104: 2.104528248779885e-05
Position 337: 2.0516811130780867e-05
Position 619: 1.4138443649266601e-05
Position 1054: 1.4076071429037371e-05
Position 1124: 1.3865235417485189e-05
Position 469: 1.207524581910579e-05
Position 815: 1.1474451779783508e-05
Position 318: 9.562341721915048e-06
Position 162: 8.876947794961929e-06
Position 798: 8.80609938110987e-06
Position 181: 8.03063472910348e-06
Position 38: 6.757978661587654e-06
Position 226: 5.420634295724815e-06
Position 898: 4.540583025693795e-06
Position 710: 2.7794863930343717e-06
Position 298: 2.2370080108933923e-06
Position 1138: 1.8707290551143217e-06
Position 23: 1.6194479143051066e-06
Position 86: 9.028142368474768e-07
Position 1222: 5.887623611282837e-07
Position 1151: 1.417877451892425e-07
Position 132: 1.6591317409157854e-08
Position 168: 1.1092227838845094e-08
Position 866: 7.93460143270464e-11
Position 311: 4.38284796285361e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 889: 0.9945307848260485
Position 132: 0.8365230751210789
Position 648: 0.8307517606058046
Position 161: 0.06927553794913958
Position 1169: 0.018757107409347662
Position 1039: 0.018630523077882398
Position 139: 0.012577622955379258
Position 632: 0.003438458538064907
Position 451: 0.002574988920463445
Position 688: 0.002536927994945562
Position 1138: 0.002437176049531138
Position 709: 0.0018146544671892829
Position 456: 0.0015186018370471719
Position 119: 0.0012382643432037278
Position 261: 0.0010623276299671768
Position 281: 0.0007525191145479538
Position 751: 0.000538624823594915
Position 1196: 0.0004060650817076168
Position 535: 0.00040267088066238166
Position 409: 0.000321399124806895
Position 469: 0.00021729607719491757
Position 850: 0.00014726963501401525
Position 354: 0.00013944121687927696
Position 181: 0.00013264488084188312
Position 933: 0.00011585817990559518
Position 506: 0.00011181422225205733
Position 733: 7.817962865501167e-05
Position 249: 6.525911313905969e-05
Position 220: 6.039809965934569e-05
Position 304: 5.933168099761334e-05
Position 1072: 4.6833872546894224e-05
Position 1045: 4.058534572976892e-05
Position 475: 3.68496968197747e-05
Position 1216: 2.6998719579553043e-05
Position 374: 1.8803970114896065e-05
Position 1086: 1.845778124049553e-05
Position 168: 1.582481745655848e-05
Position 190: 1.1540000795989573e-05
Position 232: 3.4418054840165944e-06
Position 557: 3.29693485561754e-06
Position 544: 3.067484263614395e-06
Position 838: 2.7557746732101098e-06
Position 1000: 1.6896860733041696e-06
Position 1298: 1.5605918745172708e-06
Position 503: 1.1516343975064512e-06
Position 774: 1.1041937510475988e-06
Position 1234: 9.698827128278421e-07
Position 458: 7.608047450254045e-07
Position 362: 3.259075570800483e-07
Position 1173: 1.7457508091629725e-07
Position 1316: 5.618551339069129e-08
Position 337: 3.114906853374463e-10
Position 73: 1.1933826475594817e-10
Position 332: 5.834523184177773e-11
Position 344: 3.3522079264284455e-12
Position 78: 3.0762692075734477e-12
